name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,375,1,1,63,275,11,1,253,7,4,90,3,6,3,0,0,0,51,0,26,2,7,9,2,1,3,0,1,0
Aaron_Lennon,278,1,0,57,177,2,0,254,9,7,90,1,3,11,0,0,0,47,0,26,6,11,4,4,1,1,1,4,2
Aaron_Mooy,265,0,0,52,189,4,0,258,19,2,57,0,1,12,1,0,1,61,0,26,5,15,12,1,0,2,0,4,0
Aaron_Ramsdale,437,1,1,31,317,7,0,252,14,11,0,2,5,15,0,0,0,61,0,26,2,27,3,3,1,2,1,2,5
Aaron_Ramsey,552,4,0,45,469,8,1,251,8,11,74,1,0,7,0,0,0,57,0,26,1,10,15,3,1,5,1,2,2
Aaron_Wan-Bissaka,425,2,3,38,337,15,0,255,11,16,0,4,6,13,0,0,0,68,0,26,7,11,3,10,1,1,1,1,4
Abdoulaye_Doucouré,409,1,0,30,327,12,0,259,11,17,90,1,4,5,0,0,0,64,0,26,2,16,5,9,1,4,1,2,4
Adam_Lallana,303,0,0,58,205,12,0,257,15,4,0,2,3,17,2,0,1,71,0,26,4,16,8,4,2,2,1,3,1
Ademola_Lookman,376,1,0,46,303,11,0,251,8,6,0,3,2,1,0,0,0,65,0,26,2,21,3,4,1,5,0,0,1
Adrien Sebastian_Perruchet Silva,521,2,2,31,427,7,0,256,9,7,67,5,3,16,0,0,0,76,0,26,0,14,12,5,1,1,1,1,3
Ahmed El-Sayed_Hegazi,320,1,0,35,212,11,1,260,12,5,90,1,3,14,0,0,0,56,0,26,2,13,5,4,3,2,1,2,1
Aleksandar_Kolarov,697,2,3,39,605,9,0,254,6,14,0,0,0,4,0,0,0,49,0,26,2,9,3,6,1,1,0,1,6
Aleksandar_Mitrovic,366,1,0,56,258,4,2,255,8,9,0,3,2,6,1,0,0,63,0,26,4,19,4,1,1,1,0,1,7
Alexis_Sánchez,781,0,1,31,693,25,0,258,5,10,90,4,4,8,0,1,0,60,0,26,0,23,8,4,0,2,1,2,5
Alex_McCarthy,523,1,1,35,404,15,0,260,10,10,90,2,4,19,0,0,0,65,0,26,1,10,5,5,3,2,0,1,2
Alfie_Mawson,342,1,0,65,250,11,0,256,8,3,90,0,4,9,0,0,0,64,0,26,3,15,8,1,1,1,0,0,0
Alfie_Whiteman,587,2,3,24,472,8,0,257,9,7,0,2,1,10,0,1,0,74,0,26,1,16,5,2,2,2,0,1,4
Andreas_Christensen,512,1,1,34,423,12,2,259,8,5,0,1,1,18,1,0,0,62,1,26,4,18,10,2,1,4,0,2,2
Anthony_Knockaert,452,1,0,26,340,8,0,253,11,16,77,3,6,20,0,0,0,63,0,26,0,18,4,11,1,3,1,3,2
Bojan_Krkic Perez,325,0,0,56,217,5,0,252,19,10,0,6,4,2,0,0,0,63,0,26,5,10,15,6,1,2,0,3,2
