name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,302,0,0,64,216,15,0,170,9,6,90,4,2,1,0,0,0,71,0,17,3,17,4,4,0,1,2,0
Everton,427,1,1,71,313,4,1,167,11,6,60,3,3,13,0,0,0,75,0,17,4,17,12,3,1,0,2,4
Huddersfield Town,433,1,1,32,366,9,2,163,11,4,90,2,1,5,0,0,0,41,0,17,2,10,3,4,1,1,0,3
AFC Bournemouth,426,0,0,31,342,7,0,164,12,11,0,0,4,12,0,0,0,68,0,17,1,13,4,4,0,0,2,7
Arsenal,700,0,0,43,604,16,0,170,9,14,0,0,4,20,0,0,0,68,0,17,0,11,7,8,0,0,0,3
Watford,352,2,2,47,244,4,0,162,18,5,90,0,4,6,0,0,0,70,1,17,2,13,3,3,1,0,1,2
Liverpool,715,1,4,35,611,16,0,166,16,7,0,1,2,19,0,0,0,63,0,17,1,25,6,3,0,1,1,3
Burnley,393,0,0,49,251,2,0,161,6,6,0,4,5,15,0,0,0,68,0,17,7,17,5,5,1,1,0,2
West Bromwich Albion,286,0,0,57,193,6,1,166,6,5,90,4,3,10,0,0,0,77,0,17,3,19,8,4,0,0,1,1
Leicester City,369,2,0,31,280,8,0,168,9,10,0,1,2,14,0,0,0,50,0,17,3,18,10,2,4,0,0,9
Manchester City,832,5,3,19,759,19,0,165,6,16,0,1,6,16,0,0,0,57,0,17,3,12,12,10,4,0,0,10
Newcastle United,506,0,0,17,391,11,0,167,10,8,0,2,3,7,0,0,0,63,1,17,3,25,7,4,0,1,1,4
Southampton,416,0,1,33,336,9,0,168,13,8,0,3,1,9,0,0,0,59,0,17,5,21,12,5,1,1,1,4
Swansea City,222,0,0,36,148,14,1,165,12,4,90,2,3,11,0,0,0,43,0,17,6,16,7,2,0,1,0,3
Tottenham,752,1,1,9,665,10,0,169,5,19,0,3,2,3,0,0,0,53,0,17,4,13,6,6,2,1,1,7
Manchester United,567,0,1,35,480,8,1,164,14,6,19,2,1,2,0,0,0,69,0,17,7,9,9,3,1,1,1,2
Chelsea,769,3,1,23,706,13,0,163,4,10,79,10,4,8,0,0,0,52,0,17,2,7,3,4,3,0,0,5
Crystal Palace,414,0,1,57,320,9,1,162,14,6,66,3,1,18,0,0,0,69,0,17,1,19,7,6,2,1,2,4
Brighton,244,0,0,68,161,5,0,169,10,6,90,1,2,17,0,0,0,55,0,17,5,15,5,2,0,0,1,4
Stoke City,377,0,1,47,240,6,0,161,14,10,0,2,2,4,0,0,0,67,0,17,1,14,12,6,0,0,0,7
