name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,519,0,0,37,419,6,0,288,14,3,90,5,1,16,1,0,0,72,0,29,3,16,8,1,1,0,3,2
Aaron_Lennon,395,3,2,39,285,5,1,282,9,15,90,4,5,7,0,0,0,61,0,29,3,10,6,3,2,1,1,8
Aaron_Mooy,267,0,0,53,169,7,0,289,8,2,0,2,1,17,0,0,0,79,0,29,5,11,13,0,0,0,1,3
Aaron_Ramsdale,363,1,1,65,240,8,1,284,7,6,0,1,6,9,0,0,0,66,0,29,3,22,5,5,1,0,1,3
Aaron_Ramsey,616,0,0,27,514,15,1,281,12,12,0,0,5,3,0,0,0,58,0,29,4,20,6,2,1,0,3,7
Aaron_Wan-Bissaka,279,1,0,65,186,13,0,283,10,8,90,2,3,12,0,0,0,71,0,29,4,9,7,5,2,1,1,4
Abdoulaye_Doucouré,408,2,1,36,290,12,0,290,11,11,90,3,2,19,0,0,0,70,0,29,2,17,6,6,1,1,2,3
Adam_Lallana,777,2,0,22,660,4,0,285,7,11,16,4,4,13,0,0,0,71,0,29,2,11,14,3,2,1,0,3
Ademola_Lookman,340,4,3,68,227,10,0,282,12,9,0,1,3,4,0,0,0,78,1,29,6,15,10,6,1,0,1,4
Adrien Sebastian_Perruchet Silva,436,2,3,32,294,7,1,284,11,14,58,3,6,2,1,0,0,68,0,29,2,11,11,8,1,1,2,4
Ahmed El-Sayed_Hegazi,353,2,2,58,230,6,0,290,12,6,90,1,5,18,0,0,0,60,0,29,2,10,11,5,0,0,0,2
Aleksandar_Kolarov,975,1,0,19,902,20,0,286,8,13,0,2,4,5,0,0,0,66,0,29,0,11,6,5,1,1,2,2
Aleksandar_Mitrovic,315,0,0,35,210,21,0,285,9,5,0,1,2,10,0,0,0,66,0,29,1,24,5,2,0,0,0,2
Alexis_Sánchez,654,2,1,35,554,18,0,283,8,11,90,2,1,6,0,0,0,69,0,29,2,20,4,3,3,0,3,7
Alex_McCarthy,423,1,1,18,329,15,0,287,8,14,90,2,7,15,0,0,0,59,0,29,3,13,7,5,0,1,0,6
Alfie_Mawson,435,2,1,39,330,10,0,288,9,7,90,0,0,20,0,0,0,69,0,29,1,19,5,1,4,1,0,7
Alfie_Whiteman,808,3,1,35,705,20,0,289,6,14,0,4,5,8,0,0,0,80,0,29,3,28,8,3,2,1,1,7
Andreas_Christensen,392,0,0,33,303,9,1,286,9,3,90,1,0,11,0,0,0,59,0,29,1,10,6,3,0,0,1,0
Anthony_Knockaert,290,2,0,56,209,8,0,281,13,11,76,6,2,1,0,0,0,71,0,29,6,10,5,5,2,1,3,6
Bojan_Krkic Perez,240,0,0,67,161,8,0,287,13,11,0,2,1,14,0,0,0,53,0,29,6,18,7,9,0,0,1,3
