name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,300,0,0,61,217,23,443,0,159,10,279943,5,90,3,5,0,0,0,70,0,16,2,25,9,1,0,1,14646,6
Aaron_Lennon,201,0,0,77,102,1,153,1,154,11,263029,2,45,0,10,0,0,0,59,0,16,2,12,8,1,1,1,295619,3
Aaron_Mooy,543,2,1,28,409,7,172,0,153,6,255022,15,90,1,3,0,0,0,71,0,16,2,13,18,8,0,2,54701,0
Aaron_Ramsdale,441,1,0,49,350,11,549,0,152,14,217397,9,0,3,6,2,0,1,43,0,16,6,18,5,3,2,2,115695,2
Aaron_Ramsey,758,0,1,21,665,9,18,0,160,10,268569,8,90,1,14,0,0,0,67,0,16,2,14,5,4,1,1,512743,2
Abdoulaye_Doucouré,397,1,1,48,277,4,414,0,151,12,286540,8,90,3,4,0,0,0,60,1,16,4,8,1,8,0,1,317989,0
Adam_Lallana,732,3,3,16,643,17,228,0,154,8,255849,19,0,1,7,1,0,0,63,0,16,1,19,7,12,1,1,729337,1
Adam_Legzdins,374,0,0,55,250,3,545,0,151,10,220064,6,0,6,18,0,0,0,60,0,16,2,11,4,2,0,1,176327,1
Ahmed El-Sayed_Hegazi,392,0,0,43,300,7,468,0,157,18,243986,6,90,2,16,0,0,0,48,0,16,2,18,6,3,0,1,67969,5
Ahmed_Musa,564,0,0,22,448,22,207,1,156,9,230317,11,0,2,13,0,0,0,67,0,16,2,19,7,7,3,2,294210,1
Aleksandar_Kolarov,606,1,2,25,499,19,243,1,155,10,223422,9,0,0,12,0,0,0,62,0,16,4,22,9,3,2,1,299066,2
Aleksandar_Mitrovic,341,1,0,36,233,9,303,0,156,10,259406,8,2,1,9,0,0,0,57,0,16,3,19,11,4,3,2,70614,2
Alex_McCarthy,378,3,2,57,300,13,305,0,160,12,224105,6,0,4,1,0,0,0,66,0,16,5,12,6,2,1,1,80775,2
Alfie_Mawson,455,1,1,40,357,13,357,0,157,8,251687,12,90,1,19,0,0,0,51,0,16,1,15,14,8,0,1,122600,2
Alfie_Whiteman,657,7,4,26,580,6,566,0,158,12,243819,17,0,7,15,0,0,0,57,0,16,2,16,6,6,1,5,202353,1
Ander_Herrera,325,1,2,40,225,15,278,0,155,16,239790,4,81,4,11,0,0,0,61,0,16,5,18,14,2,2,1,362594,4
Andreas_Christensen,682,0,0,27,588,14,470,0,159,10,230040,13,90,2,20,0,0,0,67,0,16,1,20,11,8,0,1,703045,1
Andros_Townsend,346,2,2,37,258,4,131,0,152,14,263971,15,77,5,2,0,1,0,63,0,16,3,18,6,8,2,2,197312,5
Anthony_Knockaert,393,0,0,43,269,5,62,1,153,10,236771,4,0,5,8,0,0,0,74,0,16,4,23,11,2,0,2,179730,0
Bojan_Krkic Perez,266,2,1,46,171,7,344,1,158,9,251163,3,0,2,17,0,0,0,54,0,16,7,19,9,1,1,5,152944,
