name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,309,1,1,41,214,4,0,40,11,12,90,0,5,8,0,0,0,49,0,4,2,19,6,10,0,2,1,1,null
Aaron_Lennon,462,1,1,40,375,6,1,33,14,9,0,4,5,17,0,0,0,59,0,4,3,11,7,5,3,0,1,3,2
Aaron_Mooy,428,0,0,51,330,9,0,40,14,9,90,1,1,20,0,0,0,53,0,4,2,20,9,1,0,2,0,2,1
Aaron_Ramsey,589,4,3,39,471,8,0,31,14,15,66,4,2,2,0,0,0,66,0,4,2,9,11,4,0,3,1,0,2
Abdoulaye_Doucouré,385,0,0,59,276,11,0,36,11,9,90,1,1,14,0,0,0,63,0,4,1,17,8,5,2,0,0,0,6
Adam_Federici,402,0,0,39,292,7,0,31,10,4,0,0,6,1,0,0,0,61,0,4,6,16,7,5,0,3,0,1,1
Adam_Lallana,370,0,0,40,286,10,1,35,9,4,0,2,2,11,0,0,0,56,1,4,6,14,10,2,0,5,0,2,2
Ahmed El-Sayed_Hegazi,455,2,1,34,371,9,0,32,4,9,56,1,5,3,0,0,0,55,0,4,3,17,3,6,1,3,0,0,3
Ahmed_Musa,344,1,1,37,258,6,0,34,11,3,0,1,2,5,0,0,0,64,0,4,4,21,15,3,2,1,1,1,2
Aleksandar_Kolarov,732,5,1,27,663,4,0,35,10,11,0,5,4,10,0,0,0,60,0,4,3,15,8,3,0,5,1,2,1
Aleksandar_Mitrovic,329,2,1,48,239,5,0,39,15,14,0,0,3,16,0,0,0,60,0,4,3,13,14,3,1,0,0,3,6
Alex_McCarthy,421,0,0,39,304,6,0,36,8,7,0,2,3,18,0,0,0,59,0,4,1,18,5,3,2,0,1,0,7
Alfie_Mawson,527,2,2,37,425,13,0,39,11,7,90,1,6,13,0,0,0,57,0,4,7,20,6,5,1,0,1,2,1
Ander_Herrera,562,4,3,23,492,10,0,37,10,13,71,4,3,15,0,0,0,45,0,4,3,19,5,5,2,2,0,0,3
Andreas_Christensen,519,1,1,33,435,11,0,34,8,16,0,3,3,9,1,0,0,64,0,4,1,17,14,5,2,1,0,0,7
Andros_Townsend,449,4,4,37,342,26,0,38,14,14,90,1,4,4,0,0,0,51,0,4,1,17,7,6,0,1,0,1,4
Anthony_Knockaert,444,0,0,55,356,3,0,32,9,9,90,1,3,19,0,0,0,63,0,4,2,7,7,3,1,3,1,2,3
Ashley_Barnes,253,0,0,74,159,9,0,38,7,3,26,8,1,6,0,0,0,54,0,4,3,11,8,2,0,1,1,1,3
Bamidele_Alli,459,3,2,47,370,8,1,33,14,11,90,3,5,7,0,0,0,60,0,4,1,15,8,6,3,0,0,1,1
Bojan_Krkic Perez,331,3,1,34,253,9,0,37,10,9,0,1,2,12,0,0,0,49,0,4,7,9,10,4,2,2,1,,3
