name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,439,2,2,23,333,9,0,109,9,5,90,5,3,10,0,0,0,71,0,11,4,20,1,5,4,1,1,3,null
Aaron_Lennon,294,3,2,59,199,5,0,102,14,6,5,5,2,18,1,0,0,63,0,11,1,14,15,2,2,3,1,0,0
Aaron_Mooy,423,0,0,51,339,5,0,103,8,4,90,4,1,19,0,0,0,58,1,11,3,12,8,3,0,1,1,1,2
Aaron_Ramsdale,409,2,2,35,306,3,0,104,12,14,0,1,3,13,0,0,0,57,0,11,4,20,9,6,1,0,0,2,2
Aaron_Ramsey,450,0,0,32,370,8,0,110,15,4,90,3,1,11,1,0,0,58,0,11,3,18,9,3,1,3,0,6,4
Abdoulaye_Doucouré,470,3,3,31,352,13,0,102,12,9,90,1,3,7,1,1,0,67,0,11,2,19,10,6,2,3,0,2,2
Adam_Lallana,486,3,2,28,380,10,0,109,13,12,0,1,1,20,0,0,0,64,0,11,0,10,11,6,4,1,0,0,1
Adam_Legzdins,344,0,0,49,239,5,0,105,4,4,0,1,2,14,0,0,0,51,0,11,3,15,7,2,1,0,0,0,4
Ahmed El-Sayed_Hegazi,412,0,0,28,330,8,0,103,15,9,90,4,4,8,0,0,0,57,0,11,2,21,6,2,0,1,0,4,0
Ahmed_Musa,423,1,1,28,336,5,0,106,8,11,0,5,3,15,0,0,0,61,0,11,5,15,9,5,2,2,0,0,3
Aleksandar_Kolarov,621,2,2,40,544,16,0,110,15,6,0,3,1,1,0,0,0,68,0,11,2,17,8,2,1,3,1,1,2
Aleksandar_Mitrovic,373,0,0,42,278,7,0,104,11,14,0,5,3,2,0,0,0,51,0,11,4,11,11,9,1,0,1,2,3
Alex_McCarthy,576,0,0,23,464,8,0,105,4,10,0,2,4,4,0,0,0,63,0,11,0,11,9,6,1,0,1,0,4
Alfie_Mawson,468,1,2,32,376,13,0,107,13,6,90,1,3,3,0,0,0,53,0,11,1,14,6,3,1,0,1,2,3
Alfie_Whiteman,582,2,2,45,493,6,1,108,6,10,0,3,1,6,0,0,0,52,0,11,3,17,7,6,0,1,1,0,2
Ander_Herrera,393,1,1,41,300,4,1,101,20,4,90,0,5,5,0,0,0,58,0,11,7,15,2,3,0,1,0,3,1
Andreas_Christensen,471,2,3,40,370,10,0,101,16,12,90,0,1,12,0,0,0,62,0,11,3,13,6,6,0,1,1,1,3
Andros_Townsend,269,2,3,61,185,8,0,108,7,9,90,4,1,17,0,0,0,58,0,11,1,10,14,5,0,1,0,2,7
Anthony_Knockaert,368,1,0,51,268,3,0,107,12,3,90,2,1,16,0,0,0,61,0,11,2,12,8,2,1,0,0,1,3
Bojan_Krkic Perez,380,3,1,36,285,6,0,106,12,11,0,0,2,9,0,0,0,50,0,11,2,14,9,3,2,2,1,,1
