name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,285,0,0,50,202,12,0,243,11,6,90,2,7,6,0,0,0,51,0,25,2,12,10,4,1,1,1,1,2
Aaron_Lennon,362,1,1,41,240,5,0,247,15,10,30,0,0,13,1,0,1,62,0,25,3,18,9,6,1,1,0,2,2
Aaron_Mooy,307,0,0,55,214,5,1,241,8,2,78,3,1,10,1,0,0,56,0,25,4,13,11,2,3,0,1,0,1
Aaron_Ramsdale,330,2,0,61,240,8,0,244,12,9,0,2,1,5,0,0,0,58,0,25,5,17,2,2,3,0,0,0,2
Aaron_Ramsey,894,2,1,26,823,5,0,242,8,8,90,3,4,16,0,0,0,42,0,25,1,12,0,4,1,3,0,3,3
Aaron_Wan-Bissaka,454,1,0,41,374,8,1,243,15,7,0,0,4,20,1,0,0,54,0,25,2,25,3,5,1,1,0,3,2
Abdoulaye_Doucouré,302,0,0,48,186,5,1,249,12,10,90,0,2,15,0,0,0,58,0,25,4,10,9,6,0,0,0,3,2
Adam_Lallana,911,2,3,32,811,5,0,241,8,11,0,2,3,8,0,0,0,54,0,25,1,12,6,3,3,0,0,0,4
Ademola_Lookman,346,2,1,48,231,7,1,245,9,4,0,3,2,9,1,0,0,58,0,25,0,18,13,4,1,2,1,0,1
Adrien Sebastian_Perruchet Silva,428,2,4,57,312,9,2,245,10,4,0,0,4,7,0,0,0,51,0,25,1,21,7,4,1,2,0,2,0
Ahmed El-Sayed_Hegazi,243,0,0,46,159,6,0,246,10,2,90,0,1,11,0,0,0,60,0,25,7,16,12,1,0,3,0,3,1
Aleksandar_Kolarov,693,3,2,17,616,12,0,246,10,12,0,0,1,19,0,0,0,73,0,25,1,18,11,7,0,3,1,1,7
Aleksandar_Mitrovic,393,2,3,55,279,8,0,247,15,10,0,2,2,4,0,1,0,66,0,25,2,18,6,7,1,1,1,1,3
Alexis_Sánchez,470,0,0,37,372,5,2,250,13,4,90,9,1,17,0,0,0,72,0,25,5,22,10,2,0,2,0,2,3
Alex_McCarthy,586,1,1,33,483,16,0,248,8,12,90,0,5,3,1,0,0,65,0,25,1,19,5,8,1,1,1,3,2
Alfie_Mawson,307,2,2,39,226,6,0,242,4,6,90,0,2,1,0,0,0,51,0,25,3,10,6,5,1,3,1,0,1
Alfie_Whiteman,528,0,0,33,433,13,0,250,10,18,0,1,1,12,0,0,0,71,0,25,3,26,8,9,0,2,1,2,5
Andreas_Christensen,615,0,0,21,516,22,0,244,5,17,27,4,7,2,0,0,0,70,0,25,2,23,7,8,3,0,1,1,5
Anthony_Knockaert,316,0,0,56,216,11,0,248,10,4,0,4,1,14,0,0,0,64,0,25,2,10,3,4,1,1,0,1,1
Bojan_Krkic Perez,262,1,2,65,152,10,0,249,12,5,0,5,3,18,0,0,0,48,0,25,2,14,4,4,0,0,1,4,4
