name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,379,0,0,44,277,12,0,240,8,10,90,5,5,2,0,0,0,63,0,24,2,16,8,6,1,1,3,4
Everton,475,1,0,44,341,8,0,234,15,7,0,0,2,19,0,0,0,63,0,24,4,14,7,2,1,1,2,4
Huddersfield Town,347,0,0,26,191,7,0,238,13,4,90,0,2,15,0,0,0,59,0,24,4,23,10,3,0,0,1,3
AFC Bournemouth,433,1,0,52,332,10,0,240,7,6,0,5,1,20,0,0,0,59,0,24,3,14,4,5,1,0,1,3
Arsenal,736,5,2,36,643,11,1,231,6,13,0,3,1,6,0,0,0,75,0,24,4,12,6,1,4,1,0,10
Crystal Palace,396,1,1,56,325,4,0,231,8,5,0,1,3,1,0,0,0,66,0,24,6,21,8,1,1,0,0,5
Watford,358,1,1,32,260,9,0,235,10,7,90,3,2,9,1,0,0,60,0,24,3,14,9,4,0,0,0,3
Liverpool,756,3,4,18,661,6,0,239,9,14,22,1,4,16,0,0,0,72,0,24,1,15,6,11,0,0,2,4
Burnley,426,0,0,35,314,7,0,233,7,9,0,1,3,12,0,0,0,69,0,24,1,13,15,8,0,1,3,2
Leicester City,424,0,0,39,332,17,0,235,11,6,1,5,1,18,0,0,0,65,0,24,3,26,2,3,2,1,0,5
West Bromwich Albion,351,2,1,39,222,7,0,234,10,12,90,0,3,7,0,0,0,71,0,24,3,20,8,9,1,0,1,5
Manchester City,800,1,0,25,723,21,1,236,5,17,0,4,1,13,0,0,0,60,0,24,3,18,1,10,3,1,0,9
Newcastle United,191,2,1,62,111,9,0,236,10,3,0,2,2,11,1,0,0,43,0,24,6,20,8,1,1,0,1,4
Southampton,343,2,2,36,239,10,0,237,8,8,90,2,3,17,0,0,0,67,0,24,1,16,12,5,1,1,2,5
Swansea City,295,1,0,60,203,6,0,239,5,2,90,1,0,10,0,0,0,66,0,24,4,15,8,1,1,1,0,2
Tottenham,490,1,0,28,402,7,1,237,15,15,0,1,3,14,0,0,0,69,0,24,4,21,6,10,1,0,3,2
Manchester United,459,0,0,61,360,9,0,233,12,11,1,2,2,4,0,0,0,72,0,24,2,22,2,4,1,0,3,2
Chelsea,534,1,0,33,462,17,1,232,5,10,57,0,1,3,0,0,0,58,0,24,3,11,3,1,4,0,0,10
Brighton,362,1,1,33,289,8,0,232,12,7,0,4,4,5,0,0,0,59,0,24,6,12,8,5,0,1,3,3
Stoke City,327,1,1,41,200,6,0,238,18,9,0,10,3,8,0,0,0,68,0,24,3,12,12,4,2,1,1,6
