name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,393,1,1,30,306,14,443,0,300,13,670439,12,90,1,4,0,0,0,51,0,30,1,9,9,6,3,0,59739,2
Aaron_Lennon,361,1,0,52,279,2,153,0,300,7,490052,6,90,3,20,0,0,0,42,0,30,4,11,5,2,3,0,130913,2
Aaron_Mooy,682,1,1,14,605,7,172,0,295,9,525107,26,68,2,16,0,0,0,54,0,30,0,16,6,15,0,0,227089,2
Aaron_Ramsdale,332,1,1,42,226,19,549,0,292,10,505270,9,0,0,17,0,0,0,63,0,30,4,20,10,7,4,1,56133,1
Aaron_Ramsey,502,4,3,44,417,8,18,1,291,12,556551,10,0,5,18,1,0,1,63,0,30,4,13,7,4,0,3,134807,2
Aaron_Wan-Bissaka,358,2,1,53,284,14,579,0,293,9,628611,6,90,2,5,0,0,0,57,0,30,7,17,9,5,1,2,59624,2
Abdoulaye_Doucouré,324,0,2,31,246,10,414,0,291,9,685270,6,90,3,1,0,1,0,57,0,30,4,19,3,5,0,3,87370,1
Adam_Lallana,585,1,1,22,485,12,228,0,296,16,508314,12,28,0,12,0,0,0,56,0,30,0,22,11,5,1,2,250819,1
Ademola_Lookman,422,0,2,32,327,7,157,0,294,10,558656,8,0,2,3,0,1,0,56,0,30,4,14,5,7,0,2,127848,0
Adrien Sebastian_Perruchet Silva,472,3,0,36,364,12,589,0,299,7,458622,13,0,2,19,0,0,0,67,0,30,1,18,7,5,4,1,162370,3
Ahmed El-Sayed_Hegazi,364,0,0,25,269,7,468,0,299,6,548374,3,90,1,9,0,0,0,53,0,30,3,17,6,3,4,1,32945,1
Aleksandar_Kolarov,850,3,2,24,763,9,243,0,298,8,476871,15,0,4,15,0,0,0,60,0,30,1,19,9,8,2,0,575272,0
Aleksandar_Mitrovic,305,3,1,53,188,7,303,0,297,10,562821,8,0,1,14,0,0,0,60,0,30,2,14,8,2,0,3,97970,0
Alexis_Sánchez,281,1,1,70,192,6,14,0,296,10,475087,4,90,3,10,0,0,0,62,0,30,2,16,10,1,1,2,119137,2
Alex_McCarthy,509,1,1,16,375,11,305,1,297,10,460436,5,90,1,13,0,0,0,62,0,30,2,15,7,3,0,3,27663,2
Alfie_Mawson,173,0,1,85,91,4,357,0,295,9,546994,0,90,3,8,0,0,0,46,1,30,4,10,9,0,0,0,248857,3
Alfie_Whiteman,556,3,1,37,465,18,566,0,292,7,479608,9,0,3,2,0,0,0,62,0,30,2,21,13,1,4,1,368542,1
Andreas_Christensen,591,6,6,31,516,19,470,1,293,8,560031,21,90,2,6,0,0,0,55,0,30,1,18,9,9,1,2,245591,1
Anthony_Knockaert,302,0,0,44,192,1,62,0,294,14,506537,5,79,1,7,1,0,1,44,1,30,2,10,9,5,0,2,243423,1
Bojan_Krkic Perez,248,0,0,26,167,12,344,0,298,6,581640,3,0,2,11,0,0,0,47,0,30,4,16,6,1,2,0,71171,
