name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,364,1,0,44,260,7,0,58,10,8,90,6,3,17,0,0,0,63,0,6,2,21,14,5,2,1,4,4
Everton,423,2,2,46,331,3,0,52,12,11,0,3,5,2,0,0,0,73,0,6,3,14,8,5,2,1,3,3
Huddersfield Town,417,0,0,52,315,6,0,51,13,6,90,4,1,4,0,0,0,71,0,6,3,13,18,5,0,0,2,2
AFC Bournemouth,403,0,0,30,310,10,0,52,11,7,0,1,2,7,0,0,0,58,0,6,1,20,11,2,1,0,1,4
Arsenal,616,1,1,38,538,12,1,60,8,9,90,0,2,19,0,0,0,62,0,6,2,17,6,6,2,1,1,6
Watford,433,1,0,58,345,12,0,57,16,4,90,3,2,16,0,0,0,60,0,6,2,19,2,2,2,0,3,4
Liverpool,487,1,1,40,349,12,1,53,14,18,0,1,4,9,1,0,1,66,0,6,5,14,10,9,3,0,3,6
Burnley,450,1,1,35,330,6,0,51,9,3,0,5,2,8,0,0,0,67,0,6,2,22,7,1,0,1,3,3
West Bromwich Albion,273,0,2,46,189,9,0,60,17,4,90,0,2,1,1,0,0,58,0,6,4,14,11,3,0,0,4,2
Leicester City,364,1,2,40,239,9,0,53,13,8,0,4,4,10,0,1,0,66,0,6,3,16,12,2,2,1,3,7
Manchester City,725,8,6,19,657,14,0,54,6,18,0,0,4,6,0,0,0,69,0,6,0,17,3,8,5,1,3,9
Newcastle United,459,1,2,42,365,10,0,59,8,8,0,0,1,3,0,0,0,46,0,6,2,16,7,7,0,0,1,5
Southampton,544,0,0,24,453,8,1,55,12,10,0,3,3,12,0,0,0,72,0,6,3,15,10,6,0,1,1,3
Swansea City,422,1,2,35,324,8,1,57,9,6,90,0,6,18,0,0,0,55,0,6,2,16,18,3,1,1,1,3
Manchester United,365,0,0,58,285,6,0,55,9,6,28,2,1,14,0,0,0,62,0,6,3,18,4,3,1,0,4,4
Chelsea,544,2,0,48,467,14,0,56,14,6,90,1,0,15,0,0,0,72,0,6,2,17,21,3,4,0,2,4
Crystal Palace,280,1,2,53,204,15,1,54,7,4,90,1,2,11,0,0,0,60,0,6,4,6,9,2,0,0,1,0
Brighton,438,0,0,56,337,6,1,59,6,5,80,1,2,13,0,0,0,52,0,6,5,13,4,2,1,1,2,3
Tottenham,393,1,0,46,292,7,0,58,20,9,90,5,3,20,0,0,0,61,1,6,2,21,12,7,3,0,2,5
Stoke City,405,1,1,22,317,3,0,56,5,7,0,0,3,5,0,0,0,63,0,6,0,25,8,7,0,1,2,2
