name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,339,0,0,46,232,9,0,277,7,4,90,2,0,10,0,0,0,68,0,28,8,27,8,2,1,4,0,2,3
Aaron_Lennon,370,1,1,43,260,6,0,274,8,7,90,1,4,14,0,0,0,69,0,28,4,24,4,3,1,1,1,1,2
Aaron_Mooy,358,1,0,47,232,9,0,280,9,12,0,5,1,19,0,0,0,77,0,28,2,15,11,4,2,1,0,1,5
Aaron_Ramsdale,556,1,0,31,452,7,0,272,12,11,0,0,6,13,0,0,0,58,0,28,2,17,12,8,2,2,1,1,3
Aaron_Ramsey,538,0,1,27,423,9,0,271,11,6,90,0,1,11,0,1,0,74,0,28,2,12,12,2,3,0,1,1,5
Aaron_Wan-Bissaka,204,0,0,72,119,4,2,275,12,4,90,0,0,17,0,0,0,66,0,28,4,15,14,1,1,0,1,0,3
Abdoulaye_Doucouré,430,0,0,41,317,16,0,279,10,9,90,0,3,7,0,0,0,82,0,28,3,25,10,4,0,1,1,3,4
Adam_Lallana,711,6,4,29,609,11,0,277,7,19,8,1,3,20,0,0,0,73,0,28,3,18,16,7,1,4,1,0,8
Ademola_Lookman,350,1,1,46,231,7,0,279,9,6,0,1,4,18,0,0,0,72,0,28,4,19,15,4,0,1,0,1,3
Adrien Sebastian_Perruchet Silva,488,0,1,21,357,11,1,276,10,11,0,0,1,15,0,0,0,80,0,28,1,17,9,8,1,1,1,1,9
Ahmed El-Sayed_Hegazi,403,2,1,46,270,10,0,280,11,7,90,7,1,8,0,0,0,73,0,28,5,27,5,5,2,1,1,1,2
Aleksandar_Kolarov,651,3,1,52,553,22,0,271,11,6,0,1,0,1,1,0,1,70,0,28,5,25,5,1,3,0,0,1,2
Aleksandar_Mitrovic,337,4,3,67,234,7,0,272,10,7,0,4,1,2,0,0,0,68,0,28,3,15,11,6,2,2,0,4,2
Alexis_Sánchez,433,2,0,39,353,12,0,278,13,9,80,1,5,5,0,0,0,69,0,28,6,18,12,1,1,2,1,2,3
Alex_McCarthy,379,0,0,48,254,9,0,274,14,10,90,0,3,4,0,0,0,72,0,28,2,8,15,3,1,1,0,0,4
Alfie_Mawson,435,0,0,24,333,8,0,273,6,9,90,0,2,3,1,0,0,54,0,28,1,24,9,6,1,4,0,0,2
Alfie_Whiteman,661,2,3,24,567,8,1,275,5,7,0,1,1,6,0,0,0,66,0,28,3,28,10,6,1,0,0,1,4
Andreas_Christensen,552,2,1,25,476,16,0,278,12,11,90,6,2,12,0,0,0,75,0,28,3,20,10,4,1,2,0,2,6
Anthony_Knockaert,408,3,0,35,308,8,0,273,17,12,78,3,1,16,0,0,0,75,0,28,2,18,10,9,1,4,1,1,1
Bojan_Krkic Perez,263,0,0,65,139,8,1,276,16,3,0,2,0,9,0,0,0,69,0,28,9,19,4,2,1,1,0,3,1
