name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,478,1,1,31,398,17,1,380,10,11,87,4,1,7,0,0,0,59,0,38,6,10,4,5,3,1,0,4
Burnley,411,2,1,31,304,3,0,371,14,10,90,3,4,2,0,0,0,54,0,38,3,10,12,4,1,1,0,4
Huddersfield Town,390,1,1,50,303,2,0,373,11,12,90,0,6,1,0,0,0,66,0,38,3,11,9,10,0,1,1,3
AFC Bournemouth,387,2,1,43,300,2,0,371,9,13,0,1,2,4,0,0,0,47,0,38,3,19,6,5,2,0,0,5
Arsenal,522,3,3,47,415,12,1,373,7,5,90,2,0,8,0,0,0,67,0,38,3,17,8,3,1,0,0,4
Crystal Palace,556,4,2,35,482,19,0,372,10,9,90,1,2,19,0,0,0,62,0,38,1,33,16,4,2,1,2,5
Watford,429,1,1,42,354,8,0,375,11,5,90,1,4,12,0,0,0,59,0,38,0,24,9,3,0,0,0,3
Liverpool,735,4,5,17,656,9,0,374,3,17,16,1,3,3,0,0,0,62,0,38,1,17,6,5,4,1,0,10
Everton,364,1,2,45,282,11,0,380,13,9,0,1,1,20,0,0,0,48,0,38,1,11,1,3,1,0,1,7
Leicester City,251,2,2,44,183,9,0,379,13,11,90,4,1,17,0,0,0,63,0,38,2,18,8,6,4,0,2,9
West Bromwich Albion,374,0,0,32,298,8,0,372,11,4,90,1,2,6,0,0,0,73,0,38,3,29,7,6,0,0,3,1
Manchester City,584,1,0,27,507,13,1,377,10,7,0,2,1,14,0,0,0,54,0,38,2,27,5,5,1,0,2,2
Newcastle United,406,2,1,27,316,4,0,376,11,10,0,0,1,5,0,0,0,58,0,38,2,18,7,5,3,1,0,7
Manchester United,459,1,0,44,366,12,1,375,6,5,90,5,1,18,0,0,0,69,0,38,3,18,12,4,1,1,4,1
Southampton,259,0,0,49,174,7,0,377,8,5,90,4,1,11,0,0,0,54,0,38,1,13,6,5,0,1,3,2
Swansea City,540,0,0,14,461,16,0,378,12,12,90,1,5,15,1,0,1,57,0,38,3,22,8,5,1,1,1,10
Tottenham,473,2,0,30,388,10,1,379,9,11,0,2,1,9,0,0,0,57,0,38,5,22,11,5,5,1,1,7
Chelsea,564,0,1,57,482,14,3,376,10,4,90,2,5,13,0,0,0,63,0,38,4,20,1,3,0,0,1,2
Brighton,278,0,0,48,197,5,2,374,6,2,90,1,1,10,0,0,0,65,0,38,6,10,7,0,0,0,0,1
Stoke City,407,2,1,74,329,4,0,378,9,5,0,5,3,16,0,1,0,67,0,38,9,15,4,2,2,0,2,5
