name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,432,2,3,51,336,9,0,119,10,7,90,3,5,18,0,0,0,66,0,12,5,13,5,4,0,2,0,4,null
Aaron_Lennon,250,2,1,68,164,9,0,115,26,6,75,1,3,6,0,0,0,55,0,12,5,13,19,2,2,2,0,3,5
Aaron_Mooy,532,0,0,22,437,12,1,112,10,15,90,0,10,2,0,0,0,52,0,12,1,12,9,10,0,4,0,2,3
Aaron_Ramsdale,248,2,0,58,151,4,0,112,13,8,0,1,3,8,0,0,0,46,1,12,3,15,12,5,0,4,1,3,3
Aaron_Ramsey,397,3,2,57,280,7,2,111,11,11,90,8,2,17,0,0,0,82,0,12,4,12,8,4,0,2,1,4,1
Abdoulaye_Doucouré,613,0,0,32,515,7,0,119,13,14,90,0,4,20,0,0,0,71,0,12,5,7,8,8,0,2,1,1,3
Adam_Lallana,562,2,1,29,470,15,0,117,15,14,0,2,2,14,0,0,0,64,0,12,0,27,8,6,0,3,1,1,5
Adam_Legzdins,297,2,1,26,206,6,0,114,12,12,0,3,3,16,0,0,0,56,0,12,1,9,10,3,0,2,1,1,5
Ahmed El-Sayed_Hegazi,374,1,1,32,305,10,0,120,13,6,90,3,2,5,0,0,0,56,0,12,3,15,10,5,4,0,1,2,6
Ahmed_Musa,266,0,0,37,175,10,0,116,8,1,0,3,1,11,0,0,0,45,0,12,2,14,5,1,2,0,1,1,2
Aleksandar_Kolarov,784,3,2,29,703,12,0,116,10,10,0,1,0,9,0,0,0,57,0,12,1,11,9,6,2,0,0,1,1
Aleksandar_Mitrovic,345,2,1,51,260,11,0,118,9,10,19,1,2,12,0,0,0,51,0,12,3,15,10,6,1,4,0,1,2
Alex_McCarthy,357,1,1,55,257,4,1,117,9,4,0,2,2,10,0,0,0,61,0,12,5,11,17,3,0,3,0,1,4
Alfie_Mawson,472,0,0,39,381,13,0,114,12,10,90,1,4,4,0,0,0,62,0,12,6,25,8,8,0,2,0,1,0
Alfie_Whiteman,549,0,0,46,433,14,1,111,16,12,0,1,2,1,0,0,0,66,0,12,3,17,6,8,0,2,0,1,1
Ander_Herrera,617,4,1,27,541,12,0,118,10,13,7,1,6,13,0,0,0,55,0,12,4,17,11,6,1,4,1,1,4
Andreas_Christensen,605,1,0,30,525,15,1,120,12,8,90,1,3,19,0,0,0,65,0,12,2,17,7,2,4,0,0,3,3
Andros_Townsend,539,3,2,32,440,13,0,115,9,9,90,1,5,7,1,0,0,59,0,12,3,34,8,5,2,2,1,2,3
Anthony_Knockaert,462,1,1,36,367,11,2,113,13,6,83,3,3,15,0,0,0,69,0,12,4,10,4,6,2,2,1,1,5
Bojan_Krkic Perez,396,0,0,41,317,18,0,113,5,11,0,1,3,3,0,0,0,51,0,12,1,14,6,2,2,2,0,,1
