name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,317,1,0,59,233,14,1,95,15,5,45,1,1,6,1,0,0,58,0,10,7,21,9,3,2,2,0,2,null
Aaron_Lennon,466,0,0,37,372,7,1,96,10,12,45,1,5,9,0,0,0,67,0,10,1,13,11,7,0,2,0,2,0
Aaron_Mooy,269,0,0,55,166,7,0,97,8,1,90,1,0,10,1,0,1,60,0,10,5,14,9,1,0,3,0,1,2
Aaron_Ramsdale,460,0,0,41,377,6,1,92,5,7,0,0,3,5,0,0,0,55,0,10,4,16,5,3,1,0,1,2,0
Aaron_Ramsey,804,4,3,22,700,3,1,91,9,17,90,2,2,16,0,0,0,67,0,10,1,14,11,8,1,2,1,0,1
Abdoulaye_Doucouré,559,2,2,21,457,12,0,99,10,10,90,4,6,15,0,0,0,63,0,10,1,17,5,5,1,0,1,4,3
Adam_Lallana,770,0,1,17,666,8,0,97,10,11,0,0,2,8,0,1,0,62,0,10,0,13,14,6,0,3,1,0,0
Adam_Legzdins,451,1,0,45,339,8,0,94,9,9,0,4,4,13,0,0,0,64,0,10,5,10,8,3,0,1,1,3,5
Ahmed El-Sayed_Hegazi,252,1,0,37,151,12,0,100,10,4,90,5,2,11,0,0,0,61,0,10,2,17,12,1,3,2,1,2,4
Ahmed_Musa,325,1,0,54,217,8,0,96,6,8,0,4,2,7,0,0,0,68,0,10,2,19,6,5,0,2,1,0,2
Aleksandar_Kolarov,929,4,4,32,844,15,1,100,7,11,0,1,1,19,0,0,0,68,0,10,2,20,6,8,3,2,0,3,1
Aleksandar_Mitrovic,520,0,0,42,407,7,0,94,10,8,0,1,2,4,0,0,0,66,0,10,4,14,5,3,0,1,0,0,2
Alex_McCarthy,448,0,0,26,359,7,0,93,10,3,0,1,2,3,0,0,0,66,0,10,1,18,7,2,1,1,0,1,5
Alfie_Mawson,296,1,1,67,214,4,0,91,9,2,90,1,0,1,0,0,0,44,0,10,3,16,4,2,1,2,0,0,0
Ander_Herrera,406,1,0,47,282,7,1,98,12,6,90,2,3,17,0,0,0,72,0,10,4,12,4,5,0,1,1,1,1
Andreas_Christensen,652,2,2,29,567,5,0,92,5,15,0,5,4,2,0,0,0,73,0,10,1,7,10,7,1,0,0,0,2
Andros_Townsend,411,1,3,32,320,18,0,95,18,10,90,3,4,20,0,0,0,67,0,10,0,23,11,7,2,2,1,1,4
Anthony_Knockaert,489,3,3,30,393,8,0,93,9,7,90,0,5,14,0,0,0,67,0,10,0,15,7,4,1,1,1,3,7
Bamidele_Alli,509,1,1,53,393,9,0,98,14,12,90,1,0,12,0,0,0,66,0,10,2,10,6,5,0,1,0,0,1
Bojan_Krkic Perez,251,2,2,69,151,2,0,99,9,5,0,2,2,18,0,0,0,64,0,10,0,10,9,3,1,0,0,,4
