name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,407,0,0,44,310,6,0,324,11,5,63,2,0,5,0,0,0,80,0,33,5,13,6,0,1,1,0,1,1
Aaron_Lennon,290,0,0,67,177,2,0,329,12,3,80,2,4,18,0,0,0,49,0,33,4,8,7,2,2,1,0,2,2
Aaron_Mooy,517,0,0,28,402,8,0,323,7,9,90,3,6,3,0,0,0,48,0,33,4,17,9,4,1,1,0,0,4
Aaron_Ramsdale,464,2,1,28,373,7,0,322,8,15,0,3,11,6,0,0,0,64,0,33,4,15,4,11,2,2,1,2,3
Aaron_Ramsey,702,2,1,45,598,4,1,321,11,11,0,1,2,14,0,0,0,62,1,33,5,11,6,4,2,3,1,2,4
Aaron_Wan-Bissaka,440,1,1,64,351,8,0,322,9,10,90,1,2,2,0,0,0,64,0,33,3,7,8,3,2,2,0,2,4
Abdoulaye_Doucouré,436,2,2,33,320,10,3,329,18,12,84,3,5,4,0,0,0,66,0,33,2,14,2,4,2,1,1,2,4
Adam_Lallana,584,0,1,29,469,7,0,325,7,6,0,1,2,7,0,0,0,51,0,33,1,16,5,4,0,0,0,0,4
Ademola_Lookman,357,2,2,48,242,4,1,325,12,5,0,4,4,10,0,0,0,53,0,33,4,11,7,3,0,0,1,0,1
Adrien Sebastian_Perruchet Silva,521,1,0,26,414,10,2,326,7,8,90,3,4,13,0,0,0,66,0,33,2,12,7,5,2,1,1,1,0
Ahmed El-Sayed_Hegazi,478,1,0,32,394,11,0,330,15,9,90,6,5,16,0,0,0,57,0,33,0,13,4,4,1,1,1,3,2
Aleksandar_Kolarov,594,5,4,22,514,10,0,327,17,17,0,0,3,12,0,0,0,54,0,33,1,11,2,9,3,2,1,6,4
Aleksandar_Mitrovic,273,0,0,43,166,3,0,326,14,5,0,3,1,9,0,0,0,61,0,33,0,11,3,3,2,1,0,3,2
Alexis_Sánchez,317,3,0,43,244,14,0,327,9,5,81,2,2,11,0,0,0,54,0,33,4,9,5,1,3,2,0,3,1
Alex_McCarthy,369,4,2,49,267,5,0,321,7,11,90,2,2,1,0,0,0,66,1,33,4,11,5,4,2,3,0,1,5
Alfie_Mawson,454,1,1,40,357,11,1,330,5,6,90,1,2,19,0,0,0,45,0,33,2,13,10,5,1,1,0,2,0
Alfie_Whiteman,545,2,1,38,453,18,1,328,8,8,0,3,3,15,0,0,0,63,0,33,3,23,12,5,2,1,0,3,2
Andreas_Christensen,593,2,1,32,504,12,0,324,7,21,0,2,6,20,0,0,0,76,0,33,1,16,9,11,1,1,1,0,5
Anthony_Knockaert,357,4,4,46,234,8,0,323,13,13,0,3,4,8,0,0,0,63,1,33,4,17,7,6,1,1,1,1,4
Bojan_Krkic Perez,263,1,1,53,160,8,1,328,19,6,0,2,4,17,0,0,0,53,0,33,2,14,11,5,2,1,1,4,3
