name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,398,1,1,46,315,3,1,9,7,7,9,4,0,12,0,0,0,61,0,1,2,14,13,6,0,4,0,2,1
Aaron_Lennon,494,1,0,63,391,0,0,5,13,7,0,2,5,15,0,0,0,46,0,1,1,16,10,3,0,1,1,1,3
Aaron_Mooy,303,0,0,38,193,5,0,4,19,5,90,2,1,6,0,0,0,49,0,1,4,23,11,2,3,0,0,3,4
Aaron_Ramsey,632,4,3,44,538,16,0,1,9,25,23,5,3,9,0,0,0,61,0,1,0,17,13,8,3,4,1,0,6
Abdoulaye_Doucouré,396,1,0,40,275,11,1,7,14,5,90,3,1,10,1,0,0,58,0,1,2,18,7,4,3,3,1,0,1
Adam_Federici,608,0,0,25,523,5,0,8,3,8,0,0,5,19,0,0,0,51,0,1,5,19,11,2,0,1,0,1,2
Adam_Lallana,476,1,0,33,352,6,0,7,8,12,0,1,1,18,0,0,0,55,0,1,1,18,10,8,3,3,0,3,2
Ahmed El-Sayed_Hegazi,241,1,0,44,156,1,0,8,15,15,90,2,2,2,0,0,0,58,0,1,2,16,12,9,0,1,1,3,5
Ahmed_Musa,263,1,0,41,165,4,0,1,12,4,0,3,3,1,0,0,0,53,0,1,6,24,4,3,3,4,0,1,0
Aleksandar_Kolarov,767,2,3,19,690,6,1,2,9,9,0,1,3,3,0,0,0,48,0,1,2,11,6,5,2,0,0,2,3
Aleksandar_Mitrovic,246,1,1,41,157,5,0,10,6,4,0,2,1,17,0,0,0,51,1,1,4,15,11,3,2,0,1,1,3
Alex_McCarthy,520,2,2,25,432,6,0,6,10,23,0,0,9,16,0,0,0,61,0,1,0,10,10,16,0,0,1,2,2
Alfie_Mawson,366,0,0,57,284,3,0,6,13,3,90,1,2,14,0,0,0,36,0,1,2,12,4,2,0,0,0,1,0
Ander_Herrera,491,3,0,31,416,23,0,9,19,17,0,1,3,20,0,0,0,61,0,1,1,21,4,8,0,4,1,2,2
Andreas_Christensen,523,2,0,31,446,5,0,3,16,14,73,2,3,4,0,0,0,50,2,1,2,11,8,6,3,2,1,3,4
Andros_Townsend,391,1,2,37,303,19,0,4,7,8,45,0,1,8,0,0,0,62,0,1,4,28,19,7,3,0,1,1,4
Anthony_Knockaert,213,0,0,56,132,6,1,2,6,2,13,6,2,11,0,0,0,51,0,1,3,10,9,2,2,0,1,0,2
Ashley_Barnes,314,0,0,54,234,2,0,3,11,8,0,1,6,5,0,0,0,39,0,1,4,10,6,4,3,2,0,3,2
Bamidele_Alli,699,2,2,28,628,9,0,10,10,14,81,1,2,13,0,0,0,53,0,1,3,17,11,5,2,0,0,2,4
Bojan_Krkic Perez,289,0,0,50,209,10,1,5,10,6,71,6,1,7,0,0,0,43,0,1,3,15,9,6,0,1,0,1,1
