name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,361,1,1,55,269,8,0,320,12,10,0,2,6,16,0,0,0,64,0,32,1,10,13,5,0,1,1,5,5
Aaron_Lennon,594,5,1,34,479,13,0,313,8,10,0,0,3,8,0,0,0,43,0,32,2,20,10,1,2,4,1,2,3
Aaron_Ramsey,627,0,0,33,525,22,1,312,10,9,32,2,0,5,1,0,0,66,0,32,3,21,6,6,0,3,0,1,3
Aaron_Wan-Bissaka,230,1,0,58,153,14,1,312,11,15,0,5,5,1,0,0,0,72,0,32,3,18,11,7,0,3,1,0,3
Abdoulaye_Doucouré,345,0,0,38,277,15,0,318,12,6,58,1,3,17,0,0,0,54,0,32,2,23,10,4,0,4,0,1,2
Abdul Rahman_Baba,524,2,1,45,455,10,0,311,11,12,0,1,0,2,0,0,0,69,0,32,0,24,10,7,3,1,0,3,3
Abel_Hernández,339,0,0,54,257,5,0,314,8,5,33,2,0,10,0,0,0,56,0,32,6,22,21,3,1,3,0,2,0
Adama_Traoré,453,0,0,31,371,8,0,315,9,7,22,2,6,3,0,0,0,64,0,32,2,16,6,4,0,0,1,0,3
Adam_Federici,539,0,0,33,463,6,0,311,7,10,0,0,3,4,0,0,0,57,0,32,3,18,17,5,3,1,1,2,0
Adam_Lallana,489,0,0,31,381,5,2,316,11,10,0,2,2,14,0,0,0,65,0,32,3,21,9,6,2,1,0,2,2
Adam_Matthews,233,1,1,53,158,10,0,317,14,6,0,2,2,11,0,0,0,57,1,32,6,13,12,3,3,0,1,1,4
Ahmed_Musa,379,1,0,54,279,11,0,313,15,4,30,0,1,6,0,0,0,54,0,32,3,18,8,1,2,4,0,2,2
Aiden_O'Neill,355,1,1,32,269,6,0,315,12,5,0,2,4,12,0,0,0,64,0,32,3,10,10,5,0,0,0,3,2
Aleix_García Serrano,713,0,1,42,642,11,0,314,6,16,0,1,4,7,0,0,0,55,0,32,0,21,15,10,1,3,1,0,6
Alex_McCarthy,547,1,1,60,446,3,0,319,12,8,0,0,3,19,0,0,0,71,0,32,6,10,13,3,1,0,0,2,2
Alex_Palmer,374,3,3,45,275,8,1,319,12,11,0,1,6,13,0,0,0,68,0,32,2,22,6,7,1,0,1,2,6
Alex_Pritchard,498,2,3,36,434,14,0,318,12,17,0,1,3,18,0,0,0,40,0,32,2,14,13,5,0,4,1,0,2
Alfie_Mawson,418,1,1,20,326,15,3,320,12,4,90,0,3,20,0,0,0,54,0,32,5,27,5,2,0,1,0,1,1
Ander_Herrera,580,1,1,47,507,12,0,317,20,15,90,2,0,15,0,0,0,61,0,32,4,16,7,5,3,0,0,5,6
Bojan_Krkic,369,3,3,44,276,12,0,316,7,6,0,7,5,9,0,0,0,60,0,32,2,21,13,4,2,1,1,0,3
