name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,340,2,1,62,245,10,0,74,13,13,74,1,3,5,1,0,0,61,1,8,3,9,18,5,1,0,0,3,null
Aaron_Lennon,258,0,0,69,160,6,0,76,9,2,0,6,0,10,2,0,2,53,0,8,7,18,16,1,1,1,0,2,3
Aaron_Ramsey,516,5,4,47,428,17,0,71,7,12,0,9,2,16,0,0,0,85,1,8,4,25,6,7,2,3,1,0,1
Abdoulaye_Doucouré,266,0,0,44,185,7,1,77,10,3,0,1,2,12,0,0,0,59,0,8,3,21,9,1,1,0,0,1,3
Abdul Rahman_Baba,550,4,2,50,457,16,0,73,6,13,0,0,1,8,0,0,0,76,0,8,0,20,11,6,0,3,1,1,1
Abel_Hernández,452,0,0,34,374,6,0,72,14,9,0,0,5,2,1,0,0,66,0,8,4,11,11,6,1,6,0,3,4
Adama_Traoré,468,0,0,35,387,8,0,77,15,7,22,0,7,18,0,0,0,70,0,8,1,21,16,7,1,0,1,4,3
Adam_Federici,459,0,0,57,404,11,0,72,8,17,0,0,2,7,0,0,0,66,0,8,3,21,7,5,1,6,1,0,3
Adam_Lallana,623,0,0,35,505,10,0,75,14,7,31,2,2,11,0,0,0,64,0,8,1,30,12,3,0,0,1,0,4
Adam_Matthews,359,0,0,38,269,8,0,79,13,8,0,2,1,14,0,0,0,61,0,8,4,16,7,4,0,2,0,1,3
Ahmed_Musa,446,0,0,41,347,5,0,73,12,3,66,1,2,4,0,0,0,75,0,8,4,19,15,3,0,3,0,1,1
Aiden_O'Neill,306,0,0,65,210,1,1,78,10,4,50,1,2,13,1,0,0,44,0,8,11,8,3,4,1,3,0,2,0
Aleix_García Serrano,659,0,1,30,574,14,0,76,7,15,0,0,6,6,0,2,0,64,0,8,1,26,10,5,1,1,1,0,0
Alex_McCarthy,551,3,3,29,469,10,0,78,11,26,0,0,9,3,1,0,0,48,0,8,0,12,6,9,1,3,1,1,7
Alex_Pritchard,599,1,1,58,540,14,0,80,10,16,0,3,3,19,0,0,0,49,0,8,3,18,8,3,1,1,0,2,11
Alfie_Mawson,527,5,4,45,418,5,2,71,10,9,0,2,6,1,0,0,0,82,0,8,3,18,15,5,2,3,0,1,7
Allan-Roméo_Nyom,230,0,1,44,141,9,0,80,14,5,90,1,4,17,0,0,0,44,0,8,7,11,11,3,1,1,1,2,4
Ander_Herrera,334,1,1,77,257,16,0,75,20,5,90,5,1,9,0,0,0,65,0,8,3,21,14,5,0,0,0,4,3
Andros_Townsend,406,2,3,31,305,5,0,74,12,8,90,1,7,20,0,1,0,67,0,8,3,26,9,8,1,0,1,1,1
Bojan_Krkic,480,1,1,29,394,8,0,79,10,14,0,2,3,15,0,0,0,76,0,8,1,10,12,4,0,2,1,,3
