name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,543,0,0,58,471,17,0,90,10,17,0,3,3,15,0,0,0,56,0,9,2,15,6,9,0,1,1,2,2
Aaron_Lennon,564,0,0,35,457,14,0,83,15,14,0,1,6,3,0,0,0,50,0,9,1,12,5,2,1,2,0,3,7
Aaron_Ramsey,707,0,1,33,603,14,0,81,6,5,0,5,3,12,0,0,0,59,0,9,4,21,5,3,0,0,1,1,5
Abdoulaye_Doucouré,382,0,0,51,290,5,0,89,16,7,0,4,4,16,0,0,0,79,0,9,5,15,4,3,0,0,0,1,2
Abdul Rahman_Baba,448,2,0,58,365,12,0,84,7,10,0,2,4,11,0,0,0,58,0,9,5,21,12,3,0,4,1,3,2
Abel_Hernández,447,0,0,47,366,4,0,85,16,8,36,1,6,14,0,0,0,49,0,9,4,14,10,6,2,0,1,2,2
Adama_Traoré,239,0,4,45,132,6,1,81,13,5,90,2,3,1,0,0,0,56,0,9,5,9,7,3,0,0,0,0,4
Adam_Federici,318,0,0,67,230,7,0,82,10,7,0,1,2,17,0,0,0,64,0,9,4,14,12,3,0,0,1,2,1
Adam_Lallana,668,4,3,31,563,7,0,87,9,17,78,3,5,19,0,0,0,60,0,9,0,17,2,7,1,2,1,1,5
Adam_Matthews,290,0,1,55,204,6,0,90,13,7,0,1,4,20,0,0,0,59,0,9,2,13,8,4,0,1,0,5,2
Ahmed_Musa,400,2,3,50,296,10,0,86,10,12,80,1,2,5,0,0,0,64,0,9,5,17,8,8,1,3,1,0,1
Aiden_O'Neill,286,0,1,84,191,1,1,83,16,4,0,1,1,6,0,0,0,49,0,9,7,7,9,4,1,2,1,2,1
Aleix_García Serrano,585,1,0,26,490,16,0,88,11,12,0,1,2,13,0,0,0,66,0,9,1,36,9,7,1,1,1,3,2
Alex_McCarthy,318,0,0,55,222,8,0,88,10,3,0,4,1,10,0,0,0,67,0,9,2,19,19,3,1,1,0,3,1
Alex_Pritchard,542,0,0,45,454,9,0,82,15,14,0,3,0,2,0,0,0,56,0,9,1,23,12,6,0,0,0,4,4
Alfie_Mawson,444,2,2,66,350,7,0,89,15,10,90,1,5,18,0,0,0,77,0,9,2,15,9,3,0,0,1,2,5
Allan-Roméo_Nyom,317,1,0,48,202,7,0,87,13,5,90,3,3,9,0,0,0,57,0,9,5,15,7,3,1,2,0,3,0
Ander_Herrera,555,0,0,49,485,7,0,84,17,14,90,3,7,4,0,0,0,55,0,9,2,19,12,6,0,4,0,2,5
Andros_Townsend,482,1,1,49,385,16,1,86,8,19,71,3,6,8,0,0,0,70,0,9,1,18,13,7,1,3,0,0,5
Bojan_Krkic,480,1,1,44,375,10,0,85,8,11,0,0,0,7,0,0,0,52,0,9,2,16,7,4,2,0,0,3,4
