name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,532,0,0,28,445,10,0,250,7,12,45,3,5,19,0,0,0,61,0,25,1,18,5,4,2,1,3,2
Aaron_Lennon,563,2,2,46,456,9,1,246,9,7,18,2,2,12,0,0,0,78,0,25,3,26,12,3,0,0,0,3
Aaron_Ramsey,485,1,2,34,391,16,0,241,12,10,0,4,0,7,0,0,0,71,0,25,4,15,15,8,2,1,3,3
Aaron_Wan-Bissaka,325,0,0,42,229,5,0,247,14,5,0,2,2,14,0,0,0,60,0,25,2,24,11,4,0,0,3,1
Abdoulaye_Doucouré,426,1,1,40,325,10,0,245,12,7,0,0,4,11,0,0,0,76,0,25,9,30,13,5,0,0,0,3
Abdul Rahman_Baba,730,0,0,42,615,20,0,243,11,9,0,0,2,3,0,0,0,77,0,25,3,13,11,5,1,0,2,1
Abel_Hernández,479,0,0,41,385,11,0,241,9,8,0,0,8,1,1,0,0,61,1,25,3,21,11,5,0,0,1,4
Adama_Traoré,463,0,0,25,339,15,0,246,14,8,90,0,4,6,0,0,0,71,0,25,3,24,20,4,0,1,2,3
Adam_Federici,359,0,0,45,280,17,2,242,8,3,0,2,1,10,0,0,0,50,0,25,4,20,10,0,0,1,2,1
Adam_Lallana,421,1,2,28,299,5,0,244,14,11,90,2,4,17,0,0,0,65,0,25,2,21,7,4,2,1,3,7
Adam_Matthews,443,0,0,43,345,7,1,248,12,3,0,1,2,13,0,0,0,67,0,25,5,24,10,1,0,1,1,1
Ahmed_Musa,504,2,2,37,370,11,0,249,14,7,0,0,0,16,0,0,0,62,0,25,2,21,6,4,0,0,2,1
Aiden_O'Neill,297,1,2,60,182,3,0,243,12,4,0,3,2,4,0,0,0,71,0,25,1,13,2,1,1,1,3,3
Aleix_García Serrano,598,3,3,45,522,15,0,242,11,12,0,2,3,2,0,0,0,62,0,25,1,18,4,8,2,0,3,4
Alex_McCarthy,523,3,2,46,436,6,0,248,14,14,0,2,6,15,0,0,0,83,0,25,1,15,14,4,4,0,0,5
Alex_Palmer,282,1,0,58,183,11,0,250,14,6,0,1,2,20,0,0,0,63,0,25,2,12,10,3,2,0,2,1
Alex_Pritchard,417,1,1,51,293,13,2,244,14,5,0,1,2,9,0,0,0,58,0,25,7,18,9,4,0,0,5,2
Alfie_Mawson,477,1,0,52,352,9,0,249,7,9,90,0,4,8,0,0,0,55,0,25,1,18,15,5,2,1,2,2
Ander_Herrera,582,6,4,45,488,19,0,245,10,21,90,5,3,18,0,0,0,80,0,25,3,20,24,8,2,1,1,9
Bojan_Krkic,449,1,1,46,337,10,0,247,10,6,0,3,2,5,0,0,0,60,0,25,1,19,18,2,1,1,1,2
