name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,293,1,1,86,198,4,0,146,8,3,90,3,1,9,0,0,0,56,0,15,1,11,9,3,2,2,0,0,1
Aaron_Lennon,398,2,0,48,286,8,0,148,16,10,8,3,5,18,0,0,0,67,0,15,3,16,5,4,2,3,0,2,2
Aaron_Ramsey,540,1,0,31,467,11,0,141,9,17,0,3,3,14,1,0,0,49,0,15,4,15,11,7,1,3,1,0,3
Abdoulaye_Doucouré,355,3,1,46,258,14,0,148,11,10,0,3,5,6,0,0,0,67,0,15,2,22,10,4,2,3,1,2,3
Abdul Rahman_Baba,578,0,0,44,488,16,1,143,6,7,0,2,0,19,0,0,0,67,0,15,1,26,13,8,0,1,1,2,1
Abel_Hernández,447,2,1,29,352,6,0,144,16,12,0,2,5,5,1,0,0,48,0,15,3,7,7,7,3,3,1,2,3
Adama_Traoré,415,0,0,52,313,9,0,150,12,3,10,2,1,13,0,0,0,61,0,15,1,10,8,1,0,1,0,3,1
Adam_Federici,548,1,0,57,444,7,0,142,18,12,0,0,1,3,0,0,0,56,0,15,4,11,6,7,2,3,0,2,2
Adam_Lallana,627,0,0,25,526,4,0,146,7,14,90,5,3,20,0,0,0,54,0,15,1,14,6,7,2,2,1,2,1
Adam_Matthews,303,0,0,50,213,7,0,147,8,7,0,2,3,16,1,0,0,60,0,15,2,20,8,4,0,3,0,2,2
Ahmed_Musa,209,4,2,55,122,5,0,145,10,7,0,0,2,10,0,0,0,45,0,15,2,7,8,4,2,4,1,3,2
Aiden_O'Neill,243,2,2,62,141,4,0,142,14,13,0,5,2,2,0,0,0,53,0,15,2,9,6,7,2,3,1,2,4
Aleix_García Serrano,705,0,0,35,635,14,0,145,7,14,0,3,6,8,0,0,0,53,0,15,2,13,4,8,2,4,0,1,2
Alex_McCarthy,503,1,1,45,395,11,1,150,14,11,0,3,7,12,0,0,0,71,0,15,1,21,5,6,0,1,1,4,1
Alex_Palmer,283,0,0,36,183,5,0,143,10,4,0,2,3,4,0,0,0,57,0,15,1,13,7,5,0,1,0,4,1
Alex_Pritchard,429,0,0,45,332,15,0,149,17,10,0,0,2,11,0,0,0,60,0,15,4,23,14,4,0,1,0,3,4
Alfie_Mawson,475,3,1,39,387,4,0,147,10,11,90,1,8,15,0,0,0,66,0,15,2,16,7,7,0,3,1,1,2
Ander_Herrera,286,1,0,71,196,4,0,149,19,8,90,1,5,17,0,0,0,62,0,15,4,21,10,4,0,1,1,3,4
Andros_Townsend,338,1,0,40,245,9,0,144,14,9,45,0,5,7,1,0,0,53,0,15,3,20,3,6,3,3,0,4,3
Bojan_Krkic,288,0,0,53,215,5,1,141,6,9,0,3,3,1,0,0,0,51,0,15,3,13,13,5,1,3,0,0,4
