name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,371,0,0,67,292,12,1,346,3,9,45,4,4,14,0,0,0,71,0,35,4,18,14,4,0,0,0,0,null
Aaron_Lennon,424,0,0,44,331,9,0,342,13,7,0,2,0,4,0,0,0,62,0,35,2,11,10,6,3,0,1,3,4
Aaron_Ramsey,405,0,0,34,312,9,0,348,15,10,90,5,5,17,1,0,0,61,0,35,9,15,10,4,0,2,0,3,3
Aaron_Wan-Bissaka,460,0,0,34,346,18,0,341,11,12,0,2,8,3,0,0,0,55,0,35,1,21,5,6,2,0,1,2,4
Abdoulaye_Doucouré,355,1,1,46,254,11,0,349,11,5,90,6,2,9,0,0,0,66,0,35,7,14,13,4,1,0,1,3,5
Abdul Rahman_Baba,419,3,2,49,333,19,0,342,11,9,0,1,1,6,0,0,0,69,0,35,3,21,8,3,3,0,0,4,2
Abel_Hernández,399,0,0,49,293,11,0,345,13,6,0,1,2,13,1,0,1,63,0,35,2,18,13,3,0,0,0,3,2
Adama_Traoré,257,0,0,64,176,12,0,344,9,8,18,1,0,10,1,0,0,49,0,35,2,7,8,6,2,2,1,4,1
Adam_Federici,505,1,0,47,416,9,0,347,9,14,0,1,4,15,0,0,0,54,0,35,5,23,7,4,1,0,0,2,4
Adam_Lallana,535,1,1,36,428,16,0,349,9,9,74,0,1,18,0,0,0,62,0,35,2,20,3,2,1,0,0,1,5
Adam_Matthews,336,1,1,41,252,7,0,347,13,11,0,4,2,2,0,0,0,63,0,35,5,16,13,9,1,0,1,3,7
Ahmed_Musa,323,1,0,46,224,6,0,350,9,4,0,1,2,19,0,0,0,59,0,35,4,16,12,4,1,0,0,2,5
Aiden_O'Neill,269,2,0,66,169,0,0,341,12,8,0,1,6,5,0,0,0,53,0,35,5,12,12,2,2,0,0,0,0
Aleix_García Serrano,542,3,2,29,472,14,1,344,9,18,48,1,4,12,0,0,0,56,0,35,4,14,4,10,2,2,0,4,1
Alex_McCarthy,433,0,1,39,333,10,0,345,9,4,0,2,1,7,0,1,0,59,0,35,1,18,11,3,0,0,1,0,2
Alex_Palmer,393,0,0,36,294,8,0,350,14,13,0,1,4,8,0,0,0,66,0,35,0,17,7,7,1,0,1,2,2
Alex_Pritchard,415,1,3,41,326,11,0,348,7,13,0,2,3,1,0,0,0,64,0,35,4,23,11,6,0,2,1,1,4
Alfie_Mawson,422,2,2,42,343,11,0,343,13,12,90,2,2,11,1,0,0,58,0,35,5,13,8,5,1,1,0,2,9
Ander_Herrera,519,2,2,36,439,10,0,343,11,10,90,1,4,16,0,0,0,70,0,35,3,10,4,5,1,1,1,2,3
Bojan_Krkic,504,1,1,36,399,10,2,346,12,13,0,2,3,20,0,0,0,66,0,35,4,18,9,7,0,0,1,,5
