name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,411,4,1,50,319,11,454,0,179,12,345965,12,90,1,16,0,0,0,58,0,18,6,17,5,4,4,1,71993,0
Aaron_Lennon,544,1,1,44,401,9,142,0,175,7,306704,7,87,3,8,0,0,0,66,0,18,2,18,8,5,2,0,167899,0
Aaron_Ramsey,817,0,1,34,728,14,16,1,171,11,323256,21,17,1,19,0,0,0,64,0,18,1,14,7,8,0,1,203924,3
Aaron_Wan-Bissaka,292,1,1,61,174,8,612,0,180,17,369105,7,0,1,18,1,1,0,60,0,18,2,13,15,5,1,1,202691,4
Abdoulaye_Doucouré,352,0,0,41,231,8,482,1,180,18,354403,4,0,0,5,1,0,1,62,0,18,3,22,3,4,1,1,67635,2
Abdul Rahman_Baba,472,0,0,40,399,27,80,1,173,13,294421,10,0,1,2,0,0,0,57,0,18,3,11,7,7,0,3,312051,1
Abel_Hernández,320,0,1,47,228,7,163,0,174,11,329420,5,0,2,10,1,0,0,56,0,18,4,14,11,5,3,0,38596,1
Adama_Traoré,404,1,1,43,277,12,563,0,172,18,299154,5,5,4,3,0,0,0,73,0,18,3,10,8,4,0,1,297631,5
Adam_Federici,591,1,1,25,508,9,30,0,173,14,302334,5,0,1,4,1,0,0,50,0,18,2,13,7,1,0,3,77905,1
Adam_Lallana,624,0,0,31,514,9,205,0,176,9,338539,13,68,0,14,0,0,0,61,0,18,1,28,11,6,1,4,376274,0
Adam_Matthews,360,0,0,47,274,6,345,0,177,9,365000,2,0,2,11,0,0,0,54,0,18,6,11,9,2,1,3,120226,2
Ahmed_Musa,398,1,1,31,269,10,187,0,175,14,286457,6,0,3,6,0,0,0,73,0,18,1,15,9,3,2,0,31971,3
Aiden_O'Neill,301,0,0,30,182,6,531,0,172,17,295724,4,0,3,12,0,0,0,70,0,18,2,11,4,2,0,1,82914,6
Aleix_García Serrano,683,1,0,42,590,6,578,0,174,14,308277,13,0,1,7,0,0,0,59,0,18,2,14,3,6,3,0,111003,0
Alex_McCarthy,321,0,0,40,221,5,101,0,178,7,321212,6,0,2,17,1,0,0,69,1,18,1,27,17,3,4,1,83209,1
Alex_Palmer,243,0,1,61,166,8,601,0,171,7,313147,2,0,4,1,0,0,0,59,0,18,10,16,8,1,0,1,125103,1
Alex_Pritchard,619,0,1,29,521,8,401,2,178,16,312301,11,0,0,13,0,1,0,54,0,18,1,28,17,7,4,1,142200,4
Alfie_Mawson,517,0,0,28,427,6,558,0,179,10,280472,11,90,2,20,0,0,0,62,0,18,3,21,12,6,4,1,118520,0
Ander_Herrera,606,2,1,39,536,11,262,0,177,6,307600,20,83,4,15,0,0,0,63,0,18,3,12,8,11,1,3,742498,1
Bojan_Krkic,352,0,0,65,256,10,335,0,176,6,310364,4,0,2,9,0,0,0,54,0,18,2,23,8,2,1,4,87216,
