name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,368,0,0,50,287,9,0,59,9,9,0,0,5,13,0,0,0,52,0,6,6,18,3,7,3,0,1,5,null
Aaron_Lennon,359,1,1,30,271,6,1,52,14,11,0,2,6,2,0,0,0,56,0,6,0,20,15,6,0,1,0,2,0
Aaron_Ramsey,534,1,0,49,440,11,0,51,9,11,0,5,1,4,0,0,0,67,0,6,2,24,14,5,0,3,1,0,2
Abdoulaye_Doucouré,475,1,1,46,348,10,0,60,15,6,0,0,1,3,0,0,0,61,0,6,2,18,13,4,0,2,0,3,2
Abdul Rahman_Baba,535,1,1,36,445,9,0,51,11,7,0,2,6,1,0,0,0,67,0,6,2,19,20,5,0,3,0,2,3
Abel_Hernández,264,0,0,51,190,12,0,53,8,1,90,1,0,9,2,0,0,51,1,6,6,18,11,1,1,5,0,2,2
Adama_Traoré,389,0,0,65,283,8,2,55,14,4,32,0,4,17,0,0,0,55,0,6,3,16,15,2,2,1,1,2,0
Adam_Federici,421,0,0,47,336,9,0,52,10,9,0,1,2,6,0,0,0,68,0,6,2,23,10,7,0,1,1,2,1
Adam_Lallana,763,2,4,14,698,19,0,53,8,24,68,0,3,7,0,0,0,65,0,6,0,20,13,9,1,5,1,1,0
Adam_Matthews,361,0,1,64,258,8,0,57,15,5,0,3,2,5,0,0,0,64,0,6,1,17,5,4,3,2,1,0,6
Ahmed_Musa,335,0,0,35,230,4,0,54,12,5,0,1,1,11,0,0,0,55,0,6,3,13,9,1,1,4,0,2,2
Aiden_O'Neill,359,0,0,46,242,3,0,60,11,9,0,5,2,18,0,0,0,63,0,6,3,15,12,3,0,2,1,1,2
Aleix_García Serrano,563,3,2,42,481,17,0,58,9,15,0,2,2,16,0,0,0,72,0,6,4,14,7,8,3,1,0,4,2
Alex_McCarthy,469,2,1,55,385,5,0,59,14,15,0,0,3,20,0,0,0,52,0,6,0,7,10,5,3,0,0,2,1
Alex_Pritchard,552,1,1,22,454,17,0,55,9,15,0,3,0,12,0,0,0,59,0,6,1,32,12,7,2,1,0,1,6
Alfie_Mawson,388,1,1,46,300,13,0,58,15,11,0,1,12,10,1,0,0,65,0,6,1,13,7,8,3,1,1,2,3
Allan-Roméo_Nyom,319,0,0,37,218,9,0,56,13,7,90,1,1,14,0,0,0,53,0,6,0,22,7,3,1,1,0,4,4
Ander_Herrera,710,3,2,59,617,4,0,54,9,12,90,4,1,8,0,0,0,66,0,6,2,13,5,8,1,4,1,0,2
Andros_Townsend,425,0,0,48,316,6,0,57,12,18,90,2,6,15,0,0,0,36,0,6,2,14,7,12,3,2,0,2,3
Bojan_Krkic,409,1,1,27,304,6,1,56,9,10,0,1,4,19,0,0,0,60,0,6,2,15,8,4,1,1,1,,1
