name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,297,1,0,56,214,15,454,0,118,16,197718,8,90,6,17,1,0,0,67,1,12,3,14,14,3,2,3,31481,2
Aaron_Lennon,490,2,2,26,381,13,142,0,112,13,190250,8,65,1,16,1,0,0,58,0,12,2,12,7,6,1,1,229646,5
Aaron_Ramsey,557,1,0,46,437,9,16,0,113,11,206456,3,90,0,11,0,0,0,75,0,12,4,21,14,3,1,1,179654,3
Abdoulaye_Doucouré,341,1,1,65,220,11,482,0,119,12,223360,10,0,1,8,1,0,0,60,0,12,1,19,8,7,1,2,96692,2
Abdul Rahman_Baba,620,2,2,35,527,14,80,0,114,10,188571,10,0,1,12,0,0,0,47,0,12,1,16,5,6,1,0,1045648,3
Abel_Hernández,505,0,1,57,451,5,163,0,117,8,212620,12,0,1,15,0,0,0,52,0,12,1,14,9,6,0,3,89503,0
Adama_Traoré,450,0,0,44,364,15,563,0,114,13,193304,7,90,0,4,0,0,0,63,0,12,2,9,12,7,1,0,207616,2
Adam_Federici,354,2,1,53,266,8,30,0,116,10,192834,8,90,3,14,1,0,0,60,0,12,5,25,10,6,1,0,80554,3
Adam_Lallana,663,2,2,27,539,14,205,1,115,11,211148,13,0,2,13,0,0,0,69,0,12,0,23,20,8,0,0,511816,1
Adam_Matthews,375,0,0,55,296,6,345,2,117,9,216391,9,0,1,7,0,0,0,58,1,12,5,13,7,3,0,3,218298,1
Ahmed_Musa,407,0,0,38,268,9,187,0,119,18,177317,7,13,0,18,0,0,0,65,0,12,1,17,10,3,1,2,64151,3
Aiden_O'Neill,483,1,1,47,388,2,531,2,120,12,189874,4,0,3,19,0,0,0,53,0,12,2,11,5,2,0,4,250040,0
Aleix_García Serrano,449,2,1,53,338,13,578,0,111,15,191832,8,0,1,5,0,0,0,67,0,12,1,26,15,5,2,1,277217,2
Alex_McCarthy,371,0,0,43,245,13,101,0,115,8,201120,2,0,2,9,0,0,0,68,0,12,2,24,17,2,0,0,111018,1
Alex_Palmer,401,1,0,35,312,8,601,0,120,12,196695,11,0,2,3,0,0,0,58,0,12,2,10,5,8,0,4,136763,0
Alex_Pritchard,595,0,0,29,506,11,401,0,118,13,202801,6,0,2,20,1,0,0,60,0,12,1,22,10,4,2,3,180514,3
Alfie_Mawson,314,1,1,73,211,3,558,0,112,12,181922,3,0,4,6,0,0,0,64,0,12,5,16,10,2,1,1,76301,2
Ander_Herrera,444,0,0,56,354,11,262,0,113,14,198100,9,90,3,1,0,0,0,67,0,12,0,21,13,5,1,1,89722,3
Andros_Townsend,274,1,1,42,160,11,120,1,111,12,216862,4,45,1,10,0,0,0,51,0,12,1,15,11,4,2,1,48697,1
Bojan_Krkic,364,1,2,32,261,16,335,0,116,17,200864,11,72,2,2,0,1,0,60,0,12,1,20,18,5,1,0,213908,
