name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,417,1,1,67,343,9,1,170,13,12,90,1,1,7,0,0,0,50,0,17,4,22,6,3,1,1,2,5
Aaron_Lennon,286,1,1,55,182,8,0,163,13,4,90,1,2,9,0,0,0,70,0,17,2,20,12,3,0,1,3,1
Aaron_Ramsey,389,1,0,43,288,11,0,164,13,4,0,1,2,10,0,0,0,47,0,17,3,18,7,5,1,0,2,1
Aaron_Wan-Bissaka,478,0,0,30,371,5,0,162,12,3,0,1,2,4,0,0,0,60,0,17,5,22,5,4,0,1,2,2
Abdoulaye_Doucouré,366,0,0,36,265,9,0,167,9,7,0,2,4,15,0,0,0,48,0,17,3,18,10,4,0,0,2,4
Abdul Rahman_Baba,419,0,0,51,322,15,0,162,15,9,0,2,1,5,0,0,0,65,0,17,2,11,9,3,1,0,3,6
Abel_Hernández,317,1,2,50,214,4,0,170,9,12,0,9,1,20,1,0,0,59,0,17,4,7,14,8,0,0,4,4
Adama_Traoré,411,1,0,73,304,7,0,165,10,8,4,0,5,16,0,0,0,63,0,17,2,17,9,5,3,1,1,4
Adam_Federici,449,0,0,58,366,13,1,161,6,8,0,0,7,13,0,0,0,74,0,17,4,26,10,2,1,1,0,5
Adam_Lallana,604,1,2,48,496,6,0,163,9,9,81,1,3,6,0,0,0,65,0,17,1,17,10,5,1,0,1,3
Adam_Matthews,272,0,0,62,186,8,0,167,10,10,0,2,6,18,0,0,0,68,0,17,4,14,16,3,1,1,1,4
Ahmed_Musa,310,2,0,48,227,6,0,166,12,12,11,0,6,14,1,0,0,58,1,17,5,9,6,3,2,0,6,8
Aiden_O'Neill,328,1,1,58,206,4,1,168,11,1,0,2,4,17,0,0,0,68,0,17,7,16,15,1,1,0,2,2
Aleix_García Serrano,594,3,2,33,501,11,0,164,9,12,0,4,3,1,0,0,0,60,0,17,0,16,9,7,2,1,4,5
Alex_McCarthy,519,1,0,35,426,10,0,161,12,10,0,2,4,2,0,0,0,77,0,17,4,20,11,4,3,0,3,7
Alex_Palmer,412,1,1,29,308,10,0,169,9,7,0,3,2,11,0,0,0,60,0,17,3,14,9,6,0,1,3,1
Alex_Pritchard,481,0,0,72,402,16,1,168,10,25,0,0,2,3,0,0,0,70,0,17,1,23,6,12,2,1,1,9
Alfie_Mawson,520,0,0,23,418,11,0,165,11,11,90,3,6,12,1,0,0,54,0,17,1,17,8,6,0,0,0,2
Ander_Herrera,574,1,1,72,473,4,0,169,13,8,90,2,3,19,0,0,0,54,0,17,1,14,2,4,2,0,3,5
Bojan_Krkic,575,1,1,32,490,9,0,166,9,11,82,3,5,8,0,0,0,65,0,17,6,15,5,4,2,1,2,7
