name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,491,0,0,52,393,4,454,0,140,10,232663,8,0,0,1,0,0,0,64,0,14,5,18,8,5,5,1,29903,3
Aaron_Lennon,379,1,1,50,258,11,142,0,133,13,225195,8,0,3,11,0,0,0,71,0,14,1,24,13,4,1,1,44562,2
Aaron_Ramsey,484,6,4,40,387,15,16,1,140,11,245016,17,25,2,20,0,0,0,67,0,14,2,15,7,6,5,1,425246,3
Abdoulaye_Doucouré,437,1,0,28,334,4,482,0,139,8,271273,8,0,2,19,0,0,0,62,1,14,0,13,11,5,1,3,78396,1
Abdul Rahman_Baba,366,2,0,43,272,16,80,1,134,9,223516,9,0,1,10,0,0,0,67,0,14,4,12,13,5,3,1,431463,3
Abel_Hernández,397,0,0,44,301,8,163,1,135,11,251180,4,0,1,12,0,0,0,55,0,14,3,20,12,3,0,1,56177,1
Adama_Traoré,602,3,2,25,525,9,563,0,135,6,228249,10,0,3,7,0,0,0,61,0,14,2,14,16,5,0,1,174350,1
Adam_Federici,375,0,2,52,301,11,30,0,131,9,228984,5,0,1,9,0,0,0,63,0,14,0,21,8,2,3,4,61645,2
Adam_Lallana,563,2,1,44,474,11,205,0,131,17,257854,9,22,1,2,1,0,0,68,0,14,4,20,12,5,3,4,543294,2
Adam_Matthews,409,0,0,59,320,18,345,0,137,8,254951,15,0,1,8,0,0,0,63,0,14,4,13,7,9,1,2,190944,3
Ahmed_Musa,361,1,0,45,263,10,187,0,137,12,217997,11,18,3,15,0,0,0,65,0,14,5,11,6,5,1,2,37419,1
Aiden_O'Neill,328,0,0,63,241,3,531,0,136,13,224819,10,0,5,14,0,0,0,71,0,14,2,18,10,5,0,2,37492,2
Aleix_García Serrano,541,2,3,39,456,9,578,0,134,14,226777,12,0,2,4,0,0,0,64,2,14,1,18,9,7,3,1,127797,2
Alex_McCarthy,461,0,0,40,360,20,101,0,132,13,245417,12,0,0,5,0,0,0,63,0,14,1,23,17,10,0,3,265691,1
Alex_Palmer,301,1,0,55,182,8,601,0,139,12,231640,9,0,1,18,0,0,0,76,0,14,5,11,9,8,1,3,323560,2
Alex_Pritchard,577,1,1,34,492,18,401,0,138,11,238951,22,0,3,16,0,0,0,60,0,14,0,24,10,7,0,5,354281,0
Alfie_Mawson,378,0,0,57,273,6,558,1,138,17,214457,1,0,4,17,1,0,0,54,0,14,10,16,9,0,0,5,237658,4
Ander_Herrera,463,0,0,66,349,12,262,0,133,11,234250,6,90,4,6,1,0,0,74,0,14,5,19,7,4,1,1,148281,3
Andros_Townsend,349,1,0,48,247,5,120,0,132,11,256627,5,79,0,13,0,0,0,57,0,14,3,34,8,3,0,3,110710,3
Bojan_Krkic,456,1,1,50,354,11,335,1,136,7,237014,7,0,3,3,0,0,0,65,0,14,4,16,9,3,0,2,103348,
