name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,282,1,0,52,194,12,2,127,16,5,90,2,3,11,0,0,0,59,0,13,7,14,15,4,1,0,1,2
Aaron_Lennon,416,0,0,45,323,9,2,128,15,12,64,0,4,13,0,0,0,55,0,13,6,23,11,11,0,0,2,1
Aaron_Ramsey,467,3,1,46,384,11,0,121,12,14,16,1,4,2,1,0,0,70,0,13,2,17,17,7,3,1,3,3
Abdoulaye_Doucouré,356,0,0,35,250,12,0,130,24,9,0,1,7,14,0,0,0,63,1,13,1,17,11,8,0,1,3,2
Abdul Rahman_Baba,388,2,1,50,297,7,0,123,13,7,0,3,1,17,0,0,0,68,0,13,5,21,4,3,2,1,2,5
Abel_Hernández,489,0,0,34,391,2,0,124,7,7,0,1,3,19,0,0,0,61,0,13,1,13,7,4,1,1,3,4
Adama_Traoré,486,0,0,61,377,14,0,125,12,6,78,1,1,8,2,0,0,55,0,13,1,13,5,2,2,0,4,2
Adam_Federici,428,2,2,64,334,13,1,121,13,7,90,4,3,1,0,0,0,72,0,13,0,26,9,5,1,0,5,3
Adam_Lallana,705,0,0,22,611,8,0,126,5,20,0,0,3,15,0,0,0,72,0,13,1,22,13,13,2,1,1,7
Adam_Matthews,204,0,0,70,120,4,0,126,9,3,0,1,0,9,1,0,0,54,0,13,5,20,3,1,0,0,3,1
Ahmed_Musa,331,0,0,33,212,10,0,125,15,7,23,3,5,12,0,0,0,60,0,13,0,6,6,6,2,1,4,3
Aiden_O'Neill,267,0,0,46,145,5,0,122,8,7,0,4,4,10,0,0,0,54,0,13,3,13,10,0,1,1,2,5
Aleix_García Serrano,547,2,0,66,443,2,0,122,15,18,0,3,0,3,0,0,0,68,0,13,4,12,8,8,2,0,3,5
Alex_McCarthy,462,4,3,38,363,13,0,128,11,13,0,0,6,6,0,0,0,71,0,13,1,23,16,7,1,1,0,7
Alex_Palmer,417,2,2,32,316,9,1,124,10,9,0,0,6,7,0,0,0,68,0,13,3,10,7,7,1,0,2,2
Alex_Pritchard,458,0,0,31,370,16,1,123,16,10,0,3,1,4,0,0,0,61,0,13,3,23,14,5,1,0,1,6
Alfie_Mawson,376,0,0,40,292,8,0,129,12,9,0,2,3,5,0,0,0,40,0,13,1,14,7,7,5,1,4,8
Ander_Herrera,612,3,2,49,541,9,0,127,16,15,90,4,11,20,0,0,0,56,0,13,1,16,8,7,1,1,3,8
Andros_Townsend,289,4,1,45,206,9,1,129,24,11,39,0,3,16,0,0,0,40,0,13,3,19,8,4,4,0,5,5
Bojan_Krkic,372,0,0,52,273,8,0,130,14,10,0,6,4,18,0,0,0,68,0,13,2,18,10,7,1,0,0,2
