name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,461,1,1,47,369,14,0,259,14,9,90,2,3,18,1,0,0,65,1,26,0,13,10,7,1,0,1,1
Aaron_Lennon,507,2,2,49,423,9,0,253,10,16,0,1,5,15,0,0,0,60,0,26,1,15,12,9,2,1,0,6
Aaron_Wan-Bissaka,346,0,0,38,244,15,0,252,13,13,0,2,5,12,0,0,0,64,0,26,4,25,14,7,1,1,3,2
Abdoulaye_Doucouré,259,0,2,41,167,6,0,259,18,7,37,2,2,20,0,0,0,63,0,26,1,14,7,3,1,1,4,0
Abdul Rahman_Baba,738,0,0,14,641,20,0,251,11,14,0,1,4,16,0,0,0,65,0,26,1,12,11,6,3,1,1,2
Abel_Hernández,464,0,0,64,365,6,0,254,8,8,9,0,6,3,0,0,0,51,0,26,2,8,4,9,1,1,1,0
Adama_Traoré,429,1,1,46,328,11,0,252,15,8,12,0,4,5,0,0,0,62,0,26,2,14,20,6,0,0,1,4
Adam_Federici,649,0,0,34,556,8,0,260,5,11,0,0,6,19,0,0,0,70,0,26,2,15,10,6,1,0,0,3
Adam_Lallana,621,0,0,49,527,16,0,255,5,14,65,2,6,8,0,0,0,71,0,26,4,31,16,5,1,0,0,6
Adam_Matthews,288,0,0,44,180,8,0,253,16,8,0,0,0,6,0,0,0,69,0,26,6,17,11,3,0,0,2,1
Ahmed_Musa,281,3,1,46,159,8,0,255,8,7,0,3,2,9,0,0,0,78,0,26,6,21,14,4,3,1,0,4
Aiden_O'Neill,236,1,0,47,134,4,0,254,13,5,0,6,2,7,1,0,0,55,1,26,0,8,3,3,1,0,1,2
Alex_Palmer,297,0,0,43,215,8,0,260,12,10,0,4,1,2,1,0,0,70,0,26,3,17,10,5,2,1,2,2
Alex_Pritchard,583,1,0,32,502,10,1,258,11,19,0,1,2,14,0,0,0,53,0,26,3,20,10,7,4,1,2,5
Alfie_Mawson,381,1,0,45,291,7,0,251,14,2,90,0,0,4,0,0,0,50,0,26,2,13,9,1,1,0,3,1
Bojan_Krkic,320,1,1,35,221,8,0,258,14,3,0,2,1,17,0,0,0,56,0,26,5,12,15,2,0,0,3,3
