name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,276,1,0,45,198,15,0,29,10,7,0,3,3,10,0,0,0,50,0,3,3,20,10,5,1,3,0,3,null
Aaron_Lennon,485,1,2,41,401,19,0,23,14,16,0,3,4,14,0,1,0,69,0,3,1,27,11,7,0,1,1,2,1
Aaron_Ramsey,489,2,1,51,412,10,0,28,15,7,0,2,5,18,0,0,0,47,0,3,6,14,12,2,3,1,0,1,8
Abdoulaye_Doucouré,395,0,0,25,308,9,0,28,18,8,0,1,3,1,1,0,0,57,0,3,4,21,9,6,3,1,1,6,4
Abdul Rahman_Baba,626,3,3,28,545,11,0,21,6,17,0,1,3,3,0,0,0,62,0,3,0,17,8,7,0,3,1,2,6
Abel_Hernández,395,0,0,84,305,5,0,24,9,4,82,0,2,11,0,0,0,61,0,3,7,14,10,4,1,0,1,2,6
Adam_Clayton,515,0,0,56,428,5,0,30,11,6,90,3,3,19,0,0,0,65,0,3,2,16,13,4,0,0,0,3,2
Adam_Federici,328,1,1,68,248,5,0,22,10,7,0,2,2,5,1,0,1,46,0,3,3,19,4,4,1,1,0,1,2
Adam_Lallana,431,1,1,43,321,2,1,27,17,12,90,6,0,17,0,0,0,67,0,3,3,23,8,4,1,1,0,5,2
Adam_Matthews,273,1,1,55,180,11,0,26,8,3,0,2,3,13,0,0,0,56,0,3,6,17,9,2,1,1,0,2,2
Ahmed_Musa,409,2,3,57,307,9,0,25,14,10,16,3,4,16,0,1,0,63,0,3,2,21,10,5,1,2,1,2,1
Aiden_O'Neill,402,0,0,54,309,8,1,21,9,5,34,2,4,4,0,0,0,52,0,3,6,9,10,4,0,3,0,2,4
Aleksandar_Kolarov,587,4,2,36,509,18,0,29,5,18,32,3,3,20,0,0,0,58,0,3,1,18,6,10,1,3,1,1,0
Alex_McCarthy,481,0,0,49,391,9,0,26,15,9,0,4,2,15,1,0,0,56,0,3,1,13,10,5,1,1,1,2,3
Alex_Pritchard,420,1,1,42,306,11,0,27,11,8,0,2,2,9,1,0,0,52,0,3,2,18,13,5,1,1,1,3,6
Ander_Herrera,608,1,1,30,542,13,0,24,6,19,0,1,9,7,0,0,0,74,0,3,2,18,9,12,1,0,0,3,3
Andros_Townsend,447,0,3,54,380,14,0,22,15,16,90,5,11,2,0,1,0,52,0,3,2,16,11,12,1,1,1,2,7
Angel_Rangel,368,1,0,49,259,14,0,25,10,9,0,1,3,8,1,0,1,60,0,3,4,15,9,5,1,2,0,2,3
Ben_Foster,350,0,0,23,259,12,0,30,12,9,90,1,4,12,0,0,0,66,0,3,2,22,12,6,0,0,1,1,2
Bojan_Krkic,398,0,0,36,311,14,0,23,11,3,13,1,1,6,1,0,1,68,0,3,8,20,10,4,0,1,0,,2
