name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,401,1,1,31,311,11,454,0,200,9,386885,7,90,0,11,0,0,0,60,1,20,4,17,6,5,2,0,70436,2
Aaron_Lennon,482,1,0,44,362,12,142,0,193,5,343904,13,60,4,13,0,0,0,58,0,20,3,23,9,5,0,3,160798,0
Aaron_Ramsey,571,1,0,26,470,8,16,1,191,12,362936,13,90,3,2,1,0,0,69,0,20,3,12,11,5,3,3,179486,3
Aaron_Wan-Bissaka,403,0,0,49,308,3,612,0,192,13,413745,2,0,1,16,0,0,0,45,0,20,2,12,14,2,2,1,144703,2
Abdoulaye_Doucouré,350,0,0,46,237,6,482,1,196,15,443957,7,90,0,14,0,0,0,55,0,20,3,8,7,4,0,2,46672,2
Abdul Rahman_Baba,523,2,2,39,427,10,80,2,198,8,330381,8,0,4,17,0,0,0,69,0,20,0,24,10,6,0,2,287288,2
Abel_Hernández,532,1,0,43,447,11,163,0,199,4,369100,14,0,0,19,0,0,0,62,0,20,2,16,11,9,1,3,129216,0
Adama_Traoré,534,0,1,37,436,16,563,0,195,10,335114,6,79,0,8,0,0,0,80,0,20,4,22,10,5,0,0,185999,3
Adam_Federici,377,1,0,62,276,15,30,0,191,10,339534,8,0,2,1,0,0,0,70,1,20,1,17,4,4,3,3,243411,3
Adam_Lallana,695,2,2,41,603,13,205,0,197,10,379459,19,90,3,15,2,0,0,78,0,20,3,22,6,3,2,2,471824,3
Adam_Matthews,291,0,0,48,200,6,345,0,197,10,420252,5,0,3,9,0,0,0,75,0,20,13,10,12,0,2,2,64340,2
Ahmed_Musa,330,0,0,52,220,4,187,1,195,9,321177,8,20,0,12,0,0,0,69,0,20,1,17,16,4,0,0,28998,0
Aiden_O'Neill,357,0,0,38,247,7,531,0,194,11,331684,6,0,3,10,0,0,0,48,0,20,1,9,5,6,1,2,150157,3
Aleix_García Serrano,450,0,0,57,359,9,578,0,194,11,345477,11,0,3,3,0,0,0,54,1,20,1,19,4,4,1,2,260858,4
Alex_McCarthy,404,1,1,62,298,8,101,1,193,14,371503,8,0,2,6,1,0,0,69,0,20,3,23,11,6,0,3,45117,1
Alex_Palmer,347,1,0,53,269,10,601,0,199,5,350347,7,0,0,7,0,0,0,53,0,20,5,14,11,0,1,3,454386,0
Alex_Pritchard,440,2,0,38,334,11,401,0,198,9,349501,5,0,2,4,0,0,0,57,0,20,2,18,18,6,0,2,244479,3
Alfie_Mawson,480,2,2,52,379,9,558,0,192,14,313952,10,90,1,5,0,0,0,49,0,20,2,18,8,5,2,1,27822,1
Ander_Herrera,714,1,2,41,640,6,262,0,200,13,344800,11,90,5,20,0,0,0,55,0,20,2,13,12,5,2,0,177018,2
Bojan_Krkic,401,3,2,54,298,10,335,0,196,10,347564,14,0,3,18,0,0,0,59,0,20,1,16,6,8,0,2,158428,
