name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,351,0,0,49,262,3,0,10,16,4,0,1,0,4,1,0,0,64,0,1,4,19,18,2,1,2,0,2,2
Aaron_Lennon,357,0,1,61,261,8,0,3,10,9,15,5,1,17,0,0,0,55,0,1,3,16,16,4,1,1,1,0,5
Aaron_Ramsey,485,0,1,36,385,8,0,8,13,6,60,4,5,9,0,1,0,53,0,1,3,23,8,3,4,3,1,3,2
Abdoulaye_Doucouré,303,0,0,51,194,8,0,7,12,4,0,0,1,13,0,0,0,55,1,1,6,13,15,4,1,1,0,2,0
Abdul Rahman_Baba,559,0,0,19,481,16,0,10,16,11,0,1,2,20,0,0,0,62,0,1,2,26,10,6,1,2,1,5,4
Abel_Hernández,448,0,0,53,340,7,1,4,8,5,90,1,0,8,1,0,0,64,0,1,4,14,14,7,1,2,1,2,3
Adam_Clayton,353,1,1,38,262,10,0,6,18,8,90,1,3,14,0,0,0,46,0,1,0,16,8,6,1,1,1,3,1
Adam_Federici,483,0,0,19,412,13,0,9,7,7,0,3,3,11,0,0,0,63,0,1,4,27,11,2,3,1,1,0,2
Adam_Lallana,481,2,0,32,382,11,0,8,17,13,75,3,3,1,1,0,1,50,0,1,2,21,9,3,4,3,0,3,3
Adam_Matthews,188,2,1,60,102,11,1,5,14,4,0,2,2,10,1,0,0,47,0,1,3,8,11,2,1,2,0,2,2
Ahmed_Musa,450,2,3,22,346,10,1,4,17,11,90,0,0,7,0,0,0,74,0,1,3,20,9,9,1,2,0,2,4
Aleksandar_Kolarov,678,1,1,44,578,15,0,5,11,10,90,1,0,15,0,0,0,48,0,1,2,15,4,8,1,2,1,1,3
Alex_McCarthy,579,0,0,37,494,10,0,7,8,15,0,1,3,18,0,0,0,74,0,1,0,24,9,10,1,1,1,1,6
Alex_Pritchard,485,0,1,35,387,12,1,3,14,8,0,0,3,6,0,0,0,39,0,1,5,26,8,4,1,1,0,0,3
Ander_Herrera,560,2,2,48,487,8,1,9,10,8,90,4,2,2,0,0,0,62,0,1,2,15,13,2,3,1,0,1,4
Andre_Gray,336,1,1,40,237,6,0,1,10,5,90,3,5,16,0,0,0,55,0,1,7,17,5,5,1,0,1,3,3
Andros_Townsend,415,1,2,39,300,8,0,2,12,9,90,0,4,19,0,0,0,59,0,1,2,19,19,7,1,0,1,2,4
Angel_Rangel,381,2,2,76,296,8,0,1,14,13,4,2,10,3,0,0,0,66,0,1,3,14,11,6,1,0,0,2,7
Ben_Foster,242,0,0,48,142,5,0,2,15,11,90,2,6,5,0,0,0,62,0,1,4,29,4,8,1,0,0,2,2
Bojan_Krkic,421,0,0,30,330,17,0,6,14,8,77,2,2,12,0,0,0,49,0,1,1,17,11,9,1,1,0,5,0
