name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards,shots_on_target
Aaron_Cresswell,440,0,0,40,353,7,0,154,12,15,90,0,4,3,0,1,0,59,0,16,2,12,5,10,0,1,1,0,6
Aaron_Lennon,357,2,0,39,251,11,0,156,10,11,67,1,3,1,0,0,0,69,1,16,0,18,13,5,1,2,1,1,2
Aaron_Ramsey,523,0,2,46,418,7,1,156,10,6,0,2,0,6,0,0,0,70,0,16,2,25,10,6,1,2,0,1,0
Aaron_Wan-Bissaka,397,1,0,35,300,10,0,155,16,6,0,0,2,11,0,0,0,68,0,16,4,24,13,3,2,1,1,2,2
Abdoulaye_Doucouré,288,1,1,38,202,17,0,157,20,3,0,3,2,10,0,0,0,55,0,16,5,22,9,3,0,2,0,2,2
Abdul Rahman_Baba,619,1,1,28,532,15,0,152,10,15,0,3,2,15,0,0,0,48,0,16,3,15,11,10,1,0,0,2,5
Abel_Hernández,386,0,0,50,278,9,0,160,14,5,0,4,1,17,0,0,0,63,0,16,6,6,9,1,0,3,0,2,5
Adama_Traoré,385,0,0,32,304,14,0,158,11,5,90,1,3,9,0,0,0,58,0,16,1,18,7,1,3,0,1,1,3
Adam_Federici,536,1,1,59,447,10,0,151,5,7,0,4,1,8,0,0,0,70,0,16,4,16,5,3,0,1,1,0,2
Adam_Lallana,681,2,0,34,601,10,0,158,14,11,81,4,3,12,0,0,0,61,0,16,3,20,13,4,3,0,0,0,1
Adam_Matthews,316,1,1,51,232,7,0,152,15,7,0,1,4,4,0,0,0,50,0,16,5,14,10,4,1,0,1,3,3
Ahmed_Musa,309,2,2,46,211,6,0,151,15,10,17,2,4,2,0,0,0,67,0,16,2,19,7,4,0,1,0,3,4
Aiden_O'Neill,307,1,2,31,192,3,0,154,15,4,0,3,4,20,1,0,1,50,0,16,6,7,8,4,0,1,0,2,2
Aleix_García Serrano,504,3,1,44,404,13,0,157,16,12,0,3,3,18,0,0,0,57,0,16,2,12,11,4,0,2,1,1,5
Alex_McCarthy,556,1,1,28,490,9,1,159,10,12,0,2,3,14,0,0,0,60,0,16,3,17,10,7,0,0,0,2,4
Alex_Palmer,351,3,1,68,255,11,0,153,8,11,0,3,5,16,0,0,0,62,0,16,3,24,14,5,1,3,1,0,1
Alex_Pritchard,672,1,0,34,590,13,0,160,6,21,0,2,1,7,0,0,0,67,0,16,5,16,5,6,0,3,1,0,6
Alfie_Mawson,532,1,2,24,426,9,1,153,8,5,90,1,3,19,0,0,0,55,0,16,1,19,9,2,1,3,0,0,3
Ander_Herrera,624,0,0,46,528,7,0,155,10,11,90,1,6,5,0,0,0,70,0,16,2,18,13,7,2,1,0,3,4
Bojan_Krkic,231,0,0,61,142,7,0,159,9,3,0,1,2,13,0,0,0,53,1,16,4,20,8,1,0,0,1,1,3
