name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,416,1,0,42,322,10,454,0,327,10,688463,5,0,0,15,0,0,0,59,1,33,2,17,8,2,2,2,42761,0
Aaron_Lennon,518,0,1,63,434,7,142,1,322,15,564565,22,0,3,3,1,0,0,57,0,33,3,23,18,9,1,3,359959,2
Aaron_Ramsey,584,1,1,44,492,9,16,1,324,16,657417,7,90,0,12,0,0,0,64,0,33,4,18,12,4,2,1,56459,2
Aaron_Wan-Bissaka,411,2,1,46,305,12,612,1,321,10,778486,10,0,0,8,0,0,0,65,0,33,0,26,9,6,2,2,328674,0
Abdoulaye_Doucouré,444,0,1,29,347,14,482,1,329,8,806280,10,90,4,16,0,0,0,69,0,33,4,20,6,6,0,1,65481,0
Abdul Rahman_Baba,480,0,0,29,378,7,80,0,323,20,619642,3,0,1,11,0,0,0,74,0,33,1,28,5,4,0,2,145164,3
Abel_Hernández,435,2,2,29,328,12,163,0,326,5,723066,10,21,3,14,0,0,0,45,0,33,1,15,12,6,1,3,29284,2
Adama_Traoré,308,2,1,37,216,14,563,0,324,11,645030,8,23,3,1,0,0,0,59,0,33,2,19,11,6,2,1,73975,2
Adam_Federici,298,0,0,41,221,4,30,0,328,10,559498,5,0,2,17,0,0,0,64,0,33,10,13,10,3,0,4,127211,1
Adam_Lallana,565,2,1,53,462,16,205,0,330,9,623272,12,0,2,19,0,0,0,53,0,33,2,14,16,9,1,0,174491,1
Adam_Matthews,360,1,1,37,279,6,345,0,327,14,745833,8,0,2,20,0,0,0,60,0,33,1,13,12,6,2,2,50137,1
Ahmed_Musa,308,0,0,47,198,12,187,0,321,16,564407,3,0,0,5,0,0,0,71,0,33,2,18,21,2,2,2,61909,2
Aiden_O'Neill,300,0,0,56,197,6,531,0,322,14,622157,5,0,0,6,0,0,0,56,0,33,5,20,16,4,1,3,72056,0
Aleix_García Serrano,628,3,1,34,547,8,578,0,325,8,604152,10,0,0,13,0,0,0,62,0,33,1,22,10,7,3,0,75113,0
Alex_McCarthy,434,2,2,41,344,6,101,0,325,9,666315,6,0,0,10,0,0,0,59,0,33,2,13,5,4,3,0,95473,3
Alex_Palmer,312,2,2,31,212,9,601,1,330,15,608425,6,0,6,9,0,0,0,54,0,33,1,21,8,5,1,0,44009,3
Alex_Pritchard,655,3,2,19,582,9,401,0,328,8,568774,19,0,3,2,0,0,0,48,0,33,1,19,5,1,0,4,611065,0
Alfie_Mawson,383,0,0,27,292,6,558,0,329,13,627834,9,90,2,18,0,0,0,59,0,33,6,15,10,5,0,1,47053,0
Ander_Herrera,416,1,0,44,319,9,262,0,323,16,623749,7,90,1,4,0,0,0,79,0,33,0,23,11,6,0,2,108832,3
Bojan_Krkic,361,2,3,41,264,12,335,1,326,12,645721,10,0,4,7,0,0,0,44,0,33,2,19,6,6,1,3,65746,
