name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,30,0,0,2,24,2,0,370,0,0,90,0,0,9,0,0,0,4,0,37,0,1,0,0,0,1,0
Aaron_Lennon,0,0,0,0,0,0,0,363,0,0,0,0,0,18,0,0,0,0,0,37,0,0,0,0,1,1,0
Aaron_Ramsey,18,1,0,0,13,1,0,366,0,1,14,0,0,14,0,0,0,2,0,37,0,1,0,0,4,0,0
Aaron_Ramsey,45,1,0,0,42,2,0,331,0,2,68,0,0,15,0,0,0,4,0,37,0,2,0,0,2,1,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,362,0,0,0,0,0,7,0,0,0,0,0,37,0,0,0,0,4,1,0
Abdoulaye_Doucouré,45,0,0,2,42,4,0,363,2,1,90,0,1,6,0,0,0,12,0,37,0,1,1,0,0,0,0
Abdoulaye_Doucouré,85,0,0,5,79,0,0,273,2,0,90,0,0,4,0,0,0,8,0,37,0,3,0,0,3,0,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,369,0,0,0,0,0,19,0,0,0,0,0,37,0,0,0,0,1,0,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,273,0,0,0,0,0,18,0,0,0,0,0,37,0,0,0,0,4,1,0
Abel_Hernández,0,0,0,0,0,0,0,362,0,0,0,0,0,5,0,0,0,0,0,37,0,0,0,0,0,0,0
Adama_Diomande,0,0,0,0,0,0,0,362,0,0,0,0,0,5,0,0,0,0,0,37,0,0,0,0,0,0,0
Adama_Traoré,0,0,0,0,0,0,0,365,0,0,0,0,0,13,0,0,0,0,0,37,0,0,0,0,1,1,0
Adam_Clayton,52,0,0,5,45,0,0,365,3,1,90,0,0,13,0,0,0,9,0,37,0,0,0,0,1,1,1
Adam_Federici,0,0,0,0,0,0,0,361,0,0,0,0,0,3,0,0,0,0,0,37,0,0,0,0,2,1,0
Adam_Forshaw,23,0,0,0,21,1,0,365,0,1,59,0,1,13,0,0,0,4,0,37,0,2,0,1,1,1,0
Adam_Lallana,50,0,1,0,41,0,0,370,0,4,88,0,0,20,0,0,0,7,0,37,0,1,0,0,4,0,0
Adam_Matthews,0,0,0,0,0,0,0,367,0,0,0,0,0,16,0,0,0,0,0,37,0,0,0,0,0,1,0
Adam_Matthews,0,0,0,0,0,0,0,331,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,0
Adam_Reach,0,0,0,0,0,0,0,365,0,0,0,0,0,13,0,0,0,0,0,37,0,0,0,0,1,1,0
Adam_Smith,49,0,0,7,43,0,0,361,0,0,90,0,0,3,0,0,0,2,0,37,0,0,1,0,2,1,0
Ademola_Lookman,0,0,0,0,0,0,0,363,0,0,0,0,0,18,0,0,0,0,0,37,0,0,0,0,1,1,0
Adlène_Guédioura,0,0,0,0,0,0,0,365,0,0,0,0,0,13,0,0,0,0,0,37,0,0,0,0,1,1,0
Adnan_Januzaj,0,0,0,0,0,0,0,367,0,0,0,0,0,16,0,0,0,0,0,37,0,0,0,0,0,1,0
Adnan_Januzaj,4,0,0,0,4,3,0,331,0,0,9,0,0,1,0,0,0,0,0,37,0,1,0,0,0,0,0
Adrian_Mariappa,22,0,0,11,15,0,0,363,0,0,90,0,0,6,0,0,0,4,0,37,0,0,1,2,0,0,0
Adrian_Mariappa,61,0,0,8,51,0,1,273,1,0,90,0,0,4,0,0,0,7,0,37,0,1,2,0,3,0,0
Adrián_San Miguel del Castillo,29,0,0,1,11,0,0,370,0,0,90,0,0,9,0,0,0,12,0,37,7,0,0,0,0,1,0
Ahmed_Elmohamady,60,0,0,3,47,0,0,362,0,3,90,1,1,5,0,0,0,4,0,37,0,0,2,0,0,0,0
Ahmed_Musa,0,0,0,0,0,0,0,364,0,0,0,0,0,10,0,0,0,0,0,37,0,0,0,0,1,0,0
Ahmed_Musa,7,0,0,0,5,0,0,336,0,0,13,0,0,17,0,0,0,0,0,37,0,1,1,0,1,1,0
Aiden_O'Neill,0,0,0,0,0,0,0,361,0,0,0,0,0,2,0,0,0,0,0,37,0,0,0,0,1,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,366,0,0,0,0,0,14,0,0,0,0,0,37,0,0,0,0,4,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,331,0,0,0,0,0,15,0,0,0,0,0,37,0,0,0,0,2,1,0
Alberto_Moreno,0,0,0,0,0,0,0,370,0,0,0,0,0,20,0,0,0,0,0,37,0,0,0,0,4,0,0
Albert_Adomah,0,0,0,0,0,0,0,365,0,0,0,0,0,13,0,0,0,0,0,37,0,0,0,0,1,1,0
Aleix_García Serrano,0,0,0,0,0,0,0,364,0,0,0,0,0,8,0,0,0,0,0,37,0,0,0,0,2,1,0
Aleix_García Serrano,0,0,0,0,0,0,0,338,0,0,0,0,0,19,0,0,0,0,0,37,0,0,0,0,3,1,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,364,0,0,0,0,0,8,0,0,0,0,0,37,0,0,0,0,2,1,0
Aleksandar_Kolarov,65,0,0,3,55,1,0,338,0,1,90,0,1,19,0,0,0,8,0,37,0,1,1,1,3,1,0
Alexander_Manninger,0,0,0,0,0,0,0,370,0,0,0,0,0,20,0,0,0,0,0,37,0,0,0,0,4,0,0
Alexis_Sánchez,45,1,0,2,38,5,0,366,0,1,76,1,0,14,0,0,0,5,0,37,0,5,0,1,4,0,0
Alexis_Sánchez,28,0,1,0,16,4,0,331,3,0,90,1,0,15,0,0,0,4,0,37,0,5,0,3,2,1,0
Alex_Baptiste,0,0,0,0,0,0,0,365,0,0,0,0,0,13,0,0,0,0,0,37,0,0,0,0,1,1,0
Alex_Bruce,0,0,0,0,0,0,0,362,0,0,0,0,0,5,0,0,0,0,0,37,0,0,0,0,0,0,0
Alex_Iwobi,0,0,0,0,0,0,0,366,0,0,0,0,0,14,0,0,0,0,0,37,0,0,0,0,4,0,0
Alex_Iwobi,19,0,0,2,19,1,0,331,1,1,22,0,0,15,0,0,0,2,0,37,0,0,0,0,2,1,0
Alex_McCarthy,0,0,0,0,0,0,0,365,0,0,0,0,0,12,0,0,0,0,0,37,0,0,0,0,2,0,0
Alex_McCarthy,0,0,0,0,0,0,0,279,0,0,0,0,0,11,0,0,0,0,0,37,0,0,0,0,0,1,0
Alex_Oxlade-Chamberlain,0,0,0,0,0,0,0,366,0,0,0,0,0,14,0,0,0,0,0,37,0,0,0,0,4,0,0
Alex_Oxlade-Chamberlain,0,0,0,0,0,0,0,331,0,0,0,0,0,15,0,0,0,0,0,37,0,0,0,0,2,1,0
Alex_Palmer,0,0,0,0,0,0,0,369,0,0,0,0,0,4,0,0,0,0,0,37,0,0,0,0,0,1,0
Alex_Palmer,0,0,0,0,0,0,0,338,0,0,0,0,0,10,0,0,0,0,0,37,0,0,0,0,1,0,0
Alex_Pike,0,0,0,0,0,0,0,370,0,0,0,0,0,9,0,0,0,0,0,37,0,0,0,0,0,1,0
Alex_Pritchard,0,0,0,0,0,0,0,368,0,0,0,0,0,11,0,0,0,0,0,37,0,0,0,0,2,1,0
Alex_Pritchard,0,0,0,0,0,0,0,336,0,0,0,0,0,8,0,0,0,0,0,37,0,0,0,0,6,0,0
Alfie_Mawson,33,0,0,6,31,0,0,367,0,0,90,0,0,15,0,0,0,2,0,37,0,1,0,0,2,0,0
