name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,41,0,0,8,33,1,1,170,0,0,90,0,0,7,0,0,0,8,0,17,0,1,0,0,1,1,0
Aaron_Lennon,10,0,0,2,8,1,0,163,0,0,90,0,0,9,0,0,0,5,0,17,0,0,2,0,0,1,0
Aaron_Ramsey,0,0,0,0,0,0,0,164,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,1,0,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,162,0,0,0,0,0,4,0,0,0,0,0,17,0,0,0,0,0,1,0
Abdoulaye_Doucouré,0,0,0,0,0,0,0,167,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,162,0,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,1,0,0
Abel_Hernández,0,0,0,0,0,0,0,170,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,0,0
Adama_Diomande,6,0,0,0,4,0,0,170,0,0,21,1,0,20,0,0,0,0,0,17,0,0,1,0,0,0,0
Adama_Traoré,1,0,0,0,0,0,0,165,1,0,4,0,0,16,0,0,0,1,0,17,0,1,0,0,3,1,0
Adam_Clayton,34,0,0,4,27,0,0,165,0,1,90,0,1,16,0,0,0,3,0,17,0,0,1,0,3,1,0
Adam_Federici,0,0,0,0,0,0,0,161,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,1,1,0
Adam_Forshaw,36,0,0,3,36,1,0,165,1,2,90,0,0,16,0,0,0,10,0,17,0,2,3,2,3,1,0
Adam_Lallana,56,0,0,2,49,1,0,163,0,0,81,1,0,6,0,0,0,5,0,17,0,1,0,0,1,0,0
Adam_Matthews,0,0,0,0,0,0,0,167,0,0,0,0,0,18,0,0,0,0,0,17,0,0,0,0,1,1,0
Adam_Reach,0,0,0,0,0,0,0,165,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,3,1,0
Adam_Smith,30,0,0,4,25,1,0,161,2,1,90,0,0,13,0,0,0,8,0,17,0,3,0,1,1,1,0
Adlène_Guédioura,0,0,0,0,0,0,0,167,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0
Adnan_Januzaj,21,0,0,1,15,3,0,167,1,1,79,0,1,18,0,0,0,3,0,17,0,6,0,0,1,1,1
Adrian_Mariappa,0,0,0,0,0,0,0,167,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,170,0,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,1,1,0
Ahmed_Elmohamady,27,0,0,3,15,0,0,170,0,0,90,0,0,20,0,0,0,4,0,17,0,0,1,0,0,0,0
Ahmed_Musa,5,0,0,0,4,0,0,166,0,0,11,0,0,14,0,0,0,2,0,17,0,0,0,1,2,0,0
Aiden_O'Neill,0,0,0,0,0,0,0,168,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,0,1,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,164,0,0,0,0,0,10,0,0,0,0,0,17,0,0,0,0,1,0,0
Alberto_Moreno,0,0,0,0,0,0,0,163,0,0,0,0,0,6,0,0,0,0,0,17,0,0,0,0,1,0,0
Albert_Adomah,0,0,0,0,0,0,0,165,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,3,1,0
Aleix_García Serrano,0,0,0,0,0,0,0,164,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,2,1,0
Aleksandar_Kolarov,67,0,0,5,55,0,0,164,0,0,90,0,0,1,0,0,0,3,0,17,0,0,2,0,2,1,0
Alexander_Manninger,0,0,0,0,0,0,0,163,0,0,0,0,0,6,0,0,0,0,0,17,0,0,0,0,1,0,0
Alexis_Sánchez,26,1,0,1,19,5,0,164,3,1,90,0,0,10,0,0,0,0,0,17,0,3,0,0,1,0,0
Alex_Baptiste,0,0,0,0,0,0,0,165,0,0,0,0,0,16,0,0,0,0,0,17,0,0,0,0,3,1,0
Alex_Bruce,0,0,0,0,0,0,0,170,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,0,0
Alex_Iwobi,23,0,0,0,18,2,0,164,0,0,64,0,1,10,0,0,0,7,0,17,0,1,1,0,1,0,0
Alex_McCarthy,0,0,0,0,0,0,0,161,0,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,3,0,0
Alex_Oxlade-Chamberlain,4,0,0,0,2,0,0,164,0,0,13,0,0,10,0,0,0,0,0,17,0,1,0,0,1,0,0
Alex_Palmer,0,0,0,0,0,0,0,169,0,0,0,0,0,11,0,0,0,0,0,17,0,0,0,0,0,1,0
Alex_Pike,0,0,0,0,0,0,0,170,0,0,0,0,0,7,0,0,0,0,0,17,0,0,0,0,1,1,0
Alex_Pritchard,0,0,0,0,0,0,0,168,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,2,1,0
Alfie_Mawson,67,0,0,5,54,0,0,165,0,0,90,0,0,12,0,0,0,9,0,17,0,0,1,1,0,0,0
Allan-Roméo_Nyom,34,0,0,2,29,0,0,169,0,0,90,0,0,11,0,0,0,8,0,17,0,0,2,0,0,1,0
Allan_McGregor,0,0,0,0,0,0,0,170,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,0,0
Almen_Abdi,0,0,0,0,0,0,0,167,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0
Ander_Herrera,69,0,0,6,56,0,0,169,1,0,90,0,0,19,0,0,0,4,0,17,0,3,0,0,2,0,0
Andreas_Pereira,0,0,0,0,0,0,0,169,0,0,0,0,0,19,0,0,0,0,0,17,0,0,0,0,2,0,0
Andrew_Eleftheriou,0,0,0,0,0,0,0,167,0,0,0,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0
Andrew_Robertson,34,0,0,5,22,0,0,170,0,1,90,0,0,20,0,0,0,6,0,17,0,0,3,1,0,0,0
Andrew_Surman,0,0,0,0,0,0,0,161,0,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,1,1,0
Andre_Gray,12,0,1,0,8,2,0,168,1,0,90,2,1,17,0,0,0,5,0,17,0,6,0,0,1,0,0
Andros_Townsend,3,0,0,0,2,1,0,162,0,0,14,0,0,4,0,0,0,0,0,17,0,0,1,1,0,1,0
André_Ayew,17,0,1,1,14,0,0,170,0,1,45,0,0,7,0,0,0,2,0,17,0,1,0,0,1,1,0
Andy_Carroll,28,0,0,10,21,0,0,170,2,1,90,1,0,7,0,0,0,1,0,17,0,3,0,1,1,1,0
Andy_King,33,0,0,5,25,0,0,166,4,1,90,0,1,14,0,0,0,6,0,17,0,0,0,0,2,0,1
Angelo_Ogbonna,31,0,0,7,27,0,0,170,3,0,90,0,0,7,0,0,0,2,0,17,0,0,2,0,1,1,0
Angel_Rangel,80,0,0,3,64,2,0,165,3,1,90,1,0,12,0,0,0,4,0,17,0,0,1,0,0,0,0
Anthony_Martial,0,0,0,0,0,0,0,169,0,0,0,0,0,19,0,0,0,0,0,17,0,0,0,0,2,0,0
