name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,37,0,0,2,29,1,0,118,0,0,90,0,0,17,0,0,0,4,0,12,0,0,1,0,2,0,0
Aaron_Lennon,19,0,0,0,13,0,0,112,0,0,65,0,0,16,0,0,0,2,0,12,0,0,0,0,1,1,0
Aaron_Ramsey,48,0,0,1,40,0,0,113,3,0,90,0,0,11,0,0,0,5,0,12,0,6,0,0,1,0,1
Abdoulaye_Doucouré,0,0,0,0,0,0,0,119,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,2,1,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,114,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,1,0,0
Abel_Hernández,0,0,0,0,0,0,0,117,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0
Adama_Diomande,0,0,0,0,0,0,0,117,0,0,0,0,0,15,0,0,0,0,0,12,0,0,0,0,0,0,0
Adama_Traoré,27,0,0,1,22,12,0,114,0,1,90,0,0,4,0,0,0,8,0,12,0,3,1,1,0,1,0
Adam_Clayton,41,0,0,2,38,0,0,114,1,1,72,0,0,4,0,0,0,5,0,12,0,0,1,0,0,1,1
Adam_Federici,32,0,0,0,16,0,0,116,0,0,90,0,0,14,0,0,0,11,0,12,5,0,0,0,1,0,1
Adam_Forshaw,47,0,0,1,44,0,0,114,0,0,88,0,0,4,0,0,0,5,0,12,0,1,2,0,0,1,0
Adam_Lallana,0,0,0,0,0,0,0,115,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0
Adam_Matthews,0,0,0,0,0,0,0,117,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,3,1,0
Adam_Reach,0,0,0,0,0,0,0,114,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,1,0
Adam_Smith,0,0,0,0,0,0,0,116,0,0,0,0,0,14,0,0,0,0,0,12,0,0,0,0,1,0,0
Adlène_Guédioura,2,0,0,0,1,0,0,119,1,0,4,0,0,8,0,0,0,0,0,12,0,0,0,0,2,1,0
Adnan_Januzaj,0,0,0,0,0,0,0,117,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,3,1,0
Adrian_Mariappa,0,0,0,0,0,0,0,119,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,2,1,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,118,0,0,0,0,0,17,0,0,0,0,0,12,0,0,0,0,2,0,0
Ahmed_Elmohamady,57,0,0,7,54,0,0,117,1,0,90,0,0,15,0,0,0,5,0,12,0,0,1,0,0,0,0
Ahmed_Musa,2,0,0,0,1,0,0,119,0,0,13,0,0,18,0,0,0,0,0,12,0,3,0,0,1,0,0
Aiden_O'Neill,0,0,0,0,0,0,0,120,0,0,0,0,0,19,0,0,0,0,0,12,0,0,0,0,0,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,113,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,1,0,0
Alberto_Moreno,0,0,0,0,0,0,0,115,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,0,0,0,0
