name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Everton,485,1,2,41,401,19,0,23,14,16,0,3,4,14,0,1,0,69,0,3,1,27,11,7,1,2,9,Stoke City,398,0,0,36,311,14,0,11,3,1,1,1,0,1,68,0,8,20,10,4,0,1,1
Watford,395,0,0,25,308,9,0,28,18,8,0,1,3,1,1,0,0,57,0,3,4,21,9,6,1,6,7,Arsenal,489,2,1,51,412,10,0,15,7,2,5,0,0,0,47,0,6,14,12,2,3,1,7
Chelsea,626,3,3,28,545,11,0,21,6,17,0,1,3,3,0,0,0,62,0,3,0,17,8,7,3,2,9,Burnley,402,0,0,54,309,8,1,9,5,2,4,0,0,0,52,0,6,9,10,4,0,2,0
Hull City,395,0,0,84,305,5,0,24,9,4,82,0,2,11,0,0,0,61,0,3,7,14,10,4,0,2,2,Manchester United,608,1,1,30,542,13,0,6,19,1,9,0,0,0,74,0,2,18,9,12,1,3,8
Leicester City,409,2,3,57,307,9,0,25,14,10,16,3,4,16,0,1,0,63,0,3,2,21,10,5,2,2,6,Swansea City,368,1,0,49,259,14,0,10,9,1,3,1,0,1,60,0,4,15,9,5,1,2,3
Manchester City,587,4,2,36,509,18,0,29,5,18,32,3,3,20,0,0,0,58,0,3,1,18,6,10,3,1,6,West Ham United,276,1,0,45,198,15,0,10,7,3,3,0,0,0,50,0,3,20,10,5,1,3,2
Southampton,481,0,0,49,391,9,0,26,15,9,0,4,2,15,1,0,0,56,0,3,1,13,10,5,1,2,7,Sunderland,273,1,1,55,180,11,0,8,3,2,3,0,0,0,56,0,6,17,9,2,1,2,2
Norwich City,420,1,1,42,306,11,0,27,11,8,0,2,2,9,1,0,0,52,0,3,2,18,13,5,1,3,4,Liverpool,431,1,1,43,321,2,1,17,12,6,0,0,0,0,67,0,3,23,8,4,1,5,3
Crystal Palace,447,0,3,54,380,14,0,22,15,16,90,5,11,2,0,1,0,52,0,3,2,16,11,12,1,2,4,AFC Bournemouth,328,1,1,68,248,5,0,10,7,2,2,1,0,1,46,0,3,19,4,4,1,1,3
West Bromwich Albion,350,0,0,23,259,12,0,30,12,9,90,1,4,12,0,0,0,66,0,3,2,22,12,6,0,1,2,Middlesbrough,515,0,0,56,428,5,0,11,6,3,3,0,0,0,65,0,2,16,13,4,0,3,2
