name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,440,0,0,40,353,7,0,154,12,15,90,0,4,3,0,1,0,59,0,16,2,12,5,10,1,0,7,Burnley,307,1,2,31,192,3,0,15,4,3,4,1,0,1,50,0,6,7,8,4,0,2,2
Everton,357,2,0,39,251,11,0,156,10,11,67,1,3,1,0,0,0,69,1,16,0,18,13,5,2,1,4,Arsenal,523,0,2,46,418,7,1,10,6,2,0,0,0,0,70,0,2,25,10,6,1,1,1
Crystal Palace,397,1,0,35,300,10,0,155,16,6,0,0,2,11,0,0,0,68,0,16,4,24,13,3,1,2,3,Manchester United,624,0,0,46,528,7,0,10,11,1,6,0,0,0,70,0,2,18,13,7,2,3,6
Middlesbrough,385,0,0,32,304,14,0,158,11,5,90,1,3,9,0,0,0,58,0,16,1,18,7,1,0,1,3,Liverpool,681,2,0,34,601,10,0,14,11,4,3,0,0,0,61,0,3,20,13,4,3,0,4
AFC Bournemouth,536,1,1,59,447,10,0,151,5,7,0,4,1,8,0,0,0,70,0,16,4,16,5,3,1,0,3,Leicester City,309,2,2,46,211,6,0,15,10,2,4,0,0,0,67,0,2,19,7,4,0,3,4
Sunderland,316,1,1,51,232,7,0,152,15,7,0,1,4,4,0,0,0,50,0,16,5,14,10,4,0,3,3,Chelsea,619,1,1,28,532,15,0,10,15,3,2,0,0,0,48,0,3,15,11,10,1,2,6
Manchester City,504,3,1,44,404,13,0,157,16,12,0,3,3,18,0,0,0,57,0,16,2,12,11,4,2,1,7,Watford,288,1,1,38,202,17,0,20,3,3,2,0,0,0,55,0,5,22,9,3,0,2,2
West Bromwich Albion,351,3,1,68,255,11,0,153,8,11,0,3,5,16,0,0,0,62,0,16,3,24,14,5,3,0,4,Swansea City,532,1,2,24,426,9,1,8,5,1,3,0,0,0,55,0,1,19,9,2,1,0,4
Norwich City,672,1,0,34,590,13,0,160,6,21,0,2,1,7,0,0,0,67,0,16,5,16,5,6,3,0,9,Hull City,386,0,0,50,278,9,0,14,5,4,1,0,0,0,63,0,6,6,9,1,0,2,5
Stoke City,231,0,0,61,142,7,0,159,9,3,0,1,2,13,0,0,0,53,1,16,4,20,8,1,0,1,3,Southampton,556,1,1,28,490,9,1,10,12,2,3,0,0,0,60,0,3,17,10,7,0,2,4
