name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,497,0,0,34,413,14,0,110,11,7,90,4,3,14,0,0,0,61,0,11,3,18,11,6,1,4,3,Stoke City,363,1,0,32,270,3,0,10,6,1,2,0,0,0,58,0,2,15,13,7,1,1,4
Arsenal,431,0,0,49,303,5,1,101,11,12,26,7,2,17,1,0,0,70,0,11,2,15,16,9,1,1,3,Norwich City,520,0,0,49,390,12,0,17,7,1,4,0,0,0,55,0,2,23,9,7,1,2,3
Chelsea,686,0,0,24,616,18,0,104,5,18,0,2,5,6,0,0,0,61,0,11,0,23,12,5,5,0,9,Everton,460,0,0,41,376,4,0,16,1,1,1,0,0,0,52,0,4,28,16,1,0,3,0
Hull City,319,1,1,59,228,5,0,105,13,5,8,1,2,13,1,0,0,48,0,11,6,7,7,4,2,0,2,Southampton,631,0,0,16,538,8,0,15,15,1,6,0,0,0,51,0,0,13,5,5,1,5,7
AFC Bournemouth,534,3,2,31,463,16,0,102,14,18,0,1,4,15,1,0,0,63,0,11,2,19,7,10,1,3,7,Sunderland,232,0,0,51,164,9,0,17,8,2,3,0,0,0,54,1,6,15,13,0,2,2,4
Liverpool,563,3,0,25,447,6,0,107,14,23,70,1,9,18,0,0,0,91,0,11,7,9,9,9,6,1,17,Watford,376,1,1,38,262,15,0,10,7,2,4,0,0,0,79,0,11,19,3,2,1,2,8
Leicester City,520,1,0,40,381,14,0,106,8,4,66,4,3,19,0,0,0,55,0,11,3,17,9,3,1,0,3,West Bromwich Albion,357,0,0,53,245,10,0,8,8,0,3,0,0,0,57,0,2,14,9,3,2,2,5
Burnley,324,1,0,55,212,4,0,103,11,9,0,3,5,5,1,0,0,58,0,11,3,9,17,6,3,1,6,Crystal Palace,505,2,1,27,395,17,0,12,11,3,11,0,0,0,68,0,3,22,6,7,2,2,5
Manchester City,631,2,2,31,552,17,0,108,7,20,5,5,4,12,0,0,0,59,0,11,2,17,9,11,1,1,7,Middlesbrough,264,0,0,60,180,16,1,15,4,2,2,0,0,0,48,0,6,16,7,1,1,3,3
Swansea City,449,1,0,25,366,9,0,109,9,3,90,0,2,11,0,0,0,53,0,11,0,18,10,2,1,0,1,Manchester United,762,1,0,56,695,13,0,16,7,1,2,0,0,0,64,0,0,16,12,5,3,2,3
