name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,280,1,1,51,212,9,0,227,11,3,90,6,4,10,1,0,0,58,0,23,0,14,11,1,0,3,1,Manchester City,671,2,0,24,590,14,0,14,6,3,3,0,0,0,51,0,1,14,8,5,4,3,4
Arsenal,597,0,0,29,504,15,1,221,12,14,19,2,4,18,0,0,0,64,0,23,4,24,9,8,1,3,5,Watford,204,0,0,67,125,12,0,15,5,1,3,0,0,0,62,0,4,17,10,2,2,3,6
Middlesbrough,482,0,0,49,382,11,0,224,12,5,90,0,2,19,0,0,0,47,0,23,4,16,19,2,1,2,5,West Bromwich Albion,284,1,1,45,199,6,0,13,12,2,8,1,0,0,47,0,4,21,12,5,1,1,5
AFC Bournemouth,454,0,0,34,380,15,0,222,14,7,0,1,3,5,0,0,0,53,0,23,2,16,9,5,0,0,2,Crystal Palace,232,2,0,35,155,8,0,23,8,0,9,0,0,0,39,0,2,12,12,6,2,4,4
Liverpool,636,1,2,35,506,5,2,228,13,5,89,5,3,4,1,0,1,74,0,23,1,24,13,2,1,2,3,Chelsea,393,0,0,55,267,8,0,8,4,3,0,0,1,0,77,0,2,15,8,4,1,1,2
Sunderland,223,0,0,70,139,6,0,225,9,2,0,2,0,17,0,0,0,59,0,23,3,11,20,0,0,2,1,Norwich City,556,2,2,27,468,9,0,13,10,3,3,0,0,0,48,0,1,23,6,4,0,0,3
Burnley,415,1,0,40,274,7,0,223,4,19,0,1,2,8,0,0,0,50,0,23,5,8,7,12,1,1,3,Leicester City,293,0,0,68,164,9,0,8,9,4,4,0,0,0,67,0,2,15,8,3,0,0,5
Swansea City,417,0,0,45,337,5,1,226,10,8,90,1,1,13,0,0,0,48,0,23,1,18,10,3,2,2,5,Southampton,555,1,0,25,475,13,0,19,9,1,3,0,0,0,69,0,3,14,8,5,1,0,2
Manchester United,635,2,2,36,537,9,0,229,20,13,90,6,8,7,0,0,0,67,0,23,2,16,12,4,0,1,6,Hull City,314,1,1,61,227,9,0,16,5,1,4,0,0,0,69,0,6,18,4,4,0,4,2
Stoke City,416,3,2,38,333,12,0,230,21,9,0,1,7,6,0,0,0,63,0,23,5,14,9,5,1,1,6,Everton,484,1,1,38,380,9,0,12,9,3,4,0,0,0,48,0,5,14,9,6,1,0,6
