name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Everton,478,3,0,50,391,21,0,233,14,11,0,4,1,2,0,0,0,65,0,24,5,22,17,2,6,3,10,AFC Bournemouth,554,3,1,31,476,8,0,4,13,0,2,0,0,0,60,0,4,22,17,8,3,1,8
Crystal Palace,491,3,4,19,401,9,0,232,9,12,0,1,8,15,0,0,0,44,0,24,3,17,8,8,0,3,8,Sunderland,279,0,0,70,198,6,0,8,7,1,0,0,0,0,71,0,8,9,15,3,4,3,7
Watford,512,2,1,35,395,10,1,239,12,13,26,2,7,3,1,0,0,63,0,24,5,23,12,3,2,5,7,Burnley,338,0,1,45,202,5,0,10,5,4,1,0,0,0,82,1,5,15,12,1,1,0,6
Chelsea,408,1,1,45,326,17,1,231,14,9,0,4,3,1,0,0,0,70,0,24,4,26,12,5,3,1,6,Arsenal,566,3,2,34,475,16,0,8,7,3,3,0,0,0,71,0,3,19,14,2,1,1,5
Hull City,259,2,1,97,162,2,1,234,9,6,64,2,1,9,0,0,0,69,0,24,5,13,9,3,2,2,4,Liverpool,638,0,1,20,523,8,0,12,14,1,4,0,0,0,61,0,2,12,9,6,0,1,5
Leicester City,292,0,0,32,193,14,0,235,12,8,45,1,2,11,0,0,0,54,0,24,6,16,10,6,0,2,1,Manchester United,644,3,1,63,544,12,0,13,15,2,4,0,0,0,55,0,1,14,10,4,3,4,9
Manchester City,704,3,3,39,624,16,0,236,9,12,0,4,4,16,0,0,0,60,0,24,1,25,16,5,2,2,5,Swansea City,323,0,0,37,216,5,0,13,2,0,0,0,0,0,47,0,3,17,12,2,1,3,2
Southampton,474,0,0,29,388,10,0,237,12,12,0,2,7,20,0,0,0,66,0,24,1,13,8,11,1,0,7,West Ham United,390,1,0,45,296,6,1,15,4,3,3,0,0,0,63,0,6,16,8,1,3,2,4
West Bromwich Albion,312,2,1,58,220,15,0,240,6,11,0,3,2,14,0,0,0,76,0,24,2,17,10,8,1,2,4,Stoke City,514,2,2,29,416,4,0,13,8,2,7,0,0,0,49,0,3,15,6,5,0,2,2
Norwich City,579,2,2,32,492,8,0,238,8,14,0,5,3,12,0,0,0,49,0,24,0,31,15,6,1,0,5,Middlesbrough,314,1,1,63,216,8,0,11,6,1,2,1,0,0,60,0,4,20,22,5,0,1,0
