name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell_402,41,0,0,3,33,0,0,89,0,1,90,0,3,17,0,0,0,4,0,9,0,0,1,0,0,1,0
Aaron_Lennon_83,15,0,0,1,12,0,0,87,0,0,68,0,0,13,0,0,0,2,0,9,0,1,0,1,0,0,0
Aaron_Mooy_199,64,0,0,3,52,0,0,86,1,1,90,0,2,12,0,0,0,7,0,9,0,2,0,0,0,1,0
Aaron_Ramsey_14,13,0,0,0,11,0,0,81,0,0,10,0,0,11,0,0,0,1,0,9,0,0,0,0,3,1,0
Aaron_Wan-Bissaka_145,22,0,0,5,16,1,0,85,1,0,90,0,0,8,0,0,0,7,0,9,0,2,3,0,0,0,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,86,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,1,0
Abdoulaye_Doucouré_390,87,1,1,2,76,2,0,90,1,4,90,0,0,20,0,0,0,11,0,9,0,4,1,0,2,0,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,83,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,0,2,0,0
Adama_Diakhaby_471,1,0,0,0,0,1,0,86,0,1,1,0,1,12,0,0,0,0,0,9,0,0,0,0,0,1,0
Adama_Traoré_500,6,0,0,0,4,2,0,90,0,0,18,0,1,18,0,0,0,1,0,9,0,2,2,0,0,1,0
Adam_Lallana_250,41,0,0,2,34,3,0,86,1,1,68,0,0,10,0,0,0,4,0,9,0,2,0,0,1,0,1
Adam_Masina_386,52,0,0,7,42,1,0,90,1,0,90,0,0,20,0,0,0,4,0,9,0,1,3,0,2,0,0
Adam_Smith_29,38,0,1,5,31,0,0,82,1,0,90,0,0,16,0,0,0,4,0,9,0,7,1,0,0,1,0
Ademola_Lookman_170,7,1,0,0,6,1,0,85,0,1,8,0,1,7,0,0,0,3,0,9,0,1,0,0,2,1,0
Adrian_Mariappa_382,52,0,0,4,44,0,0,90,1,0,90,0,0,20,0,0,0,1,0,9,0,0,0,0,2,0,0
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,81,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0,0
Adrián_San Miguel del Castillo_399,0,0,0,0,0,0,0,89,0,0,0,0,0,17,0,0,0,0,0,9,0,0,0,0,0,1,0
Ainsley_Maitland-Niles_20,0,0,0,0,0,0,0,81,0,0,0,0,0,11,0,0,0,0,0,9,0,0,0,0,3,1,0
Alberto_Moreno_240,0,0,0,0,0,0,0,86,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,0,0
Aleksandar_Mitrovic_480,22,1,0,4,13,0,0,83,2,1,90,0,0,5,0,0,0,0,0,9,0,5,0,0,2,0,0
Alexander_Sørloth_153,0,0,0,0,0,0,0,85,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0
Alexandre_Lacazette_22,35,0,1,2,27,0,0,81,1,0,90,2,0,11,0,0,0,5,0,9,0,1,1,2,3,1,0
Alexis_Sánchez_295,6,0,0,1,4,0,0,84,1,0,5,0,0,6,0,0,0,1,0,9,0,1,0,0,2,0,1
Alex_Iwobi_15,50,0,0,2,40,3,0,81,0,2,90,0,0,11,0,0,0,5,0,9,0,4,4,0,3,1,0
Alex_McCarthy_328,30,0,0,2,14,0,0,82,0,0,90,0,0,2,0,0,0,9,0,9,2,0,0,0,0,0,0
Alex_Oxlade-Chamberlain_248,0,0,0,0,0,0,0,86,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,1,0,0
Alex_Pritchard_206,42,0,0,0,33,3,0,86,0,1,90,1,0,12,0,0,0,8,0,9,0,3,1,1,0,1,0
Alex_Smithies_89,0,0,0,0,0,0,0,83,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,4,1,0
