name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell_402,0,0,0,0,0,0,0,60,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,1,0
Aaron_Lennon_83,28,0,0,2,22,0,0,53,3,2,90,0,1,2,0,0,0,1,0,6,0,0,2,0,4,1,0
Aaron_Mooy_199,56,0,0,0,41,0,0,57,0,0,90,0,0,11,0,0,0,11,0,6,0,1,3,1,1,0,0
Aaron_Ramsey_14,30,1,0,0,25,0,0,51,1,2,79,0,1,8,0,0,0,1,0,6,0,5,0,0,2,1,0
Aaron_Wan-Bissaka_145,53,0,0,4,36,4,0,55,0,1,90,0,0,15,0,0,0,4,0,6,0,3,3,0,0,1,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,57,0,0,0,0,0,11,0,0,0,0,0,6,0,0,0,0,1,0,0
Abdoulaye_Doucouré_390,40,0,0,1,28,2,0,56,0,2,90,0,0,9,0,0,0,7,0,6,0,0,1,0,1,0,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,56,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,1,1,0
Adama_Diakhaby_471,7,0,0,0,4,0,0,57,2,0,33,0,0,11,0,0,0,2,0,6,0,2,0,0,1,0,0
Adama_Traoré_500,2,0,0,2,2,2,0,59,0,0,15,0,0,14,0,0,0,2,0,6,0,2,0,1,1,0,0
Adam_Lallana_250,0,0,0,0,0,0,0,58,0,0,0,0,0,16,0,0,0,0,0,6,0,0,0,0,3,1,0
Adam_Masina_386,0,0,0,0,0,0,0,56,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,1,0,0
