name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell_402,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,4,0,0
Aaron_Lennon_83,22,0,1,1,17,0,0,8,1,0,90,0,1,16,0,0,0,2,0,1,0,1,2,0,0,0,0,0
Aaron_Mooy_199,51,0,0,2,40,1,0,4,1,1,90,0,0,6,0,0,0,11,0,1,0,1,6,0,3,0,1,0
Aaron_Ramsey_14,11,0,0,0,7,1,0,1,0,1,53,2,0,13,0,0,0,1,0,1,0,0,2,0,2,0,1,0
Aaron_Wan-Bissaka_145,29,1,0,11,19,2,0,3,0,1,90,0,0,9,0,0,0,7,0,1,0,2,0,0,2,0,0,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,3,0,1,0
Abdoulaye_Doucouré_390,66,0,0,1,55,1,0,9,1,2,90,0,0,3,0,0,0,10,0,1,0,1,1,0,0,2,1,0
Aboubakar_Kamara_189,15,0,0,0,10,3,0,3,3,2,29,1,1,7,0,0,0,0,0,1,0,2,0,1,2,0,1,0
Adama_Diakhaby_471,5,0,0,0,5,0,0,4,0,0,19,0,0,6,0,0,0,1,0,1,0,1,0,0,3,0,1,0
Adama_Traoré_500,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,2,2,1,0
Adam_Lallana_250,0,0,0,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,4,1,0
Adam_Masina_386,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,1,0
Adam_Smith_29,42,0,0,5,37,0,0,2,1,1,90,0,0,5,0,0,0,5,0,1,0,0,0,0,0,2,1,0
