name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell_402,28,0,0,4,22,1,0,220,0,1,90,0,0,1,0,0,0,5,0,22,0,1,0,1,1,1,0
Aaron_Lennon_83,0,0,0,0,0,0,0,212,0,0,0,0,0,9,0,0,0,0,0,22,0,0,0,0,2,1,0
Aaron_Mooy_199,0,0,0,0,0,0,0,213,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0
Aaron_Ramsey_14,32,0,0,0,25,0,0,220,0,2,31,0,1,19,0,0,0,1,0,22,0,2,0,0,0,0,0
Aaron_Wan-Bissaka_145,40,0,0,7,35,3,0,215,2,1,90,0,3,18,0,0,0,6,0,22,0,2,3,0,1,1,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,212,0,0,0,0,0,9,0,0,0,0,0,22,0,0,0,0,2,1,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,213,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0
Abdoulaye_Doucouré_390,51,0,0,6,44,1,1,215,0,1,90,0,0,7,0,0,0,5,0,22,0,0,0,2,2,0,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,212,0,0,0,0,0,4,0,0,0,0,0,22,0,0,0,0,1,0,0
Adalberto_Peñaranda_554,0,0,0,0,0,0,0,215,0,0,0,0,0,7,0,0,0,0,0,22,0,0,0,0,2,0,0
Adama_Diakhaby_471,0,0,0,0,0,0,0,213,0,0,0,0,0,5,0,0,0,0,0,22,0,0,0,0,0,0,0
Adama_Traoré_500,11,0,0,0,9,5,0,218,0,0,45,1,0,13,0,0,0,5,0,22,0,3,3,0,0,0,0
Adam_Lallana_250,0,0,0,0,0,0,0,211,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,0,1,0,0
Adam_Masina_386,0,0,0,0,0,0,0,215,0,0,1,0,0,7,0,0,0,0,0,22,0,0,0,0,2,0,0
Adam_Smith_29,34,0,0,1,22,0,0,216,1,0,90,0,0,8,0,0,0,7,0,22,0,4,1,0,0,0,0
Ademola_Lookman_170,28,0,0,2,20,4,0,216,1,2,90,0,1,2,0,0,0,5,0,22,0,4,0,0,2,1,0
Adrian_Mariappa_382,37,0,0,12,28,0,0,215,0,0,90,0,0,7,0,0,0,4,0,22,0,1,3,0,2,0,0
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,217,0,0,0,0,0,16,0,0,0,0,0,22,0,0,0,0,1,1,0
