name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell_402,52,1,0,2,43,0,402,0,192,0,10795,1,90,0,4,0,0,0,7,0,20,0,0,0,0,0,2,409,0
Aaron_Lennon_83,0,0,0,0,0,0,83,0,192,0,10476,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,2,10,0
Aaron_Mooy_199,0,0,0,0,0,0,199,0,194,0,10592,0,0,0,9,0,0,0,0,0,20,0,0,0,0,0,1,25,0
Aaron_Ramsey_14,33,0,0,1,25,1,14,0,196,1,10407,0,90,0,12,0,0,0,6,0,20,0,3,0,1,1,5,394,0
Aaron_Wan-Bissaka_145,27,0,0,7,22,1,145,0,193,2,10538,0,90,0,6,0,0,0,7,0,20,0,0,1,0,1,0,56112,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,564,0,192,0,10957,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,2,68,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,205,0,194,0,10598,0,0,0,9,0,0,0,0,0,20,0,0,0,0,0,1,24,0
Abdoulaye_Doucouré_390,29,0,0,0,24,0,390,0,200,0,10783,0,36,1,15,0,0,0,4,0,20,0,1,0,0,1,1,13146,0
Aboubakar_Kamara_189,17,0,1,1,14,1,189,0,194,0,10582,1,45,1,10,0,1,0,4,0,20,0,1,0,0,0,1,69436,0
Adalberto_Peñaranda_554,0,0,0,0,0,0,554,0,200,0,10947,0,0,0,15,0,0,0,0,0,20,0,0,0,0,1,1,80,0
Adama_Diakhaby_471,0,0,0,0,0,0,471,0,194,0,10864,0,0,0,9,0,0,0,0,0,20,0,0,0,0,0,1,18,0
Adama_Traoré_500,15,0,0,1,11,5,500,0,199,1,10893,1,58,1,17,0,0,0,4,0,20,0,2,1,0,3,1,319,0
Adam_Lallana_250,10,0,0,0,10,0,250,0,196,1,10643,1,12,0,1,0,0,0,2,0,20,0,1,0,0,1,5,48,0
Adam_Masina_386,55,0,0,3,49,4,386,0,200,2,10779,0,77,0,15,0,0,0,6,0,20,0,0,0,0,1,1,37,1
Adam_Smith_29,0,0,0,0,0,0,29,0,197,0,10422,0,0,0,14,0,0,0,0,0,20,0,0,0,0,1,4,19,0
Ademola_Lookman_170,0,0,0,0,0,0,170,0,191,0,10563,0,0,0,3,0,0,0,0,0,20,0,0,0,0,0,1,17,0
Adrian_Mariappa_382,58,0,0,7,52,0,382,0,200,1,10775,0,90,0,15,0,0,0,4,0,20,0,0,0,0,1,1,506,0
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,231,0,195,0,10624,0,0,0,5,0,0,0,0,0,20,0,0,0,0,1,0,98,0
Adrián_San Miguel del Castillo_399,0,0,0,0,0,0,399,0,192,0,10792,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,2,148,0
Ainsley_Maitland-Niles_20,34,0,0,0,25,0,20,0,196,1,10413,1,90,0,12,0,0,0,4,0,20,0,3,2,1,1,5,365,0
Alberto_Moreno_240,0,0,0,0,0,0,240,0,196,0,10633,0,0,0,1,0,0,0,0,0,20,0,0,0,0,1,5,37,0
Aleksandar_Mitrovic_480,27,0,1,1,19,0,480,0,194,1,10873,1,90,1,10,0,0,0,0,0,20,0,0,0,3,0,1,75895,0
Alexander_Sørloth_153,0,0,0,0,0,0,153,0,193,0,10546,0,0,0,6,0,0,0,0,0,20,0,0,0,0,1,0,192,0
Alexandre Nascimento_Costa Silva_560,4,0,0,0,3,0,560,0,192,0,10953,1,17,0,4,0,0,0,0,0,20,0,1,0,0,0,2,1195,0
Alexandre_Lacazette_22,5,0,0,0,5,1,22,0,196,0,10415,0,19,1,12,0,0,0,0,0,20,0,0,0,0,1,5,15294,0
Alexis_Sánchez_295,0,0,0,0,0,0,295,0,197,0,10688,0,0,0,2,0,0,0,0,0,20,0,0,0,0,1,4,668,0
Alex_Iwobi_15,40,1,0,1,33,3,15,0,196,1,10408,2,90,0,12,0,0,0,5,0,20,0,5,0,0,1,5,1346,0
Alex_McCarthy_328,23,0,0,0,10,0,328,0,198,0,10721,0,90,0,13,0,0,0,5,0,20,4,0,0,0,3,1,627,0
Alex_Oxlade-Chamberlain_248,0,0,0,0,0,0,248,0,196,0,10641,0,0,0,1,0,0,0,0,0,20,0,0,0,0,1,5,29,0
Alex_Pritchard_206,26,0,0,0,18,1,206,0,194,1,10599,1,64,0,9,0,0,0,4,0,20,0,2,0,0,0,1,236,0
Alex_Smithies_89,0,0,0,0,0,0,89,0,195,0,10482,0,0,0,11,0,0,0,0,0,20,0,0,0,0,1,0,41,0
Alfie_Mawson_487,5,0,0,2,4,0,487,0,194,0,10880,0,45,0,10,0,0,0,0,0,20,0,0,0,0,0,1,604,0
Alfie_Whiteman_538,0,0,0,0,0,0,538,0,199,0,10931,0,0,0,20,0,0,0,0,0,20,0,0,0,0,3,1,252,0
Alireza_Jahanbakhsh_476,0,0,0,0,0,0,476,0,191,0,10869,0,0,0,8,0,0,0,0,0,20,0,0,0,0,0,1,4,0
Alisson_Ramses Becker_468,30,0,0,2,27,0,468,0,196,0,10861,0,90,0,1,0,0,0,9,0,20,1,0,0,0,1,5,50151,0
Anders_Lindegaard_485,0,0,0,0,0,0,485,0,192,0,10878,0,0,0,19,0,0,0,0,0,20,0,0,0,0,0,2,19,0
Ander_Herrera_299,65,1,0,4,60,0,299,0,197,2,10692,2,75,0,2,0,0,0,6,0,20,0,0,0,0,1,4,22854,1
Andreas_Christensen_119,0,0,0,0,0,0,119,0,193,0,10512,0,0,0,7,0,0,0,0,0,20,0,0,0,0,1,0,22,0
Andreas_Pereira_481,15,0,0,0,13,0,481,0,197,0,10874,0,14,0,2,0,0,0,0,0,20,0,0,0,0,1,4,257,0
Andrew_Robertson_247,52,0,0,2,36,1,247,0,196,2,10640,0,82,0,1,0,0,0,8,0,20,0,2,3,0,1,5,34069,1
Andrew_Surman_35,37,0,0,2,32,0,35,0,197,0,10428,0,90,0,14,0,0,0,8,0,20,0,0,0,1,1,4,218,0
Andre_Gray_395,0,0,0,0,0,0,395,0,200,0,10788,0,0,0,15,0,0,0,0,0,20,0,0,0,0,1,1,59,0
