name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell_402,61,0,0,1,53,1,0,309,0,2,90,0,3,10,0,0,0,0,0,31,0,0,0,2,4,1,0
Aaron_Lennon_83,0,0,0,0,0,0,0,303,0,0,0,0,0,11,0,0,0,0,0,31,0,0,0,0,1,1,0
Aaron_Mooy_199,42,2,0,0,39,3,0,309,2,4,90,0,0,19,0,0,0,5,0,31,0,3,0,0,3,0,0
Aaron_Rowe_607,13,0,0,2,7,1,0,309,2,0,54,0,0,19,1,0,0,3,0,31,0,6,0,0,3,0,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,303,0,0,0,0,0,11,0,0,0,0,0,31,0,0,0,0,1,1,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,309,0,0,0,0,0,19,0,0,0,0,0,31,0,0,0,0,3,0,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,305,0,0,0,0,0,12,0,0,0,0,0,31,0,0,0,0,1,1,0
Adama_Diakhaby_471,0,0,0,0,0,0,0,309,0,0,0,0,0,19,0,0,0,0,0,31,0,0,0,0,3,0,0
Adam_Lallana_250,36,0,0,1,30,2,0,305,0,1,71,0,0,9,0,0,0,2,0,31,0,5,1,0,2,0,0
Adam_Smith_29,0,0,0,0,0,0,0,301,0,0,0,0,0,15,0,0,0,0,0,31,0,0,0,0,2,1,0
Ademola_Lookman_170,0,0,0,0,0,0,0,304,0,0,0,0,0,6,0,0,0,0,0,31,0,0,0,0,2,1,0
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,303,0,0,0,0,0,4,0,0,0,0,0,31,0,0,0,0,2,0,0
Adrián_San Miguel del Castillo_399,0,0,0,0,0,0,0,309,0,0,0,0,0,10,0,0,0,0,0,31,0,0,0,0,4,1,0
Alberto_Moreno_240,0,0,0,0,0,0,0,305,0,0,0,0,0,9,0,0,0,0,0,31,0,0,0,0,2,0,0
Aleksandar_Mitrovic_480,25,0,0,1,15,0,0,305,2,0,90,3,0,12,0,0,0,0,0,31,0,5,0,0,1,1,0
Alexandre Nascimento_Costa Silva_560,0,0,0,0,0,0,0,309,0,0,0,0,0,10,0,0,0,0,0,31,0,0,0,0,4,1,0
Alex_Oxlade-Chamberlain_248,0,0,0,0,0,0,0,305,0,0,0,0,0,9,0,0,0,0,0,31,0,0,0,0,2,0,0
Alex_Pritchard_206,34,0,0,2,23,2,0,309,1,0,90,1,1,19,0,0,0,6,0,31,0,3,0,0,3,0,1
Alfie_Mawson_487,0,0,0,0,0,0,0,305,0,0,0,0,0,12,0,0,0,0,0,31,0,0,0,0,1,1,0
Alisson_Ramses Becker_468,27,0,0,1,24,0,0,305,0,0,90,0,0,9,0,0,0,10,0,31,1,0,0,0,2,0,0
Anders_Lindegaard_485,0,0,0,0,0,0,0,303,0,0,0,0,0,11,0,0,0,0,0,31,0,0,0,0,1,1,0
Andreas_Christensen_119,0,0,0,0,0,0,0,304,0,0,0,0,0,8,0,0,0,0,0,31,0,0,0,0,0,0,0
Andrew_Robertson_247,76,0,0,0,64,0,0,305,0,2,90,0,1,9,0,0,0,5,0,31,0,3,1,0,2,0,0
