name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell_402,66,0,0,1,56,0,0,270,0,0,90,0,1,9,0,0,0,8,0,27,0,0,0,0,3,1,0
Aaron_Lennon_83,0,0,0,0,0,0,0,263,0,0,0,0,0,17,0,0,0,0,0,27,0,0,0,0,2,1,0
Aaron_Mooy_199,56,0,0,2,44,0,0,269,1,1,90,0,1,15,0,0,0,3,0,27,0,3,1,0,0,0,0
Aaron_Ramsey_14,28,0,0,0,22,0,0,261,1,0,62,0,0,16,0,0,0,3,0,27,0,1,1,0,2,1,0
Aaron_Wan-Bissaka_145,0,0,0,0,0,0,0,267,0,0,0,0,0,11,0,0,0,0,0,27,0,0,0,0,4,0,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,0,263,0,0,0,0,0,17,0,0,0,0,0,27,0,0,0,0,2,1,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,269,0,0,0,0,0,15,0,0,0,0,0,27,0,0,0,0,0,0,0
Abdoulaye_Doucouré_390,84,1,0,7,79,1,0,264,3,1,90,0,1,5,0,0,0,13,0,27,0,5,1,0,5,0,0
Aboubakar_Kamara_189,0,0,0,0,0,0,0,270,0,0,0,0,0,19,0,0,0,0,0,27,0,0,0,0,1,0,0
Adalberto_Peñaranda_554,0,0,0,0,0,0,0,264,0,0,0,0,0,5,0,0,0,0,0,27,0,0,0,0,5,0,0
Adama_Diakhaby_471,0,0,0,0,0,0,0,269,0,0,0,0,0,15,0,0,0,0,0,27,0,0,0,0,0,0,0
Adama_Traoré_500,4,0,0,0,3,0,0,262,2,2,13,0,2,2,0,0,0,1,0,27,0,1,1,0,1,0,0
Adam_Lallana_250,0,0,0,0,0,0,0,268,0,0,0,0,0,14,0,0,0,0,0,27,0,0,0,0,0,0,0
Adam_Masina_386,28,0,0,8,21,0,0,264,0,0,90,0,0,5,0,0,0,2,0,27,0,1,0,0,5,0,0
Adam_Smith_29,46,0,0,4,40,1,0,262,2,0,90,0,0,20,1,0,0,6,0,27,0,0,0,0,1,1,1
Adrian_Mariappa_382,69,0,0,10,63,0,0,264,0,0,90,0,0,5,0,0,0,6,0,27,0,0,1,0,5,0,0
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,267,0,0,0,0,0,7,0,0,0,0,0,27,0,0,0,0,1,1,0
Adrián_San Miguel del Castillo_399,0,0,0,0,0,0,0,270,0,0,0,0,0,9,0,0,0,0,0,27,0,0,0,0,3,1,0
Ainsley_Maitland-Niles_20,0,0,0,0,0,0,0,261,0,0,0,0,0,16,0,0,0,0,0,27,0,0,0,0,2,1,0
Alberto_Moreno_240,0,0,0,0,0,0,0,268,0,0,0,0,0,14,0,0,0,0,0,27,0,0,0,0,0,0,0
Aleksandar_Mitrovic_480,39,0,0,0,31,1,0,270,0,0,90,1,0,19,0,0,0,3,0,27,0,7,0,1,1,0,0
Alexander_Sørloth_153,0,0,0,0,0,0,0,267,0,0,0,0,0,11,0,0,0,0,0,27,0,0,0,0,4,0,0
Alexandre Nascimento_Costa Silva_560,0,0,0,0,0,0,0,270,0,0,0,0,0,9,0,0,0,0,0,27,0,0,0,0,3,1,0
Alexandre_Lacazette_22,25,0,1,2,19,5,0,261,2,0,90,1,0,16,0,0,0,2,0,27,0,2,0,1,2,1,0
Alexis_Sánchez_295,12,0,0,1,8,2,0,268,0,1,47,1,1,12,0,0,0,3,0,27,0,3,0,0,0,1,0
Alex_Iwobi_15,41,0,0,1,34,1,0,261,2,3,74,0,2,16,0,0,0,1,0,27,0,2,1,0,2,1,0
Alex_McCarthy_328,0,0,0,0,0,0,0,261,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0
Alex_Oxlade-Chamberlain_248,0,0,0,0,0,0,0,268,0,0,0,0,0,14,0,0,0,0,0,27,0,0,0,0,0,0,0
