name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell_402,0,0,0,0,0,0,402,0,349,0,19642,0,0,0,11,0,0,0,0,0,35,0,0,0,0,2,2,30,0
Aaron_Lennon_83,0,0,0,0,0,0,83,0,344,0,19203,0,0,0,6,0,0,0,0,0,35,0,0,0,0,2,2,7,0
Aaron_Mooy_199,54,0,0,3,47,3,199,0,346,2,19320,3,90,0,18,0,0,0,3,0,35,0,2,1,1,2,1,212,0
Aaron_Ramsey_14,0,0,0,0,0,0,14,0,341,0,19105,0,0,0,7,0,0,0,0,0,35,0,0,0,0,3,2,20804,0
Aaron_Ramsey_14,0,0,0,0,0,0,14,0,310,0,19104,0,0,0,20,0,0,0,0,0,35,0,0,0,0,1,3,20804,0
Aaron_Rowe_607,0,0,0,0,0,0,607,0,346,0,19926,0,0,0,18,0,0,0,0,0,35,0,0,0,0,2,1,6,0
Aaron_Wan-Bissaka_145,23,0,0,11,14,0,145,0,341,0,19265,1,90,0,1,0,0,0,11,0,35,0,1,3,0,3,2,33795,0
Abd-Al-Ali Morakinyo Olaposi_Koiki_564,0,0,0,0,0,0,564,0,344,0,19867,0,0,0,6,0,0,0,0,0,35,0,0,0,0,2,2,7,0
Abdelhamid_Sabiri_205,0,0,0,0,0,0,205,0,346,0,19326,0,0,0,18,0,0,0,0,0,35,0,0,0,0,2,1,16,0
Abdoulaye_Doucouré_390,59,0,0,1,57,0,390,0,346,1,19623,1,90,1,10,0,0,0,7,0,35,0,0,2,0,2,1,113812,1
Abdoulaye_Doucouré_390,86,0,0,0,66,0,390,0,308,1,19622,2,90,0,16,0,0,0,4,0,35,0,6,0,0,1,1,113812,1
Aboubakar_Kamara_189,0,0,0,0,0,0,189,0,342,0,19310,0,0,0,2,0,0,0,0,0,35,0,0,0,0,1,0,62,0
Adalberto_Peñaranda_554,0,0,0,0,0,0,554,0,346,0,19851,0,0,0,10,0,0,0,0,0,35,0,0,0,0,2,1,25,0
