name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,379,0,0,44,277,12,0,240,8,10,90,5,5,2,0,0,0,63,0,24,2,16,8,6,1,3,4,AFC Bournemouth,433,1,0,52,332,10,0,7,6,5,1,0,0,0,59,0,3,14,4,5,1,1,3
Everton,475,1,0,44,341,8,0,234,15,7,0,0,2,19,0,0,0,63,0,24,4,14,7,2,1,2,4,West Bromwich Albion,351,2,1,39,222,7,0,10,12,0,3,0,0,0,71,0,3,20,8,9,1,1,5
Arsenal,736,5,2,36,643,11,1,231,6,13,0,3,1,6,0,0,0,75,0,24,4,12,6,1,4,0,10,Crystal Palace,396,1,1,56,325,4,0,8,5,1,3,0,0,0,66,0,6,21,8,1,1,0,5
Burnley,426,0,0,35,314,7,0,233,7,9,0,1,3,12,0,0,0,69,0,24,1,13,15,8,0,3,2,Manchester United,459,0,0,61,360,9,0,12,11,2,2,0,0,0,72,0,2,22,2,4,1,3,2
Leicester City,424,0,0,39,332,17,0,235,11,6,1,5,1,18,0,0,0,65,0,24,3,26,2,3,2,0,5,Watford,358,1,1,32,260,9,0,10,7,3,2,1,0,0,60,0,3,14,9,4,0,0,3
Manchester City,800,1,0,25,723,21,1,236,5,17,0,4,1,13,0,0,0,60,0,24,3,18,1,10,3,0,9,Newcastle United,191,2,1,62,111,9,0,10,3,2,2,1,0,0,43,0,6,20,8,1,1,1,4
Southampton,343,2,2,36,239,10,0,237,8,8,90,2,3,17,0,0,0,67,0,24,1,16,12,5,1,2,5,Tottenham,490,1,0,28,402,7,1,15,15,1,3,0,0,0,69,0,4,21,6,10,1,3,2
Swansea City,295,1,0,60,203,6,0,239,5,2,90,1,0,10,0,0,0,66,0,24,4,15,8,1,1,0,2,Liverpool,756,3,4,18,661,6,0,9,14,1,4,0,0,0,72,0,1,15,6,11,0,2,4
Brighton,362,1,1,33,289,8,0,232,12,7,0,4,4,5,0,0,0,59,0,24,6,12,8,5,0,3,3,Chelsea,534,1,0,33,462,17,1,5,10,0,1,0,0,0,58,0,3,11,3,1,4,0,10
Stoke City,327,1,1,41,200,6,0,238,18,9,0,10,3,8,0,0,0,68,0,24,3,12,12,4,2,1,6,Huddersfield Town,347,0,0,26,191,7,0,13,4,0,2,0,0,0,59,0,4,23,10,3,0,1,3
