name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Burnley,278,1,0,57,177,2,0,254,9,7,90,1,3,11,0,0,0,47,0,26,6,11,4,4,1,4,3,Manchester City,697,2,3,39,605,9,0,6,14,0,0,0,0,0,49,0,2,9,3,6,1,1,7
AFC Bournemouth,437,1,1,31,317,7,0,252,14,11,0,2,5,15,0,0,0,61,0,26,2,27,3,3,2,2,7,Stoke City,325,0,0,56,217,5,0,19,10,6,4,0,0,0,63,0,5,10,15,6,1,3,3
Arsenal,552,4,0,45,469,8,1,251,8,11,74,1,0,7,0,0,0,57,0,26,1,10,15,3,5,2,7,Everton,376,1,0,46,303,11,0,8,6,3,2,0,0,0,65,0,2,21,3,4,1,0,2
Crystal Palace,425,2,3,38,337,15,0,255,11,16,0,4,6,13,0,0,0,68,0,26,7,11,3,10,1,1,5,Newcastle United,366,1,0,56,258,4,2,8,9,3,2,1,0,0,63,0,4,19,4,1,1,1,8
Watford,409,1,0,30,327,12,0,259,11,17,90,1,4,5,0,0,0,64,0,26,2,16,5,9,4,2,8,Chelsea,512,1,1,34,423,12,2,8,5,1,1,1,0,0,62,1,4,18,10,2,1,2,3
Liverpool,303,0,0,58,205,12,0,257,15,4,0,2,3,17,2,0,1,71,0,26,4,16,8,4,2,3,3,Tottenham,587,2,3,24,472,8,0,9,7,2,1,0,1,0,74,0,1,16,5,2,2,1,6
Leicester City,521,2,2,31,427,7,0,256,9,7,67,5,3,16,0,0,0,76,0,26,0,14,12,5,1,1,4,Swansea City,342,1,0,65,250,11,0,8,3,0,4,0,0,0,64,0,3,15,8,1,1,0,1
West Bromwich Albion,320,1,0,35,212,11,1,260,12,5,90,1,3,14,0,0,0,56,0,26,2,13,5,4,2,2,3,Southampton,523,1,1,35,404,15,0,10,10,2,4,0,0,0,65,0,1,10,5,5,3,1,5
Manchester United,781,0,1,31,693,25,0,258,5,10,90,4,4,8,0,1,0,60,0,26,0,23,8,4,2,2,7,Huddersfield Town,265,0,0,52,189,4,0,19,2,0,1,1,0,1,61,0,5,15,12,1,0,4,0
Brighton,452,1,0,26,340,8,0,253,11,16,77,3,6,20,0,0,0,63,0,26,0,18,4,11,3,3,5,West Ham United,375,1,1,63,275,11,1,7,4,3,6,0,0,0,51,0,2,7,9,2,1,1,1
