name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
AFC Bournemouth,464,2,1,28,373,7,0,322,8,15,0,3,11,6,0,0,0,64,0,33,4,15,4,11,2,2,5,Crystal Palace,440,1,1,64,351,8,0,9,10,1,2,0,0,0,64,0,3,7,8,3,2,2,6
Arsenal,702,2,1,45,598,4,1,321,11,11,0,1,2,14,0,0,0,62,1,33,5,11,6,4,3,2,7,Southampton,369,4,2,49,267,5,0,7,11,2,2,0,0,0,66,1,4,11,5,4,2,1,7
Watford,436,2,2,33,320,10,3,329,18,12,84,3,5,4,0,0,0,66,0,33,2,14,2,4,1,2,5,Burnley,290,0,0,67,177,2,0,12,3,2,4,0,0,0,49,0,4,8,7,2,2,2,4
Everton,357,2,2,48,242,4,1,325,12,5,0,4,4,10,0,0,0,53,0,33,4,11,7,3,0,0,1,Liverpool,584,0,1,29,469,7,0,7,6,1,2,0,0,0,51,0,1,16,5,4,0,0,4
Leicester City,521,1,0,26,414,10,2,326,7,8,90,3,4,13,0,0,0,66,0,33,2,12,7,5,1,1,1,Newcastle United,273,0,0,43,166,3,0,14,5,3,1,0,0,0,61,0,0,11,3,3,2,3,4
West Bromwich Albion,478,1,0,32,394,11,0,330,15,9,90,6,5,16,0,0,0,57,0,33,0,13,4,4,1,3,3,Swansea City,454,1,1,40,357,11,1,5,6,1,2,0,0,0,45,0,2,13,10,5,1,2,1
Manchester City,594,5,4,22,514,10,0,327,17,17,0,0,3,12,0,0,0,54,0,33,1,11,2,9,2,6,6,Manchester United,317,3,0,43,244,14,0,9,5,2,2,0,0,0,54,0,4,9,5,1,3,3,4
Chelsea,593,2,1,32,504,12,0,324,7,21,0,2,6,20,0,0,0,76,0,33,1,16,9,11,1,0,6,West Ham United,407,0,0,44,310,6,0,11,5,2,0,0,0,0,80,0,5,13,6,0,1,1,2
Brighton,357,4,4,46,234,8,0,323,13,13,0,3,4,8,0,0,0,63,1,33,4,17,7,6,1,1,5,Huddersfield Town,517,0,0,28,402,8,0,7,9,3,6,0,0,0,48,0,4,17,9,4,1,0,5
Stoke City,263,1,1,53,160,8,1,328,19,6,0,2,4,17,0,0,0,53,0,33,2,14,11,5,1,4,4,Tottenham,545,2,1,38,453,18,1,8,8,3,3,0,0,0,63,0,3,23,12,5,2,3,4
