name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Everton,494,1,0,63,391,0,0,5,13,7,0,2,5,15,0,0,0,46,0,1,1,16,10,3,1,1,4,Stoke City,289,0,0,50,209,10,1,10,6,6,1,0,0,0,43,0,3,15,9,6,0,1,1
Arsenal,632,4,3,44,538,16,0,1,9,25,23,5,3,9,0,0,0,61,0,1,0,17,13,8,4,0,10,Leicester City,263,1,0,41,165,4,0,12,4,3,3,0,0,0,53,0,6,24,4,3,3,1,3
Watford,396,1,0,40,275,11,1,7,14,5,90,3,1,10,1,0,0,58,0,1,2,18,7,4,3,0,4,Liverpool,476,1,0,33,352,6,0,8,12,1,1,0,0,0,55,0,1,18,10,8,3,3,5
West Bromwich Albion,241,1,0,44,156,1,0,8,15,15,90,2,2,2,0,0,0,58,0,1,2,16,12,9,1,3,6,AFC Bournemouth,608,0,0,25,523,5,0,3,8,0,5,0,0,0,51,0,5,19,11,2,0,1,2
Newcastle United,246,1,1,41,157,5,0,10,6,4,0,2,1,17,0,0,0,51,1,1,4,15,11,3,0,1,3,Tottenham,699,2,2,28,628,9,0,10,14,1,2,0,0,0,53,0,3,17,11,5,2,2,6
Southampton,520,2,2,25,432,6,0,6,10,23,0,0,9,16,0,0,0,61,0,1,0,10,10,16,0,2,2,Swansea City,366,0,0,57,284,3,0,13,3,1,2,0,0,0,36,0,2,12,4,2,0,1,0
Manchester United,491,3,0,31,416,23,0,9,19,17,0,1,3,20,0,0,0,61,0,1,1,21,4,8,4,2,6,West Ham United,398,1,1,46,315,3,1,7,7,4,0,0,0,0,61,0,2,14,13,6,0,2,1
Chelsea,523,2,0,31,446,5,0,3,16,14,73,2,3,4,0,0,0,50,2,1,2,11,8,6,2,3,6,Burnley,314,0,0,54,234,2,0,11,8,1,6,0,0,0,39,0,4,10,6,4,3,3,5
Crystal Palace,391,1,2,37,303,19,0,4,7,8,45,0,1,8,0,0,0,62,0,1,4,28,19,7,0,1,4,Huddersfield Town,303,0,0,38,193,5,0,19,5,2,1,0,0,0,49,0,4,23,11,2,3,3,7
Brighton,213,0,0,56,132,6,1,2,6,2,13,6,2,11,0,0,0,51,0,1,3,10,9,2,0,0,2,Manchester City,767,2,3,19,690,6,1,9,9,1,3,0,0,0,48,0,2,11,6,5,2,2,5
