name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,309,1,1,41,214,4,0,40,11,12,90,0,5,8,0,0,0,49,0,4,2,19,6,10,2,1,4,Huddersfield Town,428,0,0,51,330,9,0,14,9,1,1,0,0,0,53,0,2,20,9,1,0,2,2
Everton,462,1,1,40,375,6,1,33,14,9,0,4,5,17,0,0,0,59,0,4,3,11,7,5,0,3,1,Tottenham,459,3,2,47,370,8,1,14,11,3,5,0,0,0,60,0,1,15,8,6,3,1,6
Arsenal,589,4,3,39,471,8,0,31,14,15,66,4,2,2,0,0,0,66,0,4,2,9,11,4,3,0,9,AFC Bournemouth,402,0,0,39,292,7,0,10,4,0,6,0,0,0,61,0,6,16,7,5,0,1,2
Leicester City,344,1,1,37,258,6,0,34,11,3,0,1,2,5,0,0,0,64,0,4,4,21,15,3,1,1,2,Chelsea,519,1,1,33,435,11,0,8,16,3,3,1,0,0,64,0,1,17,14,5,2,0,6
Manchester City,732,5,1,27,663,4,0,35,10,11,0,5,4,10,0,0,0,60,0,4,3,15,8,3,5,2,11,Liverpool,370,0,0,40,286,10,1,9,4,2,2,0,0,0,56,1,6,14,10,2,0,2,3
Southampton,421,0,0,39,304,6,0,36,8,7,0,2,3,18,0,0,0,59,0,4,1,18,5,3,0,0,1,Watford,385,0,0,59,276,11,0,11,9,1,1,0,0,0,63,0,1,17,8,5,2,0,3
Swansea City,527,2,2,37,425,13,0,39,11,7,90,1,6,13,0,0,0,57,0,4,7,20,6,5,0,2,3,Newcastle United,329,2,1,48,239,5,0,15,14,0,3,0,0,0,60,0,3,13,14,3,1,3,8
Brighton,444,0,0,55,356,3,0,32,9,9,90,1,3,19,0,0,0,63,0,4,2,7,7,3,3,2,6,West Bromwich Albion,455,2,1,34,371,9,0,4,9,1,5,0,0,0,55,0,3,17,3,6,1,0,3
Burnley,253,0,0,74,159,9,0,38,7,3,26,8,1,6,0,0,0,54,0,4,3,11,8,2,1,1,2,Crystal Palace,449,4,4,37,342,26,0,14,14,1,4,0,0,0,51,0,1,17,7,6,0,1,3
Stoke City,331,3,1,34,253,9,0,37,10,9,0,1,2,12,0,0,0,49,0,4,7,9,10,4,2,0,5,Manchester United,562,4,3,23,492,10,0,10,13,4,3,0,0,0,45,0,3,19,5,5,2,0,9
