name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Everton,447,0,0,32,351,11,0,175,12,9,78,1,1,16,0,1,0,56,0,18,2,12,11,3,3,2,7,Swansea City,431,1,0,32,335,8,0,12,5,0,1,2,0,1,60,0,4,18,8,4,1,3,3
AFC Bournemouth,513,1,1,25,416,6,1,172,5,6,0,2,0,10,0,0,0,62,0,18,3,12,3,2,0,1,2,Liverpool,655,4,2,39,576,7,0,10,17,4,5,0,0,0,73,0,2,9,4,12,4,1,7
Arsenal,760,2,2,40,649,19,1,171,13,18,0,1,0,13,0,0,0,66,0,18,2,22,2,11,1,2,5,Newcastle United,301,0,0,60,201,8,1,9,8,2,2,0,0,0,64,0,4,16,9,4,0,1,2
Watford,450,0,0,30,354,11,0,179,12,10,90,3,1,8,1,0,0,57,1,18,3,22,7,6,1,2,3,Huddersfield Town,308,4,2,37,224,7,0,17,10,3,3,0,0,0,61,1,2,19,11,4,4,1,7
West Bromwich Albion,433,0,0,37,341,9,0,180,14,11,90,1,6,12,0,0,0,59,0,18,1,12,8,3,1,1,5,Manchester United,586,0,0,37,481,10,1,7,7,1,2,0,0,0,62,0,4,16,6,2,2,3,3
Leicester City,450,0,0,26,355,24,0,176,12,7,0,0,3,6,0,0,0,62,1,18,3,30,13,5,0,2,2,Crystal Palace,369,4,2,56,276,23,0,13,11,0,4,0,0,0,64,0,2,16,17,3,3,2,6
Manchester City,453,3,4,19,368,16,1,177,13,14,0,4,2,17,0,1,0,59,0,18,1,13,9,7,4,2,11,Tottenham,413,0,0,33,330,14,0,20,4,2,1,1,0,0,51,0,7,18,7,4,1,4,2
Chelsea,549,0,0,24,467,28,0,174,8,21,90,3,4,14,0,0,0,57,0,18,2,21,8,8,1,1,8,Southampton,477,1,1,42,384,7,1,16,4,2,2,0,0,0,62,0,7,13,12,2,0,3,2
Brighton,474,1,2,51,375,8,0,173,13,8,82,2,2,4,0,1,0,82,0,18,6,11,6,6,0,4,1,Burnley,358,1,1,39,239,11,0,13,8,2,3,1,0,0,66,0,1,11,9,0,0,2,6
Stoke City,419,1,1,25,329,7,1,178,12,15,0,0,5,20,1,0,0,53,0,18,4,8,19,8,0,2,0,West Ham United,368,3,1,66,294,19,1,13,11,1,1,0,0,0,58,0,0,26,6,6,3,1,7
