name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Huddersfield Town,500,2,1,32,415,7,1,194,9,14,90,2,5,15,0,0,0,70,0,20,4,31,9,7,1,2,8,Stoke City,365,1,1,60,268,9,0,12,11,2,4,0,0,0,54,0,7,18,11,5,1,4,5
AFC Bournemouth,417,2,2,20,324,11,0,191,12,21,0,0,11,20,0,0,0,65,0,20,2,21,7,11,3,3,10,West Ham United,331,2,2,61,229,7,0,14,7,2,3,0,0,0,66,0,7,15,17,3,3,4,5
Crystal Palace,333,1,1,49,248,13,0,193,12,13,0,1,4,1,0,0,0,58,0,20,6,19,4,9,2,1,2,Arsenal,653,3,3,46,552,14,1,7,12,3,1,0,0,0,59,0,0,27,7,3,3,1,9
Watford,355,1,1,47,236,13,0,199,7,8,90,4,2,9,0,0,0,82,0,20,4,15,11,7,2,3,2,Leicester City,354,3,2,32,242,14,1,13,9,6,5,0,0,0,73,0,0,22,5,3,1,3,5
Liverpool,598,2,2,19,530,20,0,195,5,14,21,3,2,16,0,0,0,72,0,20,4,13,9,7,5,0,9,Swansea City,499,0,0,39,425,8,2,8,6,0,3,0,0,0,59,0,4,21,5,2,0,1,4
West Bromwich Albion,367,1,1,30,261,7,0,200,14,14,90,1,10,7,0,0,0,58,0,20,3,16,4,10,0,2,3,Everton,345,0,0,48,238,3,0,13,3,1,2,0,0,0,52,0,3,15,6,4,0,0,3
Newcastle United,228,0,0,39,133,10,2,197,11,5,0,4,2,11,0,0,0,54,0,20,5,14,4,3,0,1,1,Manchester City,824,2,2,20,735,13,1,6,19,4,1,0,0,0,64,0,1,15,8,12,1,0,6
Tottenham,495,4,0,42,408,13,1,198,8,13,0,1,2,14,0,0,0,63,0,20,5,28,4,7,5,0,6,Southampton,359,0,0,38,266,14,3,15,12,1,2,0,0,0,64,0,1,11,15,7,2,2,7
Manchester United,643,2,2,22,539,10,0,196,10,18,0,0,10,4,0,0,0,61,0,20,0,14,10,7,2,3,5,Burnley,271,1,0,71,159,3,0,14,2,1,2,0,0,0,57,0,3,10,11,1,2,7,2
Chelsea,696,4,3,25,616,12,0,192,8,23,0,2,3,3,0,0,0,69,0,20,1,10,8,10,2,0,7,Brighton,342,0,0,56,264,4,0,8,6,2,3,0,0,0,51,0,5,12,6,4,0,1,1
