name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell,28,0,0,2,20,0,0,272,0,1,90,0,0,2,0,0,0,4,0,28,0,0,2,0,2,3,0,0
Aaron_Lennon,0,0,0,0,0,0,0,275,0,0,0,0,0,19,0,0,0,0,0,28,0,0,0,0,0,3,1,0
Abel_Hernández,8,1,0,1,6,0,0,276,1,1,81,1,0,16,0,0,0,2,0,28,0,1,1,0,1,2,1,0
Adama_Diomande,0,0,0,0,0,0,0,276,0,0,0,0,0,16,0,0,0,0,0,28,0,0,0,0,1,2,1,0
Adam_Federici,0,0,0,0,0,0,0,272,0,0,0,0,0,20,0,0,0,0,0,28,0,0,0,0,2,3,1,0
Adam_Lallana,63,0,0,1,54,0,0,280,1,0,90,1,0,3,0,0,0,6,0,28,0,1,1,1,1,2,1,1
Adam_Smith,38,1,0,5,32,1,0,272,2,1,90,0,1,20,0,0,0,7,0,28,0,1,2,1,2,3,1,0
Ademola_Lookman,0,0,0,0,0,0,0,275,0,0,0,0,0,19,0,0,0,0,0,28,0,0,0,0,0,3,1,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,272,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,2,3,0,0
Ahmed_Elmohamady,8,1,0,1,5,0,0,276,0,2,16,0,1,16,0,0,0,1,0,28,0,1,0,0,1,2,1,0
Aiden_O'Neill,0,0,0,0,0,0,0,280,0,0,0,0,0,9,0,0,0,0,0,28,0,0,0,0,1,2,0,0
Alberto_Moreno,0,0,0,0,0,0,0,280,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0,0,1,2,1,0
Alexander_Manninger,0,0,0,0,0,0,0,280,0,0,0,0,0,3,0,0,0,0,0,28,0,0,0,0,1,2,1,0
Alex_Bruce,0,0,0,0,0,0,0,276,0,0,0,0,0,16,0,0,0,0,0,28,0,0,0,0,1,2,1,0
Alex_Palmer,0,0,0,0,0,0,0,275,0,0,0,0,0,6,0,0,0,0,0,28,0,0,0,0,0,3,0,0
Alex_Pike,0,0,0,0,0,0,0,272,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,2,3,0,0
Alfie_Mawson,39,0,0,5,36,1,0,276,1,0,90,0,0,7,0,0,0,3,0,28,0,0,0,2,1,2,0,0
Alfred_N'Diaye,25,0,0,0,24,1,0,276,3,1,62,0,0,16,0,0,0,7,0,28,0,3,0,0,1,2,1,1
Allan-Roméo_Nyom,27,0,0,4,18,3,0,275,0,0,90,0,0,6,0,0,0,6,0,28,0,0,0,0,0,3,0,0
Allan_McGregor,0,0,0,0,0,0,0,276,0,0,0,0,0,16,0,0,0,0,0,28,0,0,0,0,1,2,1,0
