name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Mooy,71,0,0,3,57,0,0,303,2,0,90,1,0,6,0,0,0,11,0,31,0,2,3,0,2,0,1,1
Aaron_Ramsdale,0,0,0,0,0,0,0,301,0,0,0,0,0,19,0,0,0,0,0,31,0,0,0,0,1,2,1,0
Aaron_Wan-Bissaka,39,0,0,7,22,4,0,303,2,1,90,0,1,8,0,0,0,12,0,31,0,2,2,0,2,0,0,1
Abdelhamid_Sabiri,0,0,0,0,0,0,0,303,0,0,0,0,0,6,0,0,0,0,0,31,0,0,0,0,2,0,1,0
Abdoulaye_Doucouré,68,0,0,2,55,1,0,305,0,1,90,1,0,10,0,0,0,14,0,31,0,3,3,0,0,5,0,0
Adam_Federici,0,0,0,0,0,0,0,301,0,0,0,0,0,19,0,0,0,0,0,31,0,0,0,0,1,2,1,0
Adam_Lallana,0,0,0,0,0,0,0,305,0,0,0,0,0,18,0,0,0,0,0,31,0,0,0,0,0,5,1,0
Adam_Smith,50,0,0,1,45,0,0,301,1,0,56,0,0,19,0,0,0,5,0,31,0,1,0,0,1,2,1,1
Ademola_Lookman,0,0,0,0,0,0,0,307,0,0,0,0,0,15,0,0,0,0,0,31,0,0,0,0,2,1,0,0
Adrian_Mariappa,46,0,0,7,36,0,0,305,2,0,90,0,0,10,0,0,0,5,0,31,0,0,1,0,0,5,0,0
Ahmed El-Sayed_Hegazi,32,0,0,9,18,0,0,301,1,1,90,0,1,2,0,0,0,6,0,31,0,0,1,0,1,2,0,0
Alberto_Moreno,0,0,0,0,0,0,0,305,0,0,0,0,0,18,0,0,0,0,0,31,0,0,0,0,0,5,1,0
Alexander_Sørloth,0,0,0,0,0,0,0,303,0,0,0,0,0,8,0,0,0,0,0,31,0,0,0,0,2,0,0,0
