name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell,44,0,0,0,30,0,0,58,1,0,90,0,1,17,0,0,0,4,0,6,0,6,2,0,3,2,1,0
Aaron_Lennon,0,0,0,0,0,0,0,52,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,1,2,1,0
Aaron_Mooy,56,0,0,1,46,0,0,51,1,4,90,0,0,4,0,0,0,9,0,6,0,1,4,0,0,0,0,0
Aaron_Ramsdale,0,0,0,0,0,0,0,52,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,1,2,0,0
Aaron_Ramsey,60,0,0,0,46,1,0,60,1,0,90,0,0,19,0,0,0,5,0,6,0,0,0,1,0,2,1,0
Abdelhamid_Sabiri,24,0,0,0,16,1,0,51,2,0,62,0,0,4,0,0,0,2,0,6,0,2,1,1,0,0,0,1
Abdoulaye_Doucouré,69,0,0,4,59,1,0,57,3,1,90,0,0,16,0,0,0,9,0,6,0,2,0,0,2,1,0,1
Adam_Federici,0,0,0,0,0,0,0,52,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,1,2,0,0
Adam_Lallana,0,0,0,0,0,0,0,53,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,3,2,0,0
Adam_Legzdins,0,0,0,0,0,0,0,51,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,1,0
Adam_Smith,39,0,0,3,34,1,0,52,2,0,90,0,0,7,0,0,0,5,0,6,0,1,2,0,1,2,0,0
Ademola_Lookman,0,0,0,0,0,0,0,52,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,1,2,1,0
Adrian_Mariappa,28,0,0,9,24,0,0,57,2,0,90,0,0,16,0,0,0,3,0,6,0,0,0,0,2,1,0,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,58,0,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,3,2,1,0
Ahmed El-Sayed_Hegazi,28,0,0,10,25,1,0,60,1,0,90,0,0,1,0,0,0,5,0,6,0,0,2,0,0,2,0,0
