name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell,25,0,0,3,16,0,0,72,0,0,90,0,0,4,0,0,0,3,0,8,0,0,0,0,1,1,0,0
Aaron_Lennon,0,0,0,0,0,0,0,71,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,1,1,0,0
Aaron_Mooy,53,0,0,1,45,0,0,78,1,0,45,0,0,16,0,0,0,5,0,8,0,1,0,0,0,2,0,0
Aaron_Ramsdale,0,0,0,0,0,0,0,79,0,0,0,0,0,17,0,0,0,0,0,8,0,0,0,0,0,1,0,0
Aaron_Ramsey,0,0,0,0,0,0,0,80,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,2,0,0
Abdelhamid_Sabiri,0,0,0,0,0,0,0,78,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,2,0,0
Abdoulaye_Doucouré,54,0,0,2,48,0,0,80,0,3,90,0,1,1,0,0,0,8,0,8,0,1,0,0,1,2,1,0
Adam_Federici,0,0,0,0,0,0,0,79,0,0,0,0,0,17,0,0,0,0,0,8,0,0,0,0,0,1,0,0
Adam_Lallana,0,0,0,0,0,0,0,75,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,1,0
Adam_Legzdins,0,0,0,0,0,0,0,72,0,0,0,0,0,20,0,0,0,0,0,8,0,0,0,0,1,1,1,0
Adam_Smith,18,0,0,1,14,0,0,79,1,1,74,0,1,17,0,0,0,1,0,8,0,1,1,0,0,1,0,1
Ademola_Lookman,0,0,0,0,0,0,0,71,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,1,1,0,0
Adrian_Mariappa,43,0,0,5,38,0,0,80,2,0,62,0,0,1,0,0,0,2,0,8,0,0,2,0,1,2,1,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,72,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,1,1,0,0
Ahmed El-Sayed_Hegazi,34,0,0,11,25,0,0,74,2,0,90,0,0,9,0,0,0,4,0,8,0,0,1,0,1,1,0,1
Ahmed_Musa,0,0,0,0,0,0,0,74,0,0,0,0,0,19,0,0,0,0,0,8,0,0,0,0,1,1,1,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,80,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,2,0,0
Alberto_Moreno,57,0,0,6,47,0,0,75,0,0,90,0,0,12,0,0,0,4,0,8,0,0,2,0,0,0,1,0
Aleksandar_Dragovic,0,0,0,0,0,0,0,74,0,0,0,0,0,19,0,0,0,0,0,8,0,0,0,0,1,1,1,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,76,0,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,2,7,1,0
Aleksandar_Mitrovic,0,0,0,0,0,0,0,77,0,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,2,2,0,0
Alexandre_Lacazette,25,0,0,0,15,1,0,80,0,0,67,0,0,18,0,0,0,4,0,8,0,0,0,0,1,2,0,0
Alexis_Sánchez,0,0,0,0,0,0,0,80,0,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,2,0,0
Alex_Iwobi,57,1,1,0,50,1,0,80,0,1,90,0,1,18,0,0,0,3,0,8,0,3,1,0,1,2,0,0
Alex_McCarthy,0,0,0,0,0,0,0,77,0,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,2,2,1,0
Alex_Oxlade-Chamberlain,5,0,0,0,4,1,0,75,0,2,12,0,1,12,0,0,0,1,0,8,0,0,0,0,0,0,1,0
Alex_Palmer,0,0,0,0,0,0,0,74,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,1,1,0,0
Alfie_Mawson,49,0,0,4,42,0,0,78,0,0,90,0,0,8,0,0,0,4,0,8,0,0,0,0,0,2,1,0
Allan-Roméo_Nyom,0,0,0,0,0,0,0,74,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,1,1,0,0
Anders_Lindegaard,0,0,0,0,0,0,0,72,0,0,0,0,0,20,0,0,0,0,0,8,0,0,0,0,1,1,1,0
Ander_Herrera,54,0,0,4,42,1,0,75,2,0,90,1,0,10,0,0,0,8,0,8,0,2,0,0,0,0,0,0
Andreas_Christensen,0,0,0,0,0,0,0,73,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,1,2,0,0
Andreas_Pereira,0,0,0,0,0,0,0,75,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Andrew_Robertson,0,0,0,0,0,0,0,75,0,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,0,0,1,0
Andrew_Surman,26,0,0,4,21,0,0,79,2,0,90,0,0,17,0,0,0,1,0,8,0,2,0,0,0,1,0,0
Andre_Gray,15,0,0,0,13,1,0,80,1,0,62,1,0,1,0,0,0,5,0,8,0,1,0,0,1,2,1,0
Andros_Townsend,35,1,0,0,27,2,0,73,0,1,90,0,1,5,0,0,0,6,0,8,0,8,1,3,1,2,1,0
André_Ayew,0,0,0,0,0,0,0,72,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,1,1,0,0
André_Carrillo,14,0,0,0,12,1,0,80,0,1,27,0,0,1,0,0,0,1,0,8,0,0,0,1,1,2,1,0
Andy_Carroll,7,0,0,1,2,0,0,72,2,0,26,0,0,4,0,0,0,0,1,8,0,1,0,0,1,1,0,0
Andy_King,1,0,0,0,1,0,0,74,0,0,1,0,0,19,0,0,0,1,0,8,0,0,0,0,1,1,1,0
Angelo_Ogbonna,0,0,0,0,0,0,0,72,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,1,1,0,0
Angel_Rangel,0,0,0,0,0,0,0,78,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,2,1,0
Anthony_Knockaert,31,0,0,1,29,4,0,71,1,1,90,0,2,7,0,0,0,9,0,8,0,2,0,0,1,1,1,1
Anthony_Martial,16,0,0,2,12,2,0,75,0,1,64,0,0,10,0,0,0,2,0,8,0,2,0,0,0,0,0,0
Antonio_Rüdiger,0,0,0,0,0,0,0,73,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,1,2,0,0
Antonio_Valencia,30,0,0,6,21,2,0,75,2,0,90,0,0,10,0,0,0,3,0,8,0,0,0,0,0,0,0,0
Arthur_Masuaku,0,0,0,0,0,0,0,72,0,0,2,0,0,4,0,0,0,1,0,8,0,0,0,0,1,1,0,0
Artur_Boruc,0,0,0,0,0,0,0,79,0,0,0,0,0,17,0,0,0,0,0,8,0,0,0,0,0,1,0,0
Ashley_Barnes,2,0,0,0,1,0,0,72,1,0,9,0,1,20,0,0,0,0,0,8,0,0,0,0,1,1,1,0
Ashley_Fletcher,0,0,0,0,0,0,0,72,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,1,1,0,0
Ashley_Westwood,0,0,0,0,0,0,0,72,0,0,0,0,0,20,0,0,0,0,0,8,0,0,0,0,1,1,1,0
