name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,42,0,0,5,31,0,0,109,0,0,90,0,0,10,0,0,0,3,0,11,0,3,0,0,1,1,0
Aaron_Lennon,2,0,0,1,1,0,0,102,1,0,5,0,0,18,0,0,0,0,0,11,0,0,0,0,3,1,0
Aaron_Mooy,60,0,0,3,52,0,0,103,1,1,90,0,0,19,0,0,0,10,0,11,0,3,0,0,1,1,0
Aaron_Ramsdale,0,0,0,0,0,0,0,104,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,1,0,0
Aaron_Ramsey,40,0,0,1,36,1,0,110,2,2,90,0,1,11,0,0,0,8,0,11,0,2,1,0,1,0,0
Abdelhamid_Sabiri,0,0,0,0,0,0,0,103,0,0,0,0,0,19,0,0,0,0,0,11,0,0,0,0,1,1,0
Abdoulaye_Doucouré,66,0,0,7,56,2,0,102,1,1,90,0,0,7,0,0,0,15,0,11,0,1,4,0,2,0,0
Adam_Federici,0,0,0,0,0,0,0,104,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,1,0,0
Adam_Lallana,0,0,0,0,0,0,0,109,0,0,0,0,0,20,0,0,0,0,0,11,0,0,0,0,4,0,0
Adam_Legzdins,0,0,0,0,0,0,0,105,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,1,0,0
Adam_Smith,10,0,0,0,8,0,0,104,0,0,15,0,0,13,0,0,0,2,0,11,0,0,0,0,1,0,0
Ademola_Lookman,8,0,0,1,5,2,0,102,1,0,35,0,0,18,0,0,0,3,0,11,0,2,0,0,3,1,0
Adrian_Mariappa,13,0,0,2,11,0,0,102,0,0,11,0,0,7,0,0,0,2,0,11,0,0,0,1,2,0,0
Adrián_San Miguel del Castillo,0,0,0,0,0,0,0,109,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,1,1,0
Ahmed El-Sayed_Hegazi,51,0,0,6,45,2,0,103,1,1,90,0,0,8,0,0,0,8,0,11,0,2,0,0,0,0,1
Ahmed_Musa,0,0,0,0,0,0,0,106,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,2,0,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,110,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,1,0,0
Alberto_Moreno,46,0,0,6,34,1,0,109,0,0,90,0,0,20,0,0,0,5,0,11,0,1,1,0,4,0,0
Aleksandar_Dragovic,0,0,0,0,0,0,0,106,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,2,0,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,110,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,3,1,0
Aleksandar_Mitrovic,0,0,0,0,0,0,0,104,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,1,0
Alexandre_Lacazette,10,0,0,0,7,0,0,110,2,0,34,0,0,11,0,0,0,3,0,11,0,1,0,0,1,0,1
Alexis_Sánchez,36,0,0,0,27,2,0,110,2,2,90,3,0,11,0,0,0,2,0,11,0,7,0,1,1,0,1
Alex_Iwobi,32,0,0,0,27,2,0,110,0,0,77,0,0,11,0,0,0,3,0,11,0,3,0,1,1,0,0
Alex_McCarthy,0,0,0,0,0,0,0,105,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,1,0
Alex_Oxlade-Chamberlain,29,0,1,1,20,1,0,109,2,2,86,1,0,20,0,0,0,6,0,11,0,1,1,0,4,0,0
Alex_Palmer,0,0,0,0,0,0,0,103,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0
Alfie_Mawson,53,0,0,12,44,0,0,107,0,0,90,0,0,3,0,0,0,4,0,11,0,0,0,1,0,1,0
