name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,17,0,0,11,12,0,0,147,0,2,90,0,1,11,0,0,0,7,0,15,0,0,1,0,1,0,0
Aaron_Lennon,7,0,0,1,5,0,0,145,1,1,70,0,0,8,0,0,0,1,0,15,0,6,2,0,2,1,0
Aaron_Mooy,67,0,0,4,50,0,0,145,0,1,90,0,1,7,0,0,0,9,0,15,0,1,1,0,0,0,0
Aaron_Ramsdale,0,0,0,0,0,0,0,142,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,1,1,0
Aaron_Ramsey,77,1,0,2,70,1,0,141,1,3,90,0,0,12,0,0,0,5,0,15,0,1,1,2,1,1,0
Abdelhamid_Sabiri,0,0,0,0,0,0,0,145,0,0,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0
Abdoulaye_Doucouré,52,0,0,3,43,0,0,149,1,0,90,0,0,17,0,0,0,13,0,15,0,3,0,2,1,1,0
Adam_Federici,0,0,0,0,0,0,0,142,0,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,1,1,0
Adam_Lallana,0,0,0,0,0,0,0,143,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,5,0,0
Adam_Legzdins,0,0,0,0,0,0,0,146,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0
Adam_Smith,31,0,0,3,27,1,0,142,1,2,90,0,1,14,0,0,0,4,0,15,0,1,0,2,1,1,1
Ademola_Lookman,11,0,0,0,10,0,0,145,0,0,19,0,0,8,0,0,0,2,0,15,0,3,0,0,2,1,0
Adrian_Mariappa,37,0,0,7,29,0,0,149,1,0,90,0,0,17,0,0,0,3,0,15,0,0,1,0,1,1,0
Adrián_San Miguel del Castillo,29,0,0,1,13,0,0,147,1,0,90,0,0,11,0,0,0,7,0,15,6,0,0,0,1,0,1
Ahmed El-Sayed_Hegazi,42,0,0,9,25,2,0,150,0,1,90,0,0,6,0,0,0,6,0,15,0,0,1,1,0,1,0
Ahmed_Musa,0,0,0,0,0,0,0,146,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,1,1,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,141,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,1,1,0
Alberto_Moreno,0,0,0,0,0,0,0,143,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,5,0,0
