name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards
Aaron_Cresswell,52,0,0,6,40,0,0,380,0,0,87,0,0,7,0,0,0,3,0,38,0,0,0,1,3,1,0
Aaron_Lennon,24,0,0,1,18,1,0,371,1,0,90,1,1,2,0,0,0,5,0,38,0,2,1,0,1,1,0
Aaron_Mooy,49,0,0,2,38,1,0,373,1,2,90,0,1,1,0,0,0,10,0,38,0,2,2,1,0,1,0
Aaron_Ramsdale,0,0,0,0,0,0,0,371,0,0,0,0,0,4,0,0,0,0,0,38,0,0,0,0,2,0,0
Aaron_Ramsey,45,1,0,3,32,2,0,373,0,1,90,0,0,8,0,0,0,9,0,38,0,3,3,1,1,0,0
Aaron_Wan-Bissaka,53,0,0,3,50,4,0,372,0,1,90,0,0,19,0,0,0,5,0,38,0,2,4,0,2,1,0
Abdelhamid_Sabiri,0,0,0,0,0,0,0,373,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,1,0
Abdoulaye_Doucouré,75,0,0,2,65,1,0,375,1,0,90,0,0,12,0,0,0,12,0,38,0,1,0,0,0,0,0
Adam_Federici,0,0,0,0,0,0,0,371,0,0,0,0,0,4,0,0,0,0,0,38,0,0,0,0,2,0,0
Adam_Lallana,19,0,0,0,17,2,0,374,1,0,16,0,1,3,0,0,0,0,0,38,0,1,0,0,4,1,0
Adam_Legzdins,0,0,0,0,0,0,0,371,0,0,0,0,0,2,0,0,0,0,0,38,0,0,0,0,1,1,0
Adam_Smith,0,0,0,0,0,0,0,371,0,0,0,0,0,4,0,0,0,0,0,38,0,0,0,0,2,0,0
Ademola_Lookman,0,0,0,0,0,0,0,380,0,0,0,0,0,20,0,0,0,0,0,38,0,0,0,0,1,0,0
Adrian_Mariappa,48,0,0,9,40,0,0,375,1,1,69,0,0,12,0,0,0,2,0,38,0,0,2,0,0,0,0
Adrien Sebastian_Perruchet Silva,30,0,0,2,22,1,0,379,2,0,90,0,0,17,0,0,0,11,0,38,0,3,1,0,4,0,1
Adrián_San Miguel del Castillo,29,0,0,0,17,0,0,380,0,0,90,0,0,7,0,0,0,14,0,38,6,0,0,0,3,1,0
Ahmed El-Sayed_Hegazi,30,0,0,8,25,0,0,372,0,0,90,0,0,6,0,0,0,4,0,38,0,1,2,0,0,0,0
